,revenue,assets,ppe,goodwill,debt,shares,revenue_yoy,assets_yoy,ppe_yoy,debt_yoy,shares_yoy,assets_qoq,ppe_qoq,debt_qoq,shares_qoq,goodwill_jump
2012Q3,14520000000.0,115369000000.0,73612000000.0,0.0,,1220462.0,-146.41732545462477,-29.328096254864167,-12.111630175394193,,-701.4325260391122,1.1867065766138472,3.2936095905132587,,-693.0308429071653,
2012Q4,14475000000.0,,,,,,-141.97859266326202,,,,,,,,,
2013Q1,14166000000.0,117780000000.0,67890000000.0,,,1229232.0,-137.68613325574583,-32.42013953160811,-23.13174481278126,,-695.0950962331503,,,,,
2013Q2,13350000000.0,116947000000.0,69438000000.0,,,1229773.0,-4.668343435487088,2.5452219342229943,-2.5437691923819714,,-692.270830515018,-0.7097636803283612,2.2545519780440113,,0.04400153791707278,
2013Q3,13643000000.0,119760000000.0,71129000000.0,,,1231054.0,-6.230043981591291,3.7354052974323504,-3.431292604198998,,0.8641237429824391,2.376889939823173,2.4060861786962247,,0.10411135083515909,
2013Q4,13254000000.0,,,,,,-8.812362979302378,,,,,,,,,
2014Q1,15415000000.0,120025000000.0,74025000000.0,,,1234968.0,8.449633400668272,1.8881576900579284,8.651412567409936,,0.4655474685417376,,,,,
2014Q2,13821000000.0,121648000000.0,75424000000.0,,,1236057.0,3.467278977563099,3.9410787772939777,8.269125865972494,,0.5096874970194305,1.3431574069076806,1.8722652766065717,,0.08814156639476443,
2014Q3,12080000000.0,118986000000.0,75790000000.0,,,1238234.0,-12.16753770740682,-0.6483900979625088,6.347122794297966,,0.5815457925809469,-2.2125789354332985,0.48408310702171603,,0.17596964639668436,
2014Q4,11208000000.0,,,,,,-16.76715846313293,,,,,,,,,
2015Q1,7716000000.0,110042000000.0,74220000000.0,,,1240791.0,-69.2044966294631,-8.683794331678248,0.2630781644796485,,0.47040206559007286,,,,,
2015Q2,8293000000.0,112003000000.0,74387000000.0,,,1241026.0,-51.07773891528229,-8.260597183543144,-1.3844331364741749,,0.4011982372076013,1.7663545550427884,0.22475397565274138,,0.018937738012302738,
2015Q3,7262000000.0,105949000000.0,71828000000.0,,,1242125.0,-50.889591951452495,-11.604799287632819,-5.369198564428632,,0.31374516284034787,-5.556781039522985,-3.500682320932749,,0.08851657202941988,
2015Q4,6293000000.0,,,,,,-57.71899044899094,,,,,,,,,
2016Q1,5121000000.0,99834000000.0,66000000000.0,,,1244557.0,-40.99463625630693,-9.735330443879635,-11.737891360602598,,0.30305638343961033,,,,,
2016Q2,5348000000.0,96054000000.0,63685000000.0,,,1244892.0,-43.86891262293699,-15.361512332663699,-15.533213934725607,,0.3110322316885363,-3.859827333741274,-3.5705685984702695,,0.026913586261217443,
2016Q3,6415000000.0,94284000000.0,61649000000.0,,,1245961.0,-12.401627492454423,-11.664634227373469,-15.281736330101566,,0.3083497145497076,-1.8599029342327595,-3.249204716308702,,0.08583405489059025,
2016Q4,6809000000.0,,,,,,7.88073619560331,,,,,,,,,
2017Q1,7518000000.0,87973000000.0,54440000000.0,,,1243280.0,38.39504126615731,-12.647885744336515,-19.255556424316026,,-0.1026594678149824,,,,,
2017Q2,6781000000.0,78004000000.0,46846000000.0,,,1236831000.0,23.740192446200826,-20.8150425898018,-30.708342987100462,,690.1258963036115,-12.026984179206567,-15.02335516125472,,690.2554693576877,
2017Q3,6688000000.0,74861000000.0,46669000000.0,,,1212454000.0,4.167587771480072,-23.067844332585448,-27.83768761873995,,688.049456423275,-4.112704677016393,-0.3785493479481856,,-1.9906058254457848,
2017Q4,8119000000.0,,,,,,17.59617273794798,,,,,,,,,
2018Q1,8798000000.0,70727000000.0,45997000000.0,,18908000000.0,1179792.0,15.722427778454184,-21.82025538866047,-16.85230008122212,,-5.24148968716782,,,,,
2018Q2,8504000000.0,68936000000.0,46306000000.0,,16581000000.0,1172378.0,22.64120573379418,-12.358156948852866,-1.1594083841711422,,-696.1273577450206,-2.5648857393989686,0.6695365357962522,-13.132765141175431,-0.6303987001650494,
2018Q3,9449000000.0,70556000000.0,44736000000.0,,16554000000.0,1163033.0,34.559404001808836,-5.922633990659971,-4.230158607989124,,-694.9370435921152,2.3228182811764984,-3.449299571766163,-0.16296970560315663,-0.8002916725403578,
2018Q4,9666000000.0,,,,,,17.44075795425829,,,,,,,,,
2019Q1,9150000000.0,71498000000.0,45942000000.0,,17167000000.0,1139463.0,3.9229456360901875,1.0842081949310056,-0.11964456120027657,-9.659617664219779,-3.4781052958859964,,,,,
2019Q2,7953000000.0,71261000000.0,44334000000.0,,17770000000.0,1125995.0,-6.698742506464864,3.3170655259919974,-4.351966529444109,6.92541806473244,-4.036707554158682,-0.3320284083379858,-3.5627854324475834,3.4522705877767685,-1.1890009584377341,
2019Q3,7756000000.0,70340000000.0,43814000000.0,,18131000000.0,1108555.0,-19.744217842008347,-0.30660937033943075,-2.0825145598037347,9.099541598046768,-4.7973882584113,-1.3008566151549168,-1.179847602125785,2.0111538277111856,-1.560972376792989,
2019Q4,7708000000.0,,,,,,-22.63558228707724,,,,,,,,,
2020Q1,6158000000.0,65033000000.0,40645000000.0,,15841000000.0,1084561.0,-39.60018297851214,-9.477464390957282,-12.250390416050578,-8.038742058207852,-4.938180197321129,,,,,
2020Q2,2749000000.0,63046000000.0,41120000000.0,,18307000000.0,1076659000.0,-106.23120067918894,-12.248457451189388,-7.525725588765591,2.9771858202317634,686.2950917569902,-3.103021468570094,1.1618793948374064,14.468198466216403,690.0442709958736,
2020Q3,4386000000.0,63157000000.0,41269000000.0,,18827000000.0,1077377000.0,-57.004908738470895,-10.771693720319998,-5.984178821842074,3.7668829298903126,687.9227296887314,0.17590711571446163,0.36169916479774444,2.800850937369707,0.06666555494818285,
2020Q4,5491000000.0,,,,,,-33.91483622553843,,,,,,,,,
2021Q1,9826000000.0,83693000000.0,58270000000.0,,22578000000.0,1300375.0,46.72798842441478,25.226050860776883,36.021155395644726,35.43744651326415,18.14773875874523,,,,,
2021Q2,9556000000.0,85403000000.0,57717000000.0,,23376000000.0,1348637000.0,124.59320202804545,30.351661029765104,33.905713635603554,24.442635463946612,22.52317250033292,2.0225887004181407,-0.9535623652037581,3.4733874168988557,694.4197047374613,
2021Q3,11326000000.0,87304000000.0,56689000000.0,,22797000000.0,1332286000.0,94.86833176959169,32.37725909681523,31.746857559036396,19.133693861318275,21.23668804374563,2.201505182764605,-1.7971569117694275,-2.5080906652586163,-1.2198189016391157,
2021Q4,13442000000.0,,,,,,89.52737452510385,,,,,,,,,
2022Q1,14506000000.0,93308000000.0,64642000000.0,,,1301930000.0,38.95304231947641,10.875050710734818,10.377697317326625,,690.8950373473426,,,,,
2022Q2,16728000000.0,93693000000.0,64008000000.0,,,1289791000.0,55.991473266276934,9.264225096042468,10.345631804487757,,-4.4614263057622745,0.4117630857257887,-0.9856278780426254,,-0.9367589156436386,
2022Q3,15968000000.0,94837000000.0,63673000000.0,,,1265893000.0,34.348575187749496,8.27633476634159,11.618042248560693,,-5.111846180234058,1.2136148530637174,-0.5247464676965048,,-1.8702387761109014,
2022Q4,13847000000.0,,,,,,2.9684469124802733,,,,,,,,,
2023Q1,11964000000.0,91441000000.0,65090000000.0,,,1220228000.0,-19.26602161735191,-2.021189352657002,0.6906573256046891,,-6.481005237001702,,,,,
2023Q2,11015000000.0,89605000000.0,65452000000.0,,,1207443000.0,-41.7825981872026,-4.461235794821543,2.230897401882626,,-6.597528928231826,-2.02828335643875,0.5546121982353149,,-1.0532826068737715,
2023Q3,12599000000.0,93651000000.0,65561000000.0,,,1196641000.0,-23.696927384061542,-1.2584521584523378,2.9220396091614953,,-5.625933684857679,4.416398489432927,0.16639573958235898,,-0.8986435327367408,
2023Q4,12944000000.0,,,,,,-6.743624235644101,,,,,,,,,
2024Q1,12307000000.0,95348000000.0,69907000000.0,,,1177921000.0,2.826606542249798,4.183940091274374,7.139485970300338,,-3.5286706367947187,,,,,
2024Q2,12660000000.0,95994000000.0,70226000000.0,,,1168198000.0,13.918943646172375,6.887456751927791,7.040156326531139,,-3.304250987446094,0.6752333042146782,0.4552825544661178,,-0.8288629575251341,
2024Q3,11703000000.0,96699000000.0,70725000000.0,,,1161318000.0,-7.377222653586352,3.2027954254462414,7.581811022515812,,-2.9962898113801906,0.7317371629513655,0.7080504355670387,,-0.5906823566708317,
2024Q4,12748000000.0,,,,,,-1.5257963761045874,,,,,,,,,
2025Q1,14479000000.0,124254000000.0,,,,1273350000.0,16.253111760908503,26.47945011450201,,,7.790020270770208,,,,,
2025Q2,12621000000.0,122599000000.0,,,,1257512000.0,-0.3085323439536553,24.46331773473644,,,7.367277510276833,-1.3408990755509034,,,-1.2516057180185152,
2025Q3,13337000000.0,122472000000.0,,,,1245253000.0,13.069690844762832,23.62793712856365,,,6.978315510285412,-0.1036434432214104,,,-0.9796443566622374,
2025Q4,11387000000.0,,,,,,-11.290204272662205,,,,,,,,,
2026Q1,13500000000.0,122725000000.0,,,,1224036000.0,-7.000963835490086,-1.2381777673387018,,,-3.9497627447626646,,,,,
2026Q2,18088000000.0,124261000000.0,,,,1213453000.0,35.98866416991752,1.3465325383212383,,,-3.566515119885937,1.2438112301090467,,,-0.8683580931417804,
