period,filing_date,accession_number,document_type,document_name,source_url,source_path,metadata_sha256,actual_sha256,hash_match,model_use,selection_reason,pdf_parsing_used
2022Q3,2022-11-03,0001501585-22-000032,EX-99.1,hii2022q3earningsrelease.htm,https://www.sec.gov/Archives/edgar/data/1501585/000150158522000032/hii2022q3earningsrelease.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2022-11-03_0001501585-22-000032_EX-99.1_hii2022q3earningsrelease.htm,5eb713a93b11d939105c5d3e2a38b1fc207a7e0e6280d6d7c2e92b05e9914a40,5eb713a93b11d939105c5d3e2a38b1fc207a7e0e6280d6d7c2e92b05e9914a40,True,QUARTERLY_EARNINGS_RELEASE,HII_EARNINGS_EX991_2019Q4_FORWARD,False
2022Q3,2022-11-03,0001501585-22-000032,EX-99.2,hiiq32022earningspresent.htm,https://www.sec.gov/Archives/edgar/data/1501585/000150158522000032/hiiq32022earningspresent.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2022-11-03_0001501585-22-000032_EX-99.2_hiiq32022earningspresent.htm,9aa18aa66cfefc762ce063e2cc5ea98b8c5502a41ec38c05e40fa40692f0e365,,,NOT_SELECTED,NON_EARNINGS_OR_OUT_OF_WINDOW,False
,2022-12-09,0001193125-22-301591,EX-99.1,d421696dex991.htm,https://www.sec.gov/Archives/edgar/data/1501585/000119312522301591/d421696dex991.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2022-12-09_0001193125-22-301591_EX-99.1_d421696dex991.htm,d4b2d3e967294ff2c1d9a989fd29fa5c4a7dc9fe8b78307d3f38d17161f82ab2,,,NOT_SELECTED,NON_EARNINGS_OR_OUT_OF_WINDOW,False
2022Q4,2023-02-09,0001501585-23-000007,EX-99.1,hii2022q4earningsrelease.htm,https://www.sec.gov/Archives/edgar/data/1501585/000150158523000007/hii2022q4earningsrelease.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2023-02-09_0001501585-23-000007_EX-99.1_hii2022q4earningsrelease.htm,01d4fcdac111828bf23b354aac3c9175125409f4943b5ac3a256a3ca46219513,01d4fcdac111828bf23b354aac3c9175125409f4943b5ac3a256a3ca46219513,True,QUARTERLY_EARNINGS_RELEASE,HII_EARNINGS_EX991_2019Q4_FORWARD,False
2022Q4,2023-02-09,0001501585-23-000007,EX-99.2,hiiq42022earningspresent.htm,https://www.sec.gov/Archives/edgar/data/1501585/000150158523000007/hiiq42022earningspresent.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2023-02-09_0001501585-23-000007_EX-99.2_hiiq42022earningspresent.htm,8df676bd7e43aac1912deab3a43b312dd8b6dfd294c3a4726486525ce861455b,,,NOT_SELECTED,NON_EARNINGS_OR_OUT_OF_WINDOW,False
2023Q1,2023-05-04,0001501585-23-000014,EX-99.1,hii2023q1earningsrelease.htm,https://www.sec.gov/Archives/edgar/data/1501585/000150158523000014/hii2023q1earningsrelease.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2023-05-04_0001501585-23-000014_EX-99.1_hii2023q1earningsrelease.htm,e74480cf13137080f1a65ff2ae5319a68557aed5b1e2f5a09dc995cdaf3b762a,e74480cf13137080f1a65ff2ae5319a68557aed5b1e2f5a09dc995cdaf3b762a,True,QUARTERLY_EARNINGS_RELEASE,HII_EARNINGS_EX991_2019Q4_FORWARD,False
2023Q1,2023-05-04,0001501585-23-000014,EX-99.2,hiiq12023earningspresent.htm,https://www.sec.gov/Archives/edgar/data/1501585/000150158523000014/hiiq12023earningspresent.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2023-05-04_0001501585-23-000014_EX-99.2_hiiq12023earningspresent.htm,e23d3d8846c42b86c81f5f110a373ba7533906ef826e40d6002e3918e7d1539b,,,NOT_SELECTED,NON_EARNINGS_OR_OUT_OF_WINDOW,False
2023Q2,2023-08-03,0001501585-23-000024,EX-99.1,hii2023q2earningsrelease.htm,https://www.sec.gov/Archives/edgar/data/1501585/000150158523000024/hii2023q2earningsrelease.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2023-08-03_0001501585-23-000024_EX-99.1_hii2023q2earningsrelease.htm,756cdd7a4f0e7e90f6b2bf5d59d7bcd4a62ddcf67a34c48228bab30606d01574,756cdd7a4f0e7e90f6b2bf5d59d7bcd4a62ddcf67a34c48228bab30606d01574,True,QUARTERLY_EARNINGS_RELEASE,HII_EARNINGS_EX991_2019Q4_FORWARD,False
2023Q2,2023-08-03,0001501585-23-000024,EX-99.2,hiiq22023earningspresent.htm,https://www.sec.gov/Archives/edgar/data/1501585/000150158523000024/hiiq22023earningspresent.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2023-08-03_0001501585-23-000024_EX-99.2_hiiq22023earningspresent.htm,c9788e8a900031d42897b1c8a58da50b3effdf5ce31532df48d609d2a4bb4b37,,,NOT_SELECTED,NON_EARNINGS_OR_OUT_OF_WINDOW,False
,2023-10-05,0001193125-23-251587,EX-99.1,d554863dex991.htm,https://www.sec.gov/Archives/edgar/data/1501585/000119312523251587/d554863dex991.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2023-10-05_0001193125-23-251587_EX-99.1_d554863dex991.htm,3f76f0e8c03798edf09726e3d4db2ec67d7b0d29dd9260bf8c234c927a9429c4,,,NOT_SELECTED,NON_EARNINGS_OR_OUT_OF_WINDOW,False
2023Q3,2023-11-02,0001501585-23-000030,EX-99.1,hii2023q3earningsrelease.htm,https://www.sec.gov/Archives/edgar/data/1501585/000150158523000030/hii2023q3earningsrelease.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2023-11-02_0001501585-23-000030_EX-99.1_hii2023q3earningsrelease.htm,e2d36dc345c09085e61dadf1a1e9054cc772db6836ec335b6bcc96ae83c4dd09,e2d36dc345c09085e61dadf1a1e9054cc772db6836ec335b6bcc96ae83c4dd09,True,QUARTERLY_EARNINGS_RELEASE,HII_EARNINGS_EX991_2019Q4_FORWARD,False
2023Q3,2023-11-02,0001501585-23-000030,EX-99.2,hiiq32023earningspresent.htm,https://www.sec.gov/Archives/edgar/data/1501585/000150158523000030/hiiq32023earningspresent.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2023-11-02_0001501585-23-000030_EX-99.2_hiiq32023earningspresent.htm,28edc871a07015e8951bfcc932ec20117af60ebf0357acd06490d0c1abbc583c,,,NOT_SELECTED,NON_EARNINGS_OR_OUT_OF_WINDOW,False
2023Q4,2024-02-01,0001501585-24-000005,EX-99.1,hii2023q4earningsrelease.htm,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000005/hii2023q4earningsrelease.htm,D:\Programming\python_example\Arcana\data-lake\bronze\sec\fillings\ir\HII\2024-02-01_0001501585-24-000005_EX-99.1_hii2023q4earningsrelease.htm,a4820233db4b90b13c468a83841e9bbd976d7cb9a8ca51bb71961e1bef43664e,a4820233db4b90b13c468a83841e9bbd976d7cb9a8ca51bb71961e1bef43664e,True,QUARTERLY_EARNINGS_RELEASE,HII_EARNINGS_EX991_2019Q4_FORWARD,False
