form,period,filing_date,report_date,accession_number,metric,value_usd,available,selected_concept,selected_context_ref,selection_rule,source_url,source_sha256,evidence_layer
10-Q,2024Q3,2024-10-31,2024-09-30,0001501585-24-000042,intangibles_ex_goodwill_usd,809000000.0,True,FiniteLivedIntangibleAssetsNet,c-14,HII_CONSOLIDATED_ALIAS_REPORT_DATE_CONTEXT,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000042/hii-20240930.htm,a97548189124c42ee0911ff7c7ced36c6a4efc1e1ea10025c2afdcd823b729e1,FINANCIAL_STATEMENT
10-Q,2024Q3,2024-10-31,2024-09-30,0001501585-24-000042,debt_current_usd,,False,,,HII_CONSOLIDATED_ALIAS_REPORT_DATE_CONTEXT,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000042/hii-20240930.htm,a97548189124c42ee0911ff7c7ced36c6a4efc1e1ea10025c2afdcd823b729e1,FINANCIAL_STATEMENT
10-Q,2024Q3,2024-10-31,2024-09-30,0001501585-24-000042,debt_noncurrent_usd,1709000000.0,True,LongTermDebtNoncurrent,c-14,HII_CONSOLIDATED_ALIAS_REPORT_DATE_CONTEXT,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000042/hii-20240930.htm,a97548189124c42ee0911ff7c7ced36c6a4efc1e1ea10025c2afdcd823b729e1,FINANCIAL_STATEMENT
10-Q,2024Q3,2024-10-31,2024-09-30,0001501585-24-000042,contract_liabilities_usd,743000000.0,True,ContractWithCustomerLiabilityCurrent,c-14,HII_CONSOLIDATED_ALIAS_REPORT_DATE_CONTEXT,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000042/hii-20240930.htm,a97548189124c42ee0911ff7c7ced36c6a4efc1e1ea10025c2afdcd823b729e1,NOTE
10-Q,2024Q3,2024-10-31,2024-09-30,0001501585-24-000042,fas_cas_pension_adjustment_usd,,False,,,HII_CONSOLIDATED_ALIAS_REPORT_DATE_CONTEXT,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000042/hii-20240930.htm,a97548189124c42ee0911ff7c7ced36c6a4efc1e1ea10025c2afdcd823b729e1,NOTE
10-Q,2024Q3,2024-10-31,2024-09-30,0001501585-24-000042,program_gains_losses_usd,,False,,,HII_CONSOLIDATED_ALIAS_REPORT_DATE_CONTEXT,https://www.sec.gov/Archives/edgar/data/1501585/000150158524000042/hii-20240930.htm,a97548189124c42ee0911ff7c7ced36c6a4efc1e1ea10025c2afdcd823b729e1,NOTE
10-K,2024Q4,2025-02-06,2024-12-31,0001501585-25-000006,receivables_usd,212000000.0,True,AccountsReceivableNetCurrent,c-5,HII_CONSOLIDATED_ALIAS_REPORT_DATE_CONTEXT,https://www.sec.gov/Archives/edgar/data/1501585/000150158525000006/hii-20241231.htm,db9afdddcf4eac67785bb07386819b59aa3c2a28addf94448fad93d2a661c5c3,FINANCIAL_STATEMENT
10-K,2024Q4,2025-02-06,2024-12-31,0001501585-25-000006,intangibles_ex_goodwill_usd,782000000.0,True,FiniteLivedIntangibleAssetsNet,c-5,HII_CONSOLIDATED_ALIAS_REPORT_DATE_CONTEXT,https://www.sec.gov/Archives/edgar/data/1501585/000150158525000006/hii-20241231.htm,db9afdddcf4eac67785bb07386819b59aa3c2a28addf94448fad93d2a661c5c3,FINANCIAL_STATEMENT
10-K,2024Q4,2025-02-06,2024-12-31,0001501585-25-000006,debt_current_usd,503000000.0,True,LongTermDebtAndCapitalLeaseObligationsCurrent,c-5,HII_CONSOLIDATED_ALIAS_REPORT_DATE_CONTEXT,https://www.sec.gov/Archives/edgar/data/1501585/000150158525000006/hii-20241231.htm,db9afdddcf4eac67785bb07386819b59aa3c2a28addf94448fad93d2a661c5c3,FINANCIAL_STATEMENT
10-K,2024Q4,2025-02-06,2024-12-31,0001501585-25-000006,debt_noncurrent_usd,,False,,,HII_CONSOLIDATED_ALIAS_REPORT_DATE_CONTEXT,https://www.sec.gov/Archives/edgar/data/1501585/000150158525000006/hii-20241231.htm,db9afdddcf4eac67785bb07386819b59aa3c2a28addf94448fad93d2a661c5c3,FINANCIAL_STATEMENT
10-K,2024Q4,2025-02-06,2024-12-31,0001501585-25-000006,contract_liabilities_usd,774000000.0,True,ContractWithCustomerLiabilityCurrent,c-5,HII_CONSOLIDATED_ALIAS_REPORT_DATE_CONTEXT,https://www.sec.gov/Archives/edgar/data/1501585/000150158525000006/hii-20241231.htm,db9afdddcf4eac67785bb07386819b59aa3c2a28addf94448fad93d2a661c5c3,NOTE
10-K,2024Q4,2025-02-06,2024-12-31,0001501585-25-000006,fas_cas_pension_adjustment_usd,,False,,,HII_CONSOLIDATED_ALIAS_REPORT_DATE_CONTEXT,https://www.sec.gov/Archives/edgar/data/1501585/000150158525000006/hii-20241231.htm,db9afdddcf4eac67785bb07386819b59aa3c2a28addf94448fad93d2a661c5c3,NOTE
10-K,2024Q4,2025-02-06,2024-12-31,0001501585-25-000006,program_gains_losses_usd,,False,,,HII_CONSOLIDATED_ALIAS_REPORT_DATE_CONTEXT,https://www.sec.gov/Archives/edgar/data/1501585/000150158525000006/hii-20241231.htm,db9afdddcf4eac67785bb07386819b59aa3c2a28addf94448fad93d2a661c5c3,NOTE
10-Q,2025Q1,2025-05-01,2025-03-31,0001501585-25-000037,receivables_usd,387000000.0,True,AccountsReceivableNetCurrent,c-8,HII_CONSOLIDATED_ALIAS_REPORT_DATE_CONTEXT,https://www.sec.gov/Archives/edgar/data/1501585/000150158525000037/hii-20250331.htm,b1efdc3fd2c325117b31607fef86e968de29049cfdf95f6d8adb9e108cc70786,FINANCIAL_STATEMENT
10-Q,2025Q1,2025-05-01,2025-03-31,0001501585-25-000037,intangibles_ex_goodwill_usd,757000000.0,True,FiniteLivedIntangibleAssetsNet,c-8,HII_CONSOLIDATED_ALIAS_REPORT_DATE_CONTEXT,https://www.sec.gov/Archives/edgar/data/1501585/000150158525000037/hii-20250331.htm,b1efdc3fd2c325117b31607fef86e968de29049cfdf95f6d8adb9e108cc70786,FINANCIAL_STATEMENT
10-Q,2025Q1,2025-05-01,2025-03-31,0001501585-25-000037,debt_current_usd,,False,,,HII_CONSOLIDATED_ALIAS_REPORT_DATE_CONTEXT,https://www.sec.gov/Archives/edgar/data/1501585/000150158525000037/hii-20250331.htm,b1efdc3fd2c325117b31607fef86e968de29049cfdf95f6d8adb9e108cc70786,FINANCIAL_STATEMENT
10-Q,2025Q1,2025-05-01,2025-03-31,0001501585-25-000037,debt_noncurrent_usd,2699000000.0,True,LongTermDebtNoncurrent,c-8,HII_CONSOLIDATED_ALIAS_REPORT_DATE_CONTEXT,https://www.sec.gov/Archives/edgar/data/1501585/000150158525000037/hii-20250331.htm,b1efdc3fd2c325117b31607fef86e968de29049cfdf95f6d8adb9e108cc70786,FINANCIAL_STATEMENT
10-Q,2025Q1,2025-05-01,2025-03-31,0001501585-25-000037,contract_liabilities_usd,647000000.0,True,ContractWithCustomerLiabilityCurrent,c-8,HII_CONSOLIDATED_ALIAS_REPORT_DATE_CONTEXT,https://www.sec.gov/Archives/edgar/data/1501585/000150158525000037/hii-20250331.htm,b1efdc3fd2c325117b31607fef86e968de29049cfdf95f6d8adb9e108cc70786,NOTE
10-Q,2025Q1,2025-05-01,2025-03-31,0001501585-25-000037,fas_cas_pension_adjustment_usd,,False,,,HII_CONSOLIDATED_ALIAS_REPORT_DATE_CONTEXT,https://www.sec.gov/Archives/edgar/data/1501585/000150158525000037/hii-20250331.htm,b1efdc3fd2c325117b31607fef86e968de29049cfdf95f6d8adb9e108cc70786,NOTE
10-Q,2025Q1,2025-05-01,2025-03-31,0001501585-25-000037,program_gains_losses_usd,,False,,,HII_CONSOLIDATED_ALIAS_REPORT_DATE_CONTEXT,https://www.sec.gov/Archives/edgar/data/1501585/000150158525000037/hii-20250331.htm,b1efdc3fd2c325117b31607fef86e968de29049cfdf95f6d8adb9e108cc70786,NOTE
10-Q,2025Q2,2025-07-31,2025-06-30,0001501585-25-000099,receivables_usd,377000000.0,True,AccountsReceivableNetCurrent,c-14,HII_CONSOLIDATED_ALIAS_REPORT_DATE_CONTEXT,https://www.sec.gov/Archives/edgar/data/1501585/000150158525000099/hii-20250630.htm,9f28d3329cea57d5f484b236d530e6e9b5b8e9e3968dc050213ac298aa952b84,FINANCIAL_STATEMENT
10-Q,2025Q2,2025-07-31,2025-06-30,0001501585-25-000099,intangibles_ex_goodwill_usd,746000000.0,True,FiniteLivedIntangibleAssetsNet,c-14,HII_CONSOLIDATED_ALIAS_REPORT_DATE_CONTEXT,https://www.sec.gov/Archives/edgar/data/1501585/000150158525000099/hii-20250630.htm,9f28d3329cea57d5f484b236d530e6e9b5b8e9e3968dc050213ac298aa952b84,FINANCIAL_STATEMENT
10-Q,2025Q2,2025-07-31,2025-06-30,0001501585-25-000099,debt_current_usd,,False,,,HII_CONSOLIDATED_ALIAS_REPORT_DATE_CONTEXT,https://www.sec.gov/Archives/edgar/data/1501585/000150158525000099/hii-20250630.htm,9f28d3329cea57d5f484b236d530e6e9b5b8e9e3968dc050213ac298aa952b84,FINANCIAL_STATEMENT
10-Q,2025Q2,2025-07-31,2025-06-30,0001501585-25-000099,debt_noncurrent_usd,2700000000.0,True,LongTermDebtNoncurrent,c-14,HII_CONSOLIDATED_ALIAS_REPORT_DATE_CONTEXT,https://www.sec.gov/Archives/edgar/data/1501585/000150158525000099/hii-20250630.htm,9f28d3329cea57d5f484b236d530e6e9b5b8e9e3968dc050213ac298aa952b84,FINANCIAL_STATEMENT
10-Q,2025Q2,2025-07-31,2025-06-30,0001501585-25-000099,contract_liabilities_usd,969000000.0,True,ContractWithCustomerLiabilityCurrent,c-14,HII_CONSOLIDATED_ALIAS_REPORT_DATE_CONTEXT,https://www.sec.gov/Archives/edgar/data/1501585/000150158525000099/hii-20250630.htm,9f28d3329cea57d5f484b236d530e6e9b5b8e9e3968dc050213ac298aa952b84,NOTE
10-Q,2025Q2,2025-07-31,2025-06-30,0001501585-25-000099,fas_cas_pension_adjustment_usd,,False,,,HII_CONSOLIDATED_ALIAS_REPORT_DATE_CONTEXT,https://www.sec.gov/Archives/edgar/data/1501585/000150158525000099/hii-20250630.htm,9f28d3329cea57d5f484b236d530e6e9b5b8e9e3968dc050213ac298aa952b84,NOTE
10-Q,2025Q2,2025-07-31,2025-06-30,0001501585-25-000099,program_gains_losses_usd,,False,,,HII_CONSOLIDATED_ALIAS_REPORT_DATE_CONTEXT,https://www.sec.gov/Archives/edgar/data/1501585/000150158525000099/hii-20250630.htm,9f28d3329cea57d5f484b236d530e6e9b5b8e9e3968dc050213ac298aa952b84,NOTE
10-Q,2025Q3,2025-10-30,2025-09-30,0001501585-25-000112,receivables_usd,374000000.0,True,AccountsReceivableNetCurrent,c-14,HII_CONSOLIDATED_ALIAS_REPORT_DATE_CONTEXT,https://www.sec.gov/Archives/edgar/data/1501585/000150158525000112/hii-20250930.htm,85ab8d8d07fd834c3e7182d97d540b714b3f719ad7d2bdbe371d9cacdbfb35e5,FINANCIAL_STATEMENT
10-Q,2025Q3,2025-10-30,2025-09-30,0001501585-25-000112,intangibles_ex_goodwill_usd,720000000.0,True,FiniteLivedIntangibleAssetsNet,c-14,HII_CONSOLIDATED_ALIAS_REPORT_DATE_CONTEXT,https://www.sec.gov/Archives/edgar/data/1501585/000150158525000112/hii-20250930.htm,85ab8d8d07fd834c3e7182d97d540b714b3f719ad7d2bdbe371d9cacdbfb35e5,FINANCIAL_STATEMENT
10-Q,2025Q3,2025-10-30,2025-09-30,0001501585-25-000112,debt_current_usd,,False,,,HII_CONSOLIDATED_ALIAS_REPORT_DATE_CONTEXT,https://www.sec.gov/Archives/edgar/data/1501585/000150158525000112/hii-20250930.htm,85ab8d8d07fd834c3e7182d97d540b714b3f719ad7d2bdbe371d9cacdbfb35e5,FINANCIAL_STATEMENT
10-Q,2025Q3,2025-10-30,2025-09-30,0001501585-25-000112,debt_noncurrent_usd,2698000000.0,True,LongTermDebtNoncurrent,c-14,HII_CONSOLIDATED_ALIAS_REPORT_DATE_CONTEXT,https://www.sec.gov/Archives/edgar/data/1501585/000150158525000112/hii-20250930.htm,85ab8d8d07fd834c3e7182d97d540b714b3f719ad7d2bdbe371d9cacdbfb35e5,FINANCIAL_STATEMENT
10-Q,2025Q3,2025-10-30,2025-09-30,0001501585-25-000112,contract_liabilities_usd,893000000.0,True,ContractWithCustomerLiabilityCurrent,c-14,HII_CONSOLIDATED_ALIAS_REPORT_DATE_CONTEXT,https://www.sec.gov/Archives/edgar/data/1501585/000150158525000112/hii-20250930.htm,85ab8d8d07fd834c3e7182d97d540b714b3f719ad7d2bdbe371d9cacdbfb35e5,NOTE
10-Q,2025Q3,2025-10-30,2025-09-30,0001501585-25-000112,fas_cas_pension_adjustment_usd,,False,,,HII_CONSOLIDATED_ALIAS_REPORT_DATE_CONTEXT,https://www.sec.gov/Archives/edgar/data/1501585/000150158525000112/hii-20250930.htm,85ab8d8d07fd834c3e7182d97d540b714b3f719ad7d2bdbe371d9cacdbfb35e5,NOTE
10-Q,2025Q3,2025-10-30,2025-09-30,0001501585-25-000112,program_gains_losses_usd,,False,,,HII_CONSOLIDATED_ALIAS_REPORT_DATE_CONTEXT,https://www.sec.gov/Archives/edgar/data/1501585/000150158525000112/hii-20250930.htm,85ab8d8d07fd834c3e7182d97d540b714b3f719ad7d2bdbe371d9cacdbfb35e5,NOTE
10-K,2025Q4,2026-02-05,2025-12-31,0001501585-26-000006,receivables_usd,339000000.0,True,AccountsReceivableNetCurrent,c-4,HII_CONSOLIDATED_ALIAS_REPORT_DATE_CONTEXT,https://www.sec.gov/Archives/edgar/data/1501585/000150158526000006/hii-20251231.htm,e9c2363b3b156a5e2e0ceb49d9548f25fbf60ef9da574ac270867e9ead3b3a82,FINANCIAL_STATEMENT
10-K,2025Q4,2026-02-05,2025-12-31,0001501585-26-000006,intangibles_ex_goodwill_usd,694000000.0,True,FiniteLivedIntangibleAssetsNet,c-4,HII_CONSOLIDATED_ALIAS_REPORT_DATE_CONTEXT,https://www.sec.gov/Archives/edgar/data/1501585/000150158526000006/hii-20251231.htm,e9c2363b3b156a5e2e0ceb49d9548f25fbf60ef9da574ac270867e9ead3b3a82,FINANCIAL_STATEMENT
10-K,2025Q4,2026-02-05,2025-12-31,0001501585-26-000006,debt_current_usd,,False,,,HII_CONSOLIDATED_ALIAS_REPORT_DATE_CONTEXT,https://www.sec.gov/Archives/edgar/data/1501585/000150158526000006/hii-20251231.htm,e9c2363b3b156a5e2e0ceb49d9548f25fbf60ef9da574ac270867e9ead3b3a82,FINANCIAL_STATEMENT
10-K,2025Q4,2026-02-05,2025-12-31,0001501585-26-000006,debt_noncurrent_usd,,False,,,HII_CONSOLIDATED_ALIAS_REPORT_DATE_CONTEXT,https://www.sec.gov/Archives/edgar/data/1501585/000150158526000006/hii-20251231.htm,e9c2363b3b156a5e2e0ceb49d9548f25fbf60ef9da574ac270867e9ead3b3a82,FINANCIAL_STATEMENT
10-K,2025Q4,2026-02-05,2025-12-31,0001501585-26-000006,contract_liabilities_usd,1220000000.0,True,ContractWithCustomerLiabilityCurrent,c-4,HII_CONSOLIDATED_ALIAS_REPORT_DATE_CONTEXT,https://www.sec.gov/Archives/edgar/data/1501585/000150158526000006/hii-20251231.htm,e9c2363b3b156a5e2e0ceb49d9548f25fbf60ef9da574ac270867e9ead3b3a82,NOTE
10-K,2025Q4,2026-02-05,2025-12-31,0001501585-26-000006,fas_cas_pension_adjustment_usd,,False,,,HII_CONSOLIDATED_ALIAS_REPORT_DATE_CONTEXT,https://www.sec.gov/Archives/edgar/data/1501585/000150158526000006/hii-20251231.htm,e9c2363b3b156a5e2e0ceb49d9548f25fbf60ef9da574ac270867e9ead3b3a82,NOTE
10-K,2025Q4,2026-02-05,2025-12-31,0001501585-26-000006,program_gains_losses_usd,,False,,,HII_CONSOLIDATED_ALIAS_REPORT_DATE_CONTEXT,https://www.sec.gov/Archives/edgar/data/1501585/000150158526000006/hii-20251231.htm,e9c2363b3b156a5e2e0ceb49d9548f25fbf60ef9da574ac270867e9ead3b3a82,NOTE
10-Q,2026Q1,2026-05-05,2026-03-31,0001501585-26-000029,receivables_usd,406000000.0,True,AccountsReceivableNetCurrent,c-8,HII_CONSOLIDATED_ALIAS_REPORT_DATE_CONTEXT,https://www.sec.gov/Archives/edgar/data/1501585/000150158526000029/hii-20260331.htm,517eb40c506fdafa020e4e4f8f7b4c2524632345fbe735b0b85c3c2d4653b85a,FINANCIAL_STATEMENT
10-Q,2026Q1,2026-05-05,2026-03-31,0001501585-26-000029,intangibles_ex_goodwill_usd,673000000.0,True,FiniteLivedIntangibleAssetsNet,c-8,HII_CONSOLIDATED_ALIAS_REPORT_DATE_CONTEXT,https://www.sec.gov/Archives/edgar/data/1501585/000150158526000029/hii-20260331.htm,517eb40c506fdafa020e4e4f8f7b4c2524632345fbe735b0b85c3c2d4653b85a,FINANCIAL_STATEMENT
10-Q,2026Q1,2026-05-05,2026-03-31,0001501585-26-000029,debt_current_usd,,False,,,HII_CONSOLIDATED_ALIAS_REPORT_DATE_CONTEXT,https://www.sec.gov/Archives/edgar/data/1501585/000150158526000029/hii-20260331.htm,517eb40c506fdafa020e4e4f8f7b4c2524632345fbe735b0b85c3c2d4653b85a,FINANCIAL_STATEMENT
10-Q,2026Q1,2026-05-05,2026-03-31,0001501585-26-000029,debt_noncurrent_usd,2701000000.0,True,LongTermDebtNoncurrent,c-8,HII_CONSOLIDATED_ALIAS_REPORT_DATE_CONTEXT,https://www.sec.gov/Archives/edgar/data/1501585/000150158526000029/hii-20260331.htm,517eb40c506fdafa020e4e4f8f7b4c2524632345fbe735b0b85c3c2d4653b85a,FINANCIAL_STATEMENT
10-Q,2026Q1,2026-05-05,2026-03-31,0001501585-26-000029,contract_liabilities_usd,822000000.0,True,ContractWithCustomerLiabilityCurrent,c-8,HII_CONSOLIDATED_ALIAS_REPORT_DATE_CONTEXT,https://www.sec.gov/Archives/edgar/data/1501585/000150158526000029/hii-20260331.htm,517eb40c506fdafa020e4e4f8f7b4c2524632345fbe735b0b85c3c2d4653b85a,NOTE
10-Q,2026Q1,2026-05-05,2026-03-31,0001501585-26-000029,fas_cas_pension_adjustment_usd,,False,,,HII_CONSOLIDATED_ALIAS_REPORT_DATE_CONTEXT,https://www.sec.gov/Archives/edgar/data/1501585/000150158526000029/hii-20260331.htm,517eb40c506fdafa020e4e4f8f7b4c2524632345fbe735b0b85c3c2d4653b85a,NOTE
10-Q,2026Q1,2026-05-05,2026-03-31,0001501585-26-000029,program_gains_losses_usd,,False,,,HII_CONSOLIDATED_ALIAS_REPORT_DATE_CONTEXT,https://www.sec.gov/Archives/edgar/data/1501585/000150158526000029/hii-20260331.htm,517eb40c506fdafa020e4e4f8f7b4c2524632345fbe735b0b85c3c2d4653b85a,NOTE
10-Q,2026Q2,2026-07-30,2026-06-30,0001501585-26-000047,receivables_usd,452000000.0,True,AccountsReceivableNetCurrent,c-14,HII_CONSOLIDATED_ALIAS_REPORT_DATE_CONTEXT,https://www.sec.gov/Archives/edgar/data/1501585/000150158526000047/hii-20260630.htm,cc018dfd509fe4bc6db1fdd5fc2bd89cfb56c4f601faf2bd09e4fdfaa7400191,FINANCIAL_STATEMENT
10-Q,2026Q2,2026-07-30,2026-06-30,0001501585-26-000047,intangibles_ex_goodwill_usd,651000000.0,True,FiniteLivedIntangibleAssetsNet,c-14,HII_CONSOLIDATED_ALIAS_REPORT_DATE_CONTEXT,https://www.sec.gov/Archives/edgar/data/1501585/000150158526000047/hii-20260630.htm,cc018dfd509fe4bc6db1fdd5fc2bd89cfb56c4f601faf2bd09e4fdfaa7400191,FINANCIAL_STATEMENT
10-Q,2026Q2,2026-07-30,2026-06-30,0001501585-26-000047,debt_current_usd,,False,,,HII_CONSOLIDATED_ALIAS_REPORT_DATE_CONTEXT,https://www.sec.gov/Archives/edgar/data/1501585/000150158526000047/hii-20260630.htm,cc018dfd509fe4bc6db1fdd5fc2bd89cfb56c4f601faf2bd09e4fdfaa7400191,FINANCIAL_STATEMENT
10-Q,2026Q2,2026-07-30,2026-06-30,0001501585-26-000047,debt_noncurrent_usd,2702000000.0,True,LongTermDebtNoncurrent,c-14,HII_CONSOLIDATED_ALIAS_REPORT_DATE_CONTEXT,https://www.sec.gov/Archives/edgar/data/1501585/000150158526000047/hii-20260630.htm,cc018dfd509fe4bc6db1fdd5fc2bd89cfb56c4f601faf2bd09e4fdfaa7400191,FINANCIAL_STATEMENT
10-Q,2026Q2,2026-07-30,2026-06-30,0001501585-26-000047,contract_liabilities_usd,690000000.0,True,ContractWithCustomerLiabilityCurrent,c-14,HII_CONSOLIDATED_ALIAS_REPORT_DATE_CONTEXT,https://www.sec.gov/Archives/edgar/data/1501585/000150158526000047/hii-20260630.htm,cc018dfd509fe4bc6db1fdd5fc2bd89cfb56c4f601faf2bd09e4fdfaa7400191,NOTE
10-Q,2026Q2,2026-07-30,2026-06-30,0001501585-26-000047,fas_cas_pension_adjustment_usd,,False,,,HII_CONSOLIDATED_ALIAS_REPORT_DATE_CONTEXT,https://www.sec.gov/Archives/edgar/data/1501585/000150158526000047/hii-20260630.htm,cc018dfd509fe4bc6db1fdd5fc2bd89cfb56c4f601faf2bd09e4fdfaa7400191,NOTE
10-Q,2026Q2,2026-07-30,2026-06-30,0001501585-26-000047,program_gains_losses_usd,,False,,,HII_CONSOLIDATED_ALIAS_REPORT_DATE_CONTEXT,https://www.sec.gov/Archives/edgar/data/1501585/000150158526000047/hii-20260630.htm,cc018dfd509fe4bc6db1fdd5fc2bd89cfb56c4f601faf2bd09e4fdfaa7400191,NOTE
