period,form,segment,metric,sec_value_usd,ir_value_usd,difference_usd,identity_pass,comparison_basis,context_ref,filing_date,source_url,source_sha256
2020Q2,10-Q,newport_news_shipbuilding,sales_usd,1122000000.0,1122000000.0,0.0,True,SEC_DISCRETE_QUARTER_VS_AS_REPORTED_IR_QUARTER,i6a03204fabb74bf3baffeee1082ab064_D20200401-20200630,2020-08-06,https://www.sec.gov/Archives/edgar/data/1501585/000150158520000035/hii-20200630.htm,26a8cd1c0cf3300e699c7c5aec8b35d587671db4883c895183b3014d2f1616a8
2020Q2,10-Q,newport_news_shipbuilding,operating_profit_usd,-69000000.0,-69000000.0,0.0,True,SEC_DISCRETE_QUARTER_VS_AS_REPORTED_IR_QUARTER,i6a03204fabb74bf3baffeee1082ab064_D20200401-20200630,2020-08-06,https://www.sec.gov/Archives/edgar/data/1501585/000150158520000035/hii-20200630.htm,26a8cd1c0cf3300e699c7c5aec8b35d587671db4883c895183b3014d2f1616a8
2020Q2,10-Q,mission_technologies,sales_usd,320000000.0,320000000.0,0.0,True,SEC_DISCRETE_QUARTER_VS_AS_REPORTED_IR_QUARTER,i528b5e442226497b8ef901536e31ba03_D20200401-20200630,2020-08-06,https://www.sec.gov/Archives/edgar/data/1501585/000150158520000035/hii-20200630.htm,26a8cd1c0cf3300e699c7c5aec8b35d587671db4883c895183b3014d2f1616a8
2020Q2,10-Q,mission_technologies,operating_profit_usd,9000000.0,9000000.0,0.0,True,SEC_DISCRETE_QUARTER_VS_AS_REPORTED_IR_QUARTER,i528b5e442226497b8ef901536e31ba03_D20200401-20200630,2020-08-06,https://www.sec.gov/Archives/edgar/data/1501585/000150158520000035/hii-20200630.htm,26a8cd1c0cf3300e699c7c5aec8b35d587671db4883c895183b3014d2f1616a8
2020Q3,10-Q,ingalls_shipbuilding,sales_usd,675000000.0,675000000.0,0.0,True,SEC_DISCRETE_QUARTER_VS_AS_REPORTED_IR_QUARTER,ib0c59e08d5ee40b292f7b17dfb58104f_D20200701-20200930,2020-11-05,https://www.sec.gov/Archives/edgar/data/1501585/000150158520000042/hii-20200930.htm,99ba70d2164893b5aed993a656ad04f02c99efffe2ef1e13b93a0c2e376431ec
2020Q3,10-Q,ingalls_shipbuilding,operating_profit_usd,62000000.0,62000000.0,0.0,True,SEC_DISCRETE_QUARTER_VS_AS_REPORTED_IR_QUARTER,ib0c59e08d5ee40b292f7b17dfb58104f_D20200701-20200930,2020-11-05,https://www.sec.gov/Archives/edgar/data/1501585/000150158520000042/hii-20200930.htm,99ba70d2164893b5aed993a656ad04f02c99efffe2ef1e13b93a0c2e376431ec
2020Q3,10-Q,newport_news_shipbuilding,sales_usd,1358000000.0,1358000000.0,0.0,True,SEC_DISCRETE_QUARTER_VS_AS_REPORTED_IR_QUARTER,if28a3aab8345403794f29f7d385644c0_D20200701-20200930,2020-11-05,https://www.sec.gov/Archives/edgar/data/1501585/000150158520000042/hii-20200930.htm,99ba70d2164893b5aed993a656ad04f02c99efffe2ef1e13b93a0c2e376431ec
2020Q3,10-Q,newport_news_shipbuilding,operating_profit_usd,79000000.0,79000000.0,0.0,True,SEC_DISCRETE_QUARTER_VS_AS_REPORTED_IR_QUARTER,if28a3aab8345403794f29f7d385644c0_D20200701-20200930,2020-11-05,https://www.sec.gov/Archives/edgar/data/1501585/000150158520000042/hii-20200930.htm,99ba70d2164893b5aed993a656ad04f02c99efffe2ef1e13b93a0c2e376431ec
2020Q3,10-Q,mission_technologies,sales_usd,320000000.0,320000000.0,0.0,True,SEC_DISCRETE_QUARTER_VS_AS_REPORTED_IR_QUARTER,ia254f3c1a6d049729e9f06e6b1f390ac_D20200701-20200930,2020-11-05,https://www.sec.gov/Archives/edgar/data/1501585/000150158520000042/hii-20200930.htm,99ba70d2164893b5aed993a656ad04f02c99efffe2ef1e13b93a0c2e376431ec
2020Q3,10-Q,mission_technologies,operating_profit_usd,21000000.0,21000000.0,0.0,True,SEC_DISCRETE_QUARTER_VS_AS_REPORTED_IR_QUARTER,ia254f3c1a6d049729e9f06e6b1f390ac_D20200701-20200930,2020-11-05,https://www.sec.gov/Archives/edgar/data/1501585/000150158520000042/hii-20200930.htm,99ba70d2164893b5aed993a656ad04f02c99efffe2ef1e13b93a0c2e376431ec
2020Q4,10-K,ingalls_shipbuilding,sales_usd,2678000000.0,2678000000.0,0.0,True,SEC_ANNUAL_VS_SUM_AS_REPORTED_IR_QUARTERS,i9202e97a68c54ce6abf40c4c463a3f85_D20200101-20201231,2021-02-11,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000008/hii-20201231.htm,c36fb47b2ccff954dee7a6dea7f83b6d16bced0de0451ba8b50c964590a018c8
2020Q4,10-K,ingalls_shipbuilding,operating_profit_usd,281000000.0,281000000.0,0.0,True,SEC_ANNUAL_VS_SUM_AS_REPORTED_IR_QUARTERS,i9202e97a68c54ce6abf40c4c463a3f85_D20200101-20201231,2021-02-11,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000008/hii-20201231.htm,c36fb47b2ccff954dee7a6dea7f83b6d16bced0de0451ba8b50c964590a018c8
2020Q4,10-K,newport_news_shipbuilding,sales_usd,5571000000.0,5571000000.0,0.0,True,SEC_ANNUAL_VS_SUM_AS_REPORTED_IR_QUARTERS,i3f670726a96c40faa771db17cbf3fa4c_D20200101-20201231,2021-02-11,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000008/hii-20201231.htm,c36fb47b2ccff954dee7a6dea7f83b6d16bced0de0451ba8b50c964590a018c8
2020Q4,10-K,newport_news_shipbuilding,operating_profit_usd,233000000.0,233000000.0,0.0,True,SEC_ANNUAL_VS_SUM_AS_REPORTED_IR_QUARTERS,i3f670726a96c40faa771db17cbf3fa4c_D20200101-20201231,2021-02-11,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000008/hii-20201231.htm,c36fb47b2ccff954dee7a6dea7f83b6d16bced0de0451ba8b50c964590a018c8
2020Q4,10-K,mission_technologies,sales_usd,1268000000.0,1268000000.0,0.0,True,SEC_ANNUAL_VS_SUM_AS_REPORTED_IR_QUARTERS,i949a96e91cdf430ba33a82efc2ec44b1_D20200101-20201231,2021-02-11,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000008/hii-20201231.htm,c36fb47b2ccff954dee7a6dea7f83b6d16bced0de0451ba8b50c964590a018c8
2020Q4,10-K,mission_technologies,operating_profit_usd,41000000.0,41000000.0,0.0,True,SEC_ANNUAL_VS_SUM_AS_REPORTED_IR_QUARTERS,i949a96e91cdf430ba33a82efc2ec44b1_D20200101-20201231,2021-02-11,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000008/hii-20201231.htm,c36fb47b2ccff954dee7a6dea7f83b6d16bced0de0451ba8b50c964590a018c8
2021Q1,10-Q,ingalls_shipbuilding,sales_usd,649000000.0,649000000.0,0.0,True,SEC_DISCRETE_QUARTER_VS_AS_REPORTED_IR_QUARTER,iada6864c7f8d4fbe94756dfb63c0487a_D20210101-20210331,2021-05-06,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000018/hii-20210331.htm,d214a14aa150b01157d383205dc3c2564c50833b33db3ce5d7f1629c4785fdc1
2021Q1,10-Q,ingalls_shipbuilding,operating_profit_usd,91000000.0,91000000.0,0.0,True,SEC_DISCRETE_QUARTER_VS_AS_REPORTED_IR_QUARTER,iada6864c7f8d4fbe94756dfb63c0487a_D20210101-20210331,2021-05-06,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000018/hii-20210331.htm,d214a14aa150b01157d383205dc3c2564c50833b33db3ce5d7f1629c4785fdc1
2021Q1,10-Q,newport_news_shipbuilding,sales_usd,1407000000.0,1407000000.0,0.0,True,SEC_DISCRETE_QUARTER_VS_AS_REPORTED_IR_QUARTER,id8380afb21b34cac84974824be627b05_D20210101-20210331,2021-05-06,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000018/hii-20210331.htm,d214a14aa150b01157d383205dc3c2564c50833b33db3ce5d7f1629c4785fdc1
2021Q1,10-Q,newport_news_shipbuilding,operating_profit_usd,93000000.0,93000000.0,0.0,True,SEC_DISCRETE_QUARTER_VS_AS_REPORTED_IR_QUARTER,id8380afb21b34cac84974824be627b05_D20210101-20210331,2021-05-06,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000018/hii-20210331.htm,d214a14aa150b01157d383205dc3c2564c50833b33db3ce5d7f1629c4785fdc1
2021Q1,10-Q,mission_technologies,sales_usd,259000000.0,259000000.0,0.0,True,SEC_DISCRETE_QUARTER_VS_AS_REPORTED_IR_QUARTER,iaabeacfeeff446608cf714046f4da78a_D20210101-20210331,2021-05-06,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000018/hii-20210331.htm,d214a14aa150b01157d383205dc3c2564c50833b33db3ce5d7f1629c4785fdc1
2021Q1,10-Q,mission_technologies,operating_profit_usd,7000000.0,7000000.0,0.0,True,SEC_DISCRETE_QUARTER_VS_AS_REPORTED_IR_QUARTER,iaabeacfeeff446608cf714046f4da78a_D20210101-20210331,2021-05-06,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000018/hii-20210331.htm,d214a14aa150b01157d383205dc3c2564c50833b33db3ce5d7f1629c4785fdc1
2021Q2,10-Q,ingalls_shipbuilding,sales_usd,670000000.0,670000000.0,0.0,True,SEC_DISCRETE_QUARTER_VS_AS_REPORTED_IR_QUARTER,if3f35a5484634bc48eee6d58b9fa50b4_D20210401-20210630,2021-08-05,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000029/hii-20210630.htm,ca03ac808581a53939e1004e5252217d4f8d7d1a6a792fd6a021aa4d79f90e7a
2021Q2,10-Q,ingalls_shipbuilding,operating_profit_usd,80000000.0,80000000.0,0.0,True,SEC_DISCRETE_QUARTER_VS_AS_REPORTED_IR_QUARTER,if3f35a5484634bc48eee6d58b9fa50b4_D20210401-20210630,2021-08-05,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000029/hii-20210630.htm,ca03ac808581a53939e1004e5252217d4f8d7d1a6a792fd6a021aa4d79f90e7a
2021Q2,10-Q,newport_news_shipbuilding,sales_usd,1363000000.0,1363000000.0,0.0,True,SEC_DISCRETE_QUARTER_VS_AS_REPORTED_IR_QUARTER,i86f5f20645c14e14a9af3f0a64716a0e_D20210401-20210630,2021-08-05,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000029/hii-20210630.htm,ca03ac808581a53939e1004e5252217d4f8d7d1a6a792fd6a021aa4d79f90e7a
2021Q2,10-Q,newport_news_shipbuilding,operating_profit_usd,76000000.0,76000000.0,0.0,True,SEC_DISCRETE_QUARTER_VS_AS_REPORTED_IR_QUARTER,i86f5f20645c14e14a9af3f0a64716a0e_D20210401-20210630,2021-08-05,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000029/hii-20210630.htm,ca03ac808581a53939e1004e5252217d4f8d7d1a6a792fd6a021aa4d79f90e7a
2021Q2,10-Q,mission_technologies,sales_usd,237000000.0,237000000.0,0.0,True,SEC_DISCRETE_QUARTER_VS_AS_REPORTED_IR_QUARTER,i32a0652d578a4399a7c258883c7a0dd3_D20210401-20210630,2021-08-05,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000029/hii-20210630.htm,ca03ac808581a53939e1004e5252217d4f8d7d1a6a792fd6a021aa4d79f90e7a
2021Q2,10-Q,mission_technologies,operating_profit_usd,13000000.0,13000000.0,0.0,True,SEC_DISCRETE_QUARTER_VS_AS_REPORTED_IR_QUARTER,i32a0652d578a4399a7c258883c7a0dd3_D20210401-20210630,2021-08-05,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000029/hii-20210630.htm,ca03ac808581a53939e1004e5252217d4f8d7d1a6a792fd6a021aa4d79f90e7a
2021Q3,10-Q,ingalls_shipbuilding,sales_usd,628000000.0,628000000.0,0.0,True,SEC_DISCRETE_QUARTER_VS_AS_REPORTED_IR_QUARTER,ib4caff09a0cd422faa855bfe48fa62f3_D20210701-20210930,2021-11-04,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000036/hii-20210930.htm,29ff7b69ce5c53055d5b4167ea0e8ee828fb375fd0986e47579d87d5dfc330c1
2021Q3,10-Q,ingalls_shipbuilding,operating_profit_usd,62000000.0,62000000.0,0.0,True,SEC_DISCRETE_QUARTER_VS_AS_REPORTED_IR_QUARTER,ib4caff09a0cd422faa855bfe48fa62f3_D20210701-20210930,2021-11-04,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000036/hii-20210930.htm,29ff7b69ce5c53055d5b4167ea0e8ee828fb375fd0986e47579d87d5dfc330c1
2021Q3,10-Q,newport_news_shipbuilding,sales_usd,1354000000.0,1354000000.0,0.0,True,SEC_DISCRETE_QUARTER_VS_AS_REPORTED_IR_QUARTER,ie0a058f6f3444771a7ca74c4e515bc49_D20210701-20210930,2021-11-04,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000036/hii-20210930.htm,29ff7b69ce5c53055d5b4167ea0e8ee828fb375fd0986e47579d87d5dfc330c1
2021Q3,10-Q,newport_news_shipbuilding,operating_profit_usd,88000000.0,88000000.0,0.0,True,SEC_DISCRETE_QUARTER_VS_AS_REPORTED_IR_QUARTER,ie0a058f6f3444771a7ca74c4e515bc49_D20210701-20210930,2021-11-04,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000036/hii-20210930.htm,29ff7b69ce5c53055d5b4167ea0e8ee828fb375fd0986e47579d87d5dfc330c1
2021Q3,10-Q,mission_technologies,sales_usd,394000000.0,394000000.0,0.0,True,SEC_DISCRETE_QUARTER_VS_AS_REPORTED_IR_QUARTER,i8f21bd11252145fbb07785a61068ab8b_D20210701-20210930,2021-11-04,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000036/hii-20210930.htm,29ff7b69ce5c53055d5b4167ea0e8ee828fb375fd0986e47579d87d5dfc330c1
2021Q3,10-Q,mission_technologies,operating_profit_usd,13000000.0,13000000.0,0.0,True,SEC_DISCRETE_QUARTER_VS_AS_REPORTED_IR_QUARTER,i8f21bd11252145fbb07785a61068ab8b_D20210701-20210930,2021-11-04,https://www.sec.gov/Archives/edgar/data/1501585/000150158521000036/hii-20210930.htm,29ff7b69ce5c53055d5b4167ea0e8ee828fb375fd0986e47579d87d5dfc330c1
2021Q4,10-K,ingalls_shipbuilding,sales_usd,2528000000.0,2528000000.0,0.0,True,SEC_ANNUAL_VS_SUM_AS_REPORTED_IR_QUARTERS,i3b96b151379141819b0cf7d4a9ee9e7d_D20210101-20211231,2022-02-10,https://www.sec.gov/Archives/edgar/data/1501585/000150158522000007/hii-20211231.htm,044bbc3f603b93031cf93d2d5b0c79964518807a8b543e9897e74767e666a693
2021Q4,10-K,ingalls_shipbuilding,operating_profit_usd,281000000.0,281000000.0,0.0,True,SEC_ANNUAL_VS_SUM_AS_REPORTED_IR_QUARTERS,i3b96b151379141819b0cf7d4a9ee9e7d_D20210101-20211231,2022-02-10,https://www.sec.gov/Archives/edgar/data/1501585/000150158522000007/hii-20211231.htm,044bbc3f603b93031cf93d2d5b0c79964518807a8b543e9897e74767e666a693
2021Q4,10-K,newport_news_shipbuilding,sales_usd,5663000000.0,5663000000.0,0.0,True,SEC_ANNUAL_VS_SUM_AS_REPORTED_IR_QUARTERS,i62e52caa16004efb9d49565d8ecc0805_D20210101-20211231,2022-02-10,https://www.sec.gov/Archives/edgar/data/1501585/000150158522000007/hii-20211231.htm,044bbc3f603b93031cf93d2d5b0c79964518807a8b543e9897e74767e666a693
2021Q4,10-K,newport_news_shipbuilding,operating_profit_usd,352000000.0,352000000.0,0.0,True,SEC_ANNUAL_VS_SUM_AS_REPORTED_IR_QUARTERS,i62e52caa16004efb9d49565d8ecc0805_D20210101-20211231,2022-02-10,https://www.sec.gov/Archives/edgar/data/1501585/000150158522000007/hii-20211231.htm,044bbc3f603b93031cf93d2d5b0c79964518807a8b543e9897e74767e666a693
2021Q4,10-K,mission_technologies,sales_usd,1476000000.0,1476000000.0,0.0,True,SEC_ANNUAL_VS_SUM_AS_REPORTED_IR_QUARTERS,i832ed6f8db8f470a8a0cc476ea382495_D20210101-20211231,2022-02-10,https://www.sec.gov/Archives/edgar/data/1501585/000150158522000007/hii-20211231.htm,044bbc3f603b93031cf93d2d5b0c79964518807a8b543e9897e74767e666a693
2021Q4,10-K,mission_technologies,operating_profit_usd,50000000.0,50000000.0,0.0,True,SEC_ANNUAL_VS_SUM_AS_REPORTED_IR_QUARTERS,i832ed6f8db8f470a8a0cc476ea382495_D20210101-20211231,2022-02-10,https://www.sec.gov/Archives/edgar/data/1501585/000150158522000007/hii-20211231.htm,044bbc3f603b93031cf93d2d5b0c79964518807a8b543e9897e74767e666a693
2022Q1,10-Q,ingalls_shipbuilding,sales_usd,631000000.0,631000000.0,0.0,True,SEC_DISCRETE_QUARTER_VS_AS_REPORTED_IR_QUARTER,ia7e125cda0ba4b4a9510a9402d696747_D20220101-20220331,2022-05-05,https://www.sec.gov/Archives/edgar/data/1501585/000150158522000013/hii-20220331.htm,96a62a56e1834c7bb671cad2d29f436e668ae020b3abe4064a2b666789b79cce
2022Q1,10-Q,ingalls_shipbuilding,operating_profit_usd,86000000.0,86000000.0,0.0,True,SEC_DISCRETE_QUARTER_VS_AS_REPORTED_IR_QUARTER,ia7e125cda0ba4b4a9510a9402d696747_D20220101-20220331,2022-05-05,https://www.sec.gov/Archives/edgar/data/1501585/000150158522000013/hii-20220331.htm,96a62a56e1834c7bb671cad2d29f436e668ae020b3abe4064a2b666789b79cce
2022Q1,10-Q,newport_news_shipbuilding,sales_usd,1390000000.0,1390000000.0,0.0,True,SEC_DISCRETE_QUARTER_VS_AS_REPORTED_IR_QUARTER,ie311a674db69458f8a19a5687935b632_D20220101-20220331,2022-05-05,https://www.sec.gov/Archives/edgar/data/1501585/000150158522000013/hii-20220331.htm,96a62a56e1834c7bb671cad2d29f436e668ae020b3abe4064a2b666789b79cce
2022Q1,10-Q,newport_news_shipbuilding,operating_profit_usd,81000000.0,81000000.0,0.0,True,SEC_DISCRETE_QUARTER_VS_AS_REPORTED_IR_QUARTER,ie311a674db69458f8a19a5687935b632_D20220101-20220331,2022-05-05,https://www.sec.gov/Archives/edgar/data/1501585/000150158522000013/hii-20220331.htm,96a62a56e1834c7bb671cad2d29f436e668ae020b3abe4064a2b666789b79cce
2022Q1,10-Q,mission_technologies,sales_usd,590000000.0,590000000.0,0.0,True,SEC_DISCRETE_QUARTER_VS_AS_REPORTED_IR_QUARTER,i0d85c915e5994793ac8c139bbf451e17_D20220101-20220331,2022-05-05,https://www.sec.gov/Archives/edgar/data/1501585/000150158522000013/hii-20220331.htm,96a62a56e1834c7bb671cad2d29f436e668ae020b3abe4064a2b666789b79cce
2022Q1,10-Q,mission_technologies,operating_profit_usd,9000000.0,9000000.0,0.0,True,SEC_DISCRETE_QUARTER_VS_AS_REPORTED_IR_QUARTER,i0d85c915e5994793ac8c139bbf451e17_D20220101-20220331,2022-05-05,https://www.sec.gov/Archives/edgar/data/1501585/000150158522000013/hii-20220331.htm,96a62a56e1834c7bb671cad2d29f436e668ae020b3abe4064a2b666789b79cce
2022Q2,10-Q,ingalls_shipbuilding,sales_usd,658000000.0,658000000.0,0.0,True,SEC_DISCRETE_QUARTER_VS_AS_REPORTED_IR_QUARTER,i1d120bfddcb04b78a4a25b26cdb51158_D20220401-20220630,2022-08-04,https://www.sec.gov/Archives/edgar/data/1501585/000150158522000026/hii-20220630.htm,6b4376c95b627882e6a1b1a4637b62f7c8ea430d28acce8f2e0e82c4d5b781b6
2022Q2,10-Q,ingalls_shipbuilding,operating_profit_usd,106000000.0,106000000.0,0.0,True,SEC_DISCRETE_QUARTER_VS_AS_REPORTED_IR_QUARTER,i1d120bfddcb04b78a4a25b26cdb51158_D20220401-20220630,2022-08-04,https://www.sec.gov/Archives/edgar/data/1501585/000150158522000026/hii-20220630.htm,6b4376c95b627882e6a1b1a4637b62f7c8ea430d28acce8f2e0e82c4d5b781b6
2022Q2,10-Q,newport_news_shipbuilding,sales_usd,1433000000.0,1433000000.0,0.0,True,SEC_DISCRETE_QUARTER_VS_AS_REPORTED_IR_QUARTER,i1c2cb7707c2146448fd8867d978f5d0e_D20220401-20220630,2022-08-04,https://www.sec.gov/Archives/edgar/data/1501585/000150158522000026/hii-20220630.htm,6b4376c95b627882e6a1b1a4637b62f7c8ea430d28acce8f2e0e82c4d5b781b6
2022Q2,10-Q,newport_news_shipbuilding,operating_profit_usd,94000000.0,94000000.0,0.0,True,SEC_DISCRETE_QUARTER_VS_AS_REPORTED_IR_QUARTER,i1c2cb7707c2146448fd8867d978f5d0e_D20220401-20220630,2022-08-04,https://www.sec.gov/Archives/edgar/data/1501585/000150158522000026/hii-20220630.htm,6b4376c95b627882e6a1b1a4637b62f7c8ea430d28acce8f2e0e82c4d5b781b6
2022Q2,10-Q,mission_technologies,sales_usd,600000000.0,600000000.0,0.0,True,SEC_DISCRETE_QUARTER_VS_AS_REPORTED_IR_QUARTER,i376646e65227489a81a49ed6668bbc70_D20220401-20220630,2022-08-04,https://www.sec.gov/Archives/edgar/data/1501585/000150158522000026/hii-20220630.htm,6b4376c95b627882e6a1b1a4637b62f7c8ea430d28acce8f2e0e82c4d5b781b6
2022Q2,10-Q,mission_technologies,operating_profit_usd,25000000.0,25000000.0,0.0,True,SEC_DISCRETE_QUARTER_VS_AS_REPORTED_IR_QUARTER,i376646e65227489a81a49ed6668bbc70_D20220401-20220630,2022-08-04,https://www.sec.gov/Archives/edgar/data/1501585/000150158522000026/hii-20220630.htm,6b4376c95b627882e6a1b1a4637b62f7c8ea430d28acce8f2e0e82c4d5b781b6
2022Q3,10-Q,ingalls_shipbuilding,sales_usd,623000000.0,623000000.0,0.0,True,SEC_DISCRETE_QUARTER_VS_AS_REPORTED_IR_QUARTER,i687ca756f90a48859561bff50299470c_D20220701-20220930,2022-11-03,https://www.sec.gov/Archives/edgar/data/1501585/000150158522000034/hii-20220930.htm,57998b25458f3a20d8ab189f4d1d7fc62bf7ae7299f006de9dae780a4081f114
