period,segment,sales_usd,segment_profit_usd,operating_cost_usd,comparable_prior_sales_usd,comparable_prior_segment_profit_usd,comparable_prior_operating_cost_usd,segment_margin_pct,prior_margin_pct,margin_delta_pct_points,actual_cost_growth_pct,volume_contribution_pct,price_contribution_pct,currency_other_contribution_pct,reported_revenue_growth_pct,output_price_yoy_pct,dedicated_cost_yoy_pct,historical_pit_eligible,industry_revenue_signal_pct,historical_pit_input
2024Q3,power_energy,7187000000.0,1433000000.0,5754000000.0,6859000000.0,1181000000.0,5678000000.0,19.93877834979825,17.218253389706955,2.720524960091293,1.3384994716449512,0.8310249307479225,3.1054089517422367,0.845604315497886,4.782038197988044,3.9966530656777155,3.7155238840410316,False,-2.9958799121111133,False
2024Q3,resource,3028000000.0,619000000.0,2409000000.0,3351000000.0,730000000.0,2621000000.0,20.44253632760898,21.78454192778275,-1.3420056001737706,-8.088515833651272,-10.5043270665473,1.1339898537749926,-0.26857654431512984,-9.638913757087437,6.892100740982987,-0.23153114942056896,False,-10.093081735230658,False
2024Q4,construction,6003000000.0,1174000000.0,4829000000.0,6519000000.0,1535000000.0,4984000000.0,19.556888222555386,23.546556220279182,-3.989667997723796,-3.109951845906906,-3.4821291609142504,-4.601932811780948,0.1687375364319681,-7.915324436263234,1.4337949627043933,-2.6353528117058866,False,-11.657484763515694,False
2024Q4,power_energy,7649000000.0,1477000000.0,6172000000.0,7669000000.0,1429000000.0,6240000000.0,19.3097136880638,18.63345938192724,0.6762543061365598,-1.0897435897435912,-3.924892424044856,2.881731646890077,0.7823705828660842,-0.26079019428870254,3.485422124076182,2.591156935888165,False,-2.816193056737668,False
2024Q4,resource,2962000000.0,466000000.0,2496000000.0,3242000000.0,600000000.0,2642000000.0,15.732613099257259,18.507094386181368,-2.774481286924109,-5.526116578349743,-9.747069710055522,0.8019740900678594,0.30845157310302285,-8.63664404688464,4.618375528415819,-1.5631448667812835,False,-4.176906833469579,False
2025Q1,construction,5184000000.0,1024000000.0,4160000000.0,6424000000.0,1764000000.0,4660000000.0,19.753086419753085,27.45952677459527,-7.706440354842183,-10.72961373390558,-12.764632627646327,-5.526151930261519,-1.0118306351183064,-19.302615193026156,0.6378665529199745,-2.650995229592697,False,-5.661989897965821,False
2025Q1,power_energy,6568000000.0,1314000000.0,5254000000.0,6681000000.0,1301000000.0,5380000000.0,20.006090133982948,19.473132764556205,0.5329573694267431,-2.342007434944236,-2.619368358030235,2.320011974255351,-1.3920071845532105,-1.6913635683281,3.3614864084614204,0.8997926574026205,False,-0.0699718305046892,False
2025Q1,resource,2884000000.0,599000000.0,2285000000.0,3193000000.0,730000000.0,2463000000.0,20.769764216366156,22.862511744440965,-2.09274752807481,-7.226958993097838,-5.606013153773881,-1.5659254619480114,-2.505480739116818,-9.677419354838719,2.560733953815486,-1.7512284789298171,False,-4.932097412057473,False
2025Q2,construction,6190000000.0,1244000000.0,4946000000.0,6683000000.0,1741000000.0,4942000000.0,20.09693053311793,26.051174622175672,-5.954244089057742,0.08093889113717978,-1.241957204848122,-6.86817297620829,0.7332036510549155,-7.376926530001498,2.1516324488143335,2.0266653250174342,False,-3.779915045569634,False
2025Q2,power_energy,7836000000.0,1585000000.0,6251000000.0,7337000000.0,1525000000.0,5812000000.0,20.227156712608473,20.785062014447323,-0.5579053018388507,7.55333792154164,4.44323292899005,1.8945072918086412,0.4634046613057108,6.801144882104396,3.2268232739526215,3.8174548449363854,False,0.9648976050681796,False
2025Q2,resource,3087000000.0,537000000.0,2550000000.0,3206000000.0,718000000.0,2488000000.0,17.395529640427597,22.395508421709295,-4.999978781281698,2.4919614147910067,-0.40548970679975044,-2.9320024953212727,-0.37429819089207733,-3.7117903930131035,1.4371113125080992,1.9841469214530028,False,-0.3649740180279828,False
2025Q3,construction,6760000000.0,1377000000.0,5383000000.0,6345000000.0,1486000000.0,4859000000.0,20.369822485207102,23.42001576044129,-3.0501932752341894,10.784111957192849,8.951930654058314,-4.1292356185973205,1.7178881008668243,6.540583136327811,3.9272517583859967,4.3319941903676344,False,17.256574152241537,False
2025Q3,power_energy,8397000000.0,1678000000.0,6719000000.0,7187000000.0,1433000000.0,5754000000.0,19.98332737882577,19.93877834979825,0.04454902902752167,16.7709419534237,12.10518992625574,1.836649506052595,2.894114373173786,16.835953805482134,2.9165068357925117,3.995776175977601,False,3.458574315479968,False
2025Q3,resource,3110000000.0,499000000.0,2611000000.0,3048000000.0,619000000.0,2429000000.0,16.04501607717042,20.308398950131235,-4.263382872960815,7.492795389048993,4.52755905511811,-2.0013123359580054,-0.4921259842519685,2.034120734908143,0.692250442722564,3.7496566253638286,False,3.138412974114407,False
2025Q4,construction,6926000000.0,1030000000.0,5896000000.0,6003000000.0,1174000000.0,4829000000.0,14.871498700548658,19.556888222555386,-4.685389522006728,22.09567198177676,15.04247876061969,-0.9995002498750625,1.3326669998334166,15.375645510578039,4.96717551214112,5.770353816579155,False,19.87176580983232,False
2025Q4,power_energy,9400000000.0,1841000000.0,7559000000.0,7649000000.0,1477000000.0,6172000000.0,19.585106382978722,19.3097136880638,0.2753926949149239,22.47245625405054,18.041574061968884,2.1702183291933586,2.6800889005098703,22.89188129167212,3.067241410263517,3.9862525712437638,False,6.022164474206043,False
2025Q4,resource,3353000000.0,360000000.0,2993000000.0,2980000000.0,471000000.0,2509000000.0,10.73665374291679,15.805369127516776,-5.068715384599987,19.290554005579907,15.40268456375839,-2.248322147651007,-0.6375838926174496,12.516778523489933,1.074901279325835,4.661315891929172,False,3.191971053872222,False
2026Q1,construction,7161000000.0,1535000000.0,5626000000.0,5184000000.0,1024000000.0,4160000000.0,21.43555369361821,19.753086419753085,1.6824672738651252,35.24038461538461,28.144290123456788,6.867283950617284,3.125,38.136574074074076,4.834445750343552,7.1963411538024165,False,16.82538111798147,False
2026Q1,power_energy,7031000000.0,1450000000.0,5581000000.0,5783000000.0,1288000000.0,4495000000.0,20.622955482861613,22.27217707072454,-1.6492215878629253,24.16017797552837,14.525332872211655,1.867542797855784,5.187618882932734,21.58049455300018,3.0007891696001763,5.06268650404952,False,7.030773425262665,False
2026Q1,resource,3797000000.0,378000000.0,3419000000.0,3661000000.0,623000000.0,3038000000.0,9.955227811430076,17.01720841300191,-7.061980601571834,12.541145490454241,2.3217700081944823,-1.0652827096421742,2.4583447145588635,3.7148320131111774,1.1441785657264392,5.852414247441863,False,19.012623253742696,False
2026Q2,construction,8346000000.0,1947000000.0,6399000000.0,6190000000.0,1244000000.0,4946000000.0,23.328540618260245,20.09693053311793,3.2316100851423144,29.3772745653053,28.352180936995154,4.991922455573505,1.4862681744749595,34.83037156704364,3.368378324386123,7.592942061246017,False,21.907347093426026,False
2026Q2,power_energy,8238000000.0,2027000000.0,6211000000.0,7037000000.0,1554000000.0,5483000000.0,24.605486768633163,22.083274122495382,2.522212646137781,13.277402881634146,10.459002415802189,3.0126474349865,3.5952820804320025,17.06693193122068,3.597081017491389,4.512231207001899,False,9.79009909926114,False
2026Q2,resource,4648000000.0,693000000.0,3955000000.0,3886000000.0,563000000.0,3323000000.0,14.909638554216867,14.487905301080803,0.4217332531360647,19.0189587721938,16.44364384971693,1.930005146680391,1.2352032938754505,19.60885229027278,2.5048780129982573,6.153119328615876,False,35.21629017657698,False
