source_path,expected_sha256,actual_sha256,source_exists,hash_match
D:\Programming\python_example\ForecastTest\data-lake\bronze\industrials\v5\sec\hii\10-K\2026-02-05_0001501585-26-000006_hii-20251231.htm,e9c2363b3b156a5e2e0ceb49d9548f25fbf60ef9da574ac270867e9ead3b3a82,e9c2363b3b156a5e2e0ceb49d9548f25fbf60ef9da574ac270867e9ead3b3a82,True,True
D:\Programming\python_example\ForecastTest\data-lake\bronze\industrials\v5\sec\hii\10-Q\2026-07-30_0001501585-26-000047_hii-20260630.htm,cc018dfd509fe4bc6db1fdd5fc2bd89cfb56c4f601faf2bd09e4fdfaa7400191,cc018dfd509fe4bc6db1fdd5fc2bd89cfb56c4f601faf2bd09e4fdfaa7400191,True,True
D:\Programming\python_example\ForecastTest\data-lake\bronze\industrials\v5\sec\hii\10-Q\2023-05-04_0001501585-23-000016_hii-20230331.htm,7677040d91a50e08f5092f2204c472ddc90d8ad7f1bdb3eca371625d64954a79,7677040d91a50e08f5092f2204c472ddc90d8ad7f1bdb3eca371625d64954a79,True,True
D:\Programming\python_example\ForecastTest\data-lake\bronze\industrials\v5\sec\hii\10-Q\2023-08-03_0001501585-23-000026_hii-20230630.htm,240c989517686f107b5ebdb4e8faab041462605487b47ef2d93bb505ef3201e3,240c989517686f107b5ebdb4e8faab041462605487b47ef2d93bb505ef3201e3,True,True
D:\Programming\python_example\ForecastTest\data-lake\bronze\industrials\v5\sec\hii\10-Q\2023-11-02_0001501585-23-000033_hii-20230930.htm,a978dd437797961c49f196e72ddcadbe80d8301e189d7eabf45e54dceab92f1e,a978dd437797961c49f196e72ddcadbe80d8301e189d7eabf45e54dceab92f1e,True,True
D:\Programming\python_example\ForecastTest\data-lake\bronze\industrials\v5\sec\hii\10-Q\2024-05-02_0001501585-24-000013_hii-20240331.htm,4fa47c55238b6f0d1cbaaa8e5eda90085126d50b324357ebebba460643ff2d3c,4fa47c55238b6f0d1cbaaa8e5eda90085126d50b324357ebebba460643ff2d3c,True,True
D:\Programming\python_example\ForecastTest\data-lake\bronze\industrials\v5\sec\hii\10-Q\2024-08-01_0001501585-24-000036_hii-20240630.htm,be9966ba3f35be49eab21b4c8839977cef91e77537bd2cea51bbc6544200634d,be9966ba3f35be49eab21b4c8839977cef91e77537bd2cea51bbc6544200634d,True,True
D:\Programming\python_example\ForecastTest\data-lake\bronze\industrials\v5\sec\hii\10-Q\2024-10-31_0001501585-24-000042_hii-20240930.htm,a97548189124c42ee0911ff7c7ced36c6a4efc1e1ea10025c2afdcd823b729e1,a97548189124c42ee0911ff7c7ced36c6a4efc1e1ea10025c2afdcd823b729e1,True,True
D:\Programming\python_example\ForecastTest\data-lake\bronze\industrials\v5\sec\hii\10-Q\2025-05-01_0001501585-25-000037_hii-20250331.htm,b1efdc3fd2c325117b31607fef86e968de29049cfdf95f6d8adb9e108cc70786,b1efdc3fd2c325117b31607fef86e968de29049cfdf95f6d8adb9e108cc70786,True,True
D:\Programming\python_example\ForecastTest\data-lake\bronze\industrials\v5\sec\hii\10-Q\2025-07-31_0001501585-25-000099_hii-20250630.htm,9f28d3329cea57d5f484b236d530e6e9b5b8e9e3968dc050213ac298aa952b84,9f28d3329cea57d5f484b236d530e6e9b5b8e9e3968dc050213ac298aa952b84,True,True
D:\Programming\python_example\ForecastTest\data-lake\bronze\industrials\v5\sec\hii\10-Q\2025-10-30_0001501585-25-000112_hii-20250930.htm,85ab8d8d07fd834c3e7182d97d540b714b3f719ad7d2bdbe371d9cacdbfb35e5,85ab8d8d07fd834c3e7182d97d540b714b3f719ad7d2bdbe371d9cacdbfb35e5,True,True
D:\Programming\python_example\ForecastTest\data-lake\bronze\industrials\v5\sec\hii\10-Q\2026-05-05_0001501585-26-000029_hii-20260331.htm,517eb40c506fdafa020e4e4f8f7b4c2524632345fbe735b0b85c3c2d4653b85a,517eb40c506fdafa020e4e4f8f7b4c2524632345fbe735b0b85c3c2d4653b85a,True,True
D:\Programming\python_example\ForecastTest\data-lake\bronze\industrials\v5\sec\hii\10-Q\2020-05-07_0001501585-20-000019_hii-20200331.htm,5357376f593d4530980fd68f1bc38d743217dc7eb582daed4dc93c1b37144fe9,5357376f593d4530980fd68f1bc38d743217dc7eb582daed4dc93c1b37144fe9,True,True
D:\Programming\python_example\ForecastTest\data-lake\bronze\industrials\v5\sec\hii\10-Q\2020-08-06_0001501585-20-000035_hii-20200630.htm,26a8cd1c0cf3300e699c7c5aec8b35d587671db4883c895183b3014d2f1616a8,26a8cd1c0cf3300e699c7c5aec8b35d587671db4883c895183b3014d2f1616a8,True,True
D:\Programming\python_example\ForecastTest\data-lake\bronze\industrials\v5\sec\hii\10-Q\2020-11-05_0001501585-20-000042_hii-20200930.htm,99ba70d2164893b5aed993a656ad04f02c99efffe2ef1e13b93a0c2e376431ec,99ba70d2164893b5aed993a656ad04f02c99efffe2ef1e13b93a0c2e376431ec,True,True
D:\Programming\python_example\ForecastTest\data-lake\bronze\industrials\v5\sec\hii\10-Q\2021-05-06_0001501585-21-000018_hii-20210331.htm,d214a14aa150b01157d383205dc3c2564c50833b33db3ce5d7f1629c4785fdc1,d214a14aa150b01157d383205dc3c2564c50833b33db3ce5d7f1629c4785fdc1,True,True
D:\Programming\python_example\ForecastTest\data-lake\bronze\industrials\v5\sec\hii\10-Q\2021-08-05_0001501585-21-000029_hii-20210630.htm,ca03ac808581a53939e1004e5252217d4f8d7d1a6a792fd6a021aa4d79f90e7a,ca03ac808581a53939e1004e5252217d4f8d7d1a6a792fd6a021aa4d79f90e7a,True,True
D:\Programming\python_example\ForecastTest\data-lake\bronze\industrials\v5\sec\hii\10-Q\2021-11-04_0001501585-21-000036_hii-20210930.htm,29ff7b69ce5c53055d5b4167ea0e8ee828fb375fd0986e47579d87d5dfc330c1,29ff7b69ce5c53055d5b4167ea0e8ee828fb375fd0986e47579d87d5dfc330c1,True,True
D:\Programming\python_example\ForecastTest\data-lake\bronze\industrials\v5\sec\hii\10-Q\2022-05-05_0001501585-22-000013_hii-20220331.htm,96a62a56e1834c7bb671cad2d29f436e668ae020b3abe4064a2b666789b79cce,96a62a56e1834c7bb671cad2d29f436e668ae020b3abe4064a2b666789b79cce,True,True
D:\Programming\python_example\ForecastTest\data-lake\bronze\industrials\v5\sec\hii\10-Q\2022-08-04_0001501585-22-000026_hii-20220630.htm,6b4376c95b627882e6a1b1a4637b62f7c8ea430d28acce8f2e0e82c4d5b781b6,6b4376c95b627882e6a1b1a4637b62f7c8ea430d28acce8f2e0e82c4d5b781b6,True,True
D:\Programming\python_example\ForecastTest\data-lake\bronze\industrials\v5\sec\hii\10-Q\2022-11-03_0001501585-22-000034_hii-20220930.htm,57998b25458f3a20d8ab189f4d1d7fc62bf7ae7299f006de9dae780a4081f114,57998b25458f3a20d8ab189f4d1d7fc62bf7ae7299f006de9dae780a4081f114,True,True
