ticker,year,kpi_production_mboe,quantity_scale_power10,production_calibration_ratio,production_source_tag,production_source_unit,end_reserves_mboe,end_reserves_source_tag,end_reserves_source_unit,production_mboe,extensions_discoveries_mboe,extensions_discoveries_source_tag,extensions_discoveries_source_unit,revisions_mboe,revisions_source_tag,revisions_source_unit,improved_recovery_mboe,improved_recovery_source_tag,improved_recovery_source_unit,purchases_mboe,purchases_source_tag,purchases_source_unit,sales_mboe,sales_source_tag,sales_source_unit,missing_optional_events_assumed_zero_for_identity,quantity_route_status,begin_reserves_source_year,begin_reserves_mboe,improved_recovery_identity_mboe,purchases_identity_mboe,sales_identity_mboe,stock_flow_net_organic_additions_mboe,identified_organic_additions_mboe,gross_positive_additions_mboe,total_gross_reserve_additions_mboe
CNX,2016,65730.95,-3,1.0000032962655594,us-gaap:ProvedDevelopedAndUndevelopedReservesProduction,MMcf,1041941.3333333333,us-gaap:ProvedDevelopedAndUndevelopedReservesNet,MMcf,65731.16666666667,120024.33333333333,us-gaap:ProvedDevelopedAndUndevelopedReservesExtensionsDiscoveriesAndAdditions,MMcf,-16641.5,us-gaap:ProvedDevelopedAndUndevelopedReservesRevisionsOfPreviousEstimatesIncreaseDecrease,MMcf,31668.166666666664,us-gaap:ProvedDevelopedAndUndevelopedReservesImprovedRecovery,MMcf,240607.0,us-gaap:ProvedDevelopedAndUndevelopedReservesPurchasesOfMineralsInPlace,MMcf,-145147.3333333333,us-gaap:ProvedDevelopedAndUndevelopedReservesSalesOfMineralsInPlace,MMcf,,ROUTE_AWARE_REQUIRED_CHAIN_KPI_VERIFIED,,,31668.166666666664,240607.0,-145147.3333333333,,135051.0,151692.5,392299.5
CNX,2017,67859.7,-3,1.0000191571728139,us-gaap:ProvedDevelopedAndUndevelopedReservesProduction,MMcf,1263602.0,us-gaap:ProvedDevelopedAndUndevelopedReservesNet,MMcf,67861.0,314525.5,us-gaap:ProvedDevelopedAndUndevelopedReservesExtensionsDiscoveriesAndAdditions,MMcf,-38720.166666666664,us-gaap:ProvedDevelopedAndUndevelopedReservesRevisionsOfPreviousEstimatesIncreaseDecrease,MMcf,-30245.0,us-gaap:ProvedDevelopedAndUndevelopedReservesImprovedRecovery,MMcf,,,,16528.666666666668,us-gaap:ProvedDevelopedAndUndevelopedReservesSalesOfMineralsInPlace,MMcf,purchases,ROUTE_AWARE_REQUIRED_CHAIN_KPI_VERIFIED,2016.0,1041941.3333333333,-30245.0,0.0,16528.666666666668,306050.33333333343,245560.3333333333,314525.5,314525.5
CNX,2018,84517.0,0,1.0000039439797122,srt:ProvedDevelopedAndUndevelopedReserveProductionEnergy,Mcfe,1313555.8333333333,srt:ProvedDevelopedAndUndevelopedReserveNetEnergy,Mcfe,84517.33333333333,160134.66666666666,srt:ProvedDevelopedAndUndevelopedReserveExtensionAndDiscoveryEnergy,Mcfe,53487.5,srt:ProvedDevelopedAndUndevelopedReserveRevisionOfPreviousEstimateEnergy,Mcfe,,,,53662.5,srt:ProvedDevelopedAndUndevelopedReservePurchaseOfMineralInPlaceEnergy,Mcfe,137532.66666666666,srt:ProvedDevelopedAndUndevelopedReservesSaleOfMineralInPlaceEnergy,Mcfe,improved_recovery,ROUTE_AWARE_REQUIRED_CHAIN_KPI_VERIFIED,2017.0,1263602.0,0.0,53662.5,137532.66666666666,218341.33333333323,213622.16666666666,213622.16666666666,267284.6666666666
CNX,2019,89861.13333333333,0,0.9999669860978087,srt:ProvedDevelopedAndUndevelopedReserveProductionEnergy,Mcfe,1404277.8333333333,srt:ProvedDevelopedAndUndevelopedReserveNetEnergy,Mcfe,89858.16666666666,274549.5,srt:ProvedDevelopedAndUndevelopedReserveExtensionAndDiscoveryEnergy,Mcfe,-86428.33333333333,srt:ProvedDevelopedAndUndevelopedReserveRevisionOfPreviousEstimateEnergy,Mcfe,,,,,,,,,,improved_recovery;purchases;sales,ROUTE_AWARE_REQUIRED_CHAIN_KPI_VERIFIED,2018.0,1313555.8333333333,0.0,0.0,0.0,180580.16666666666,188121.1666666667,274549.5,274549.5
CNX,2021,98374.96666666666,0,0.9999969504436935,srt:ProvedDevelopedAndUndevelopedReserveProductionEnergy,Mcfe,1604288.3333333333,srt:ProvedDevelopedAndUndevelopedReserveNetEnergy,Mcfe,98374.66666666666,151123.0,srt:ProvedDevelopedAndUndevelopedReserveExtensionAndDiscoveryEnergy,Mcfe,-54508.33333333333,srt:ProvedDevelopedAndUndevelopedReserveRevisionOfPreviousEstimateEnergy,Mcfe,,,,,,,,,,improved_recovery;purchases;sales,ROUTE_AWARE_REQUIRED_CHAIN_KPI_VERIFIED,2019.0,,0.0,0.0,0.0,,96614.66666666667,151123.0,151123.0
CNX,2022,96694.45000000001,0,1.0000039643778242,srt:ProvedDevelopedAndUndevelopedReserveProductionEnergy,Mcfe,1634481.6666666665,srt:ProvedDevelopedAndUndevelopedReserveNetEnergy,Mcfe,96694.83333333333,187290.8333333333,srt:ProvedDevelopedAndUndevelopedReserveExtensionAndDiscoveryEnergy,Mcfe,-64553.33333333333,srt:ProvedDevelopedAndUndevelopedReserveRevisionOfPreviousEstimateEnergy,Mcfe,,,,,,,,,,improved_recovery;purchases;sales,ROUTE_AWARE_REQUIRED_CHAIN_KPI_VERIFIED,2021.0,1604288.3333333333,0.0,0.0,0.0,126888.16666666658,122737.49999999999,187290.8333333333,187290.8333333333
CNX,2023,93393.16666666667,0,1.0000124919917408,srt:ProvedDevelopedAndUndevelopedReserveProductionEnergy,Mcfe,1456790.3333333333,srt:ProvedDevelopedAndUndevelopedReserveNetEnergy,Mcfe,93394.33333333333,97038.16666666666,srt:ProvedDevelopedAndUndevelopedReserveExtensionAndDiscoveryEnergy,Mcfe,-75734.83333333333,srt:ProvedDevelopedAndUndevelopedReserveRevisionOfPreviousEstimateEnergy,Mcfe,,,,,,,28048.0,srt:ProvedDevelopedAndUndevelopedReservesSaleOfMineralInPlaceEnergy,Mcfe,improved_recovery;purchases,ROUTE_AWARE_REQUIRED_CHAIN_KPI_VERIFIED,2022.0,1634481.6666666665,0.0,0.0,28048.0,-56248.99999999993,21303.33333333333,97038.16666666666,97038.16666666666
CNX,2024,91801.11666666667,0,1.0000132532883133,srt:ProvedDevelopedAndUndevelopedReserveProductionEnergy,Mcfe,1422990.5,srt:ProvedDevelopedAndUndevelopedReserveNetEnergy,Mcfe,91802.33333333333,212669.66666666666,srt:ProvedDevelopedAndUndevelopedReserveExtensionAndDiscoveryEnergy,Mcfe,-104149.33333333333,srt:ProvedDevelopedAndUndevelopedReserveRevisionOfPreviousEstimateEnergy,Mcfe,,,,,,,3735.833333333333,srt:ProvedDevelopedAndUndevelopedReservesSaleOfMineralInPlaceEnergy,Mcfe,improved_recovery;purchases,ROUTE_AWARE_REQUIRED_CHAIN_KPI_VERIFIED,2023.0,1456790.3333333333,0.0,0.0,3735.833333333333,61738.33333333341,108520.33333333333,212669.66666666666,212669.66666666666
CNX,2025,104826.0,0,1.0000063597453557,srt:ProvedDevelopedAndUndevelopedReserveProductionEnergy,Mcfe,1610357.3333333333,srt:ProvedDevelopedAndUndevelopedReserveNetEnergy,Mcfe,104826.66666666666,144489.33333333334,srt:ProvedDevelopedAndUndevelopedReserveExtensionAndDiscoveryEnergy,Mcfe,11509.5,srt:ProvedDevelopedAndUndevelopedReserveRevisionOfPreviousEstimateEnergy,Mcfe,,,,111332.16666666666,srt:ProvedDevelopedAndUndevelopedReservePurchaseOfMineralInPlaceEnergy,Mcfe,3595.333333333333,srt:ProvedDevelopedAndUndevelopedReservesSaleOfMineralInPlaceEnergy,Mcfe,improved_recovery,ROUTE_AWARE_REQUIRED_CHAIN_KPI_VERIFIED,2024.0,1422990.5,0.0,111332.16666666666,3595.333333333333,184456.66666666657,155998.83333333334,155998.83333333334,267331.0
EQT,2016,126494.5,0,1.0224423459781518,us-gaap:ProvedDevelopedAndUndevelopedReserveProductionEnergy,Bcfe,2251401.1666666665,us-gaap:ProvedDevelopedAndUndevelopedReservesNet,MMcf,129333.33333333333,11333.333333333332,us-gaap:ProvedDevelopedAndUndevelopedReserveExtensionAndDiscoveryEnergy,Bcfe,-78714.16666666666,us-gaap:ProvedDevelopedAndUndevelopedReservesRevisionsOfPreviousEstimatesIncreaseDecrease,MMcf,,,,399296.0,us-gaap:ProvedDevelopedAndUndevelopedReservesPurchasesOfMineralsInPlace,MMcf,0.0,us-gaap:ProvedDevelopedAndUndevelopedReservesSalesOfMineralsInPlace,MMcf,improved_recovery,ROUTE_AWARE_REQUIRED_CHAIN_KPI_VERIFIED,,,0.0,399296.0,0.0,,-67380.83333333333,11333.333333333332,410629.3333333333
EQT,2017,135440.0,0,1.1172130340618232,us-gaap:ProvedDevelopedAndUndevelopedReservesProduction,MMcf,3574277.833333333,us-gaap:ProvedDevelopedAndUndevelopedReservesNet,MMcf,151315.3333333333,370856.8333333333,us-gaap:ProvedDevelopedAndUndevelopedReservesExtensionsDiscoveriesAndAdditions,MMcf,-461163.5,us-gaap:ProvedDevelopedAndUndevelopedReservesRevisionsOfPreviousEstimatesIncreaseDecrease,MMcf,,,,1564939.6666666665,us-gaap:ProvedDevelopedAndUndevelopedReservesPurchasesOfMineralsInPlace,MMcf,441.0,us-gaap:ProvedDevelopedAndUndevelopedReservesSalesOfMineralsInPlace,MMcf,improved_recovery,ROUTE_AWARE_REQUIRED_CHAIN_KPI_VERIFIED,2016.0,2251401.1666666665,0.0,1564939.6666666665,441.0,-90306.66666666674,-90306.66666666669,370856.8333333333,1935796.4999999998
EQT,2018,247963.66666666666,0,1.0046250055451673,srt:ProvedDevelopedAndUndevelopedReservesProduction,MMcf,3636129.333333333,srt:ProvedDevelopedAndUndevelopedReservesNet,MMcf,249110.5,789872.1666666666,srt:ProvedDevelopedAndUndevelopedReservesExtensionsDiscoveriesAndAdditions,MMcf,-187484.0,srt:ProvedDevelopedAndUndevelopedReservesRevisionsOfPreviousEstimatesIncreaseDecrease,MMcf,,,,0.0,srt:ProvedDevelopedAndUndevelopedReservesPurchasesOfMineralsInPlace,MMcf,291426.1666666666,srt:ProvedDevelopedAndUndevelopedReservesSalesOfMineralsInPlace,MMcf,improved_recovery,ROUTE_AWARE_REQUIRED_CHAIN_KPI_VERIFIED,2017.0,3574277.833333333,0.0,0.0,291426.1666666666,602388.1666666666,602388.1666666666,789872.1666666666,789872.1666666666
EQT,2019,251166.66666666666,0,1.0005945587259457,srt:ProvedDevelopedAndUndevelopedReservesProduction,MMcf,2911565.6666666665,srt:ProvedDevelopedAndUndevelopedReservesNet,MMcf,251316.0,344625.5,srt:ProvedDevelopedAndUndevelopedReservesExtensionsDiscoveriesAndAdditions,MMcf,-817873.1666666666,srt:ProvedDevelopedAndUndevelopedReservesRevisionsOfPreviousEstimatesIncreaseDecrease,MMcf,,,,0.0,srt:ProvedDevelopedAndUndevelopedReservesPurchasesOfMineralsInPlace,MMcf,0.0,srt:ProvedDevelopedAndUndevelopedReservesSalesOfMineralsInPlace,MMcf,improved_recovery,ROUTE_AWARE_REQUIRED_CHAIN_KPI_VERIFIED,2018.0,3636129.333333333,0.0,0.0,0.0,-473247.6666666665,-473247.6666666666,344625.5,344625.5
EQT,2020,249666.6666666667,0,0.9999999999999999,srt:ProvedDevelopedAndUndevelopedReserveProductionEnergy,Bcfe,3300348.6666666665,srt:ProvedDevelopedAndUndevelopedReservesNet,MMcf,249666.66666666666,349333.3333333333,srt:ProvedDevelopedAndUndevelopedReserveExtensionAndDiscoveryEnergy,Bcfe,-123202.16666666666,srt:ProvedDevelopedAndUndevelopedReservesRevisionsOfPreviousEstimatesIncreaseDecrease,MMcf,,,,230094.0,srt:ProvedDevelopedAndUndevelopedReservesPurchasesOfMineralsInPlace,MMcf,42833.33333333333,srt:ProvedDevelopedAndUndevelopedReservesSaleOfMineralInPlaceEnergy,Bcfe,improved_recovery,ROUTE_AWARE_REQUIRED_CHAIN_KPI_VERIFIED,2019.0,2911565.6666666665,0.0,230094.0,42833.33333333333,451188.99999999994,226131.16666666666,349333.3333333333,579427.3333333333
EQT,2021,309666.6666666666,0,1.0,srt:ProvedDevelopedAndUndevelopedReserveProductionEnergy,Bcfe,4160249.833333333,srt:ProvedDevelopedAndUndevelopedReservesNet,MMcf,309666.6666666666,471333.3333333333,srt:ProvedDevelopedAndUndevelopedReserveExtensionAndDiscoveryEnergy,Bcfe,-45685.166666666664,srt:ProvedDevelopedAndUndevelopedReservesRevisionsOfPreviousEstimatesIncreaseDecrease,MMcf,,,,697822.1666666666,srt:ProvedDevelopedAndUndevelopedReservesPurchasesOfMineralsInPlace,MMcf,0.0,srt:ProvedDevelopedAndUndevelopedReservesSalesOfMineralsInPlace,MMcf,improved_recovery,ROUTE_AWARE_REQUIRED_CHAIN_KPI_VERIFIED,2020.0,3300348.6666666665,0.0,697822.1666666666,0.0,471745.6666666664,425648.1666666666,471333.3333333333,1169155.5
EQT,2022,323500.00000000006,0,0.9995069551777432,srt:ProvedDevelopedAndUndevelopedReservesProduction,MMcf,4167098.1666666665,srt:ProvedDevelopedAndUndevelopedReservesNet,MMcf,323340.5,415785.5,srt:ProvedDevelopedAndUndevelopedReservesExtensionsDiscoveriesAndAdditions,MMcf,-109103.0,srt:ProvedDevelopedAndUndevelopedReservesRevisionsOfPreviousEstimatesIncreaseDecrease,MMcf,,,,23506.333333333332,srt:ProvedDevelopedAndUndevelopedReservesPurchasesOfMineralsInPlace,MMcf,0.0,srt:ProvedDevelopedAndUndevelopedReservesSalesOfMineralsInPlace,MMcf,improved_recovery,ROUTE_AWARE_REQUIRED_CHAIN_KPI_VERIFIED,2021.0,4160249.833333333,0.0,23506.333333333332,0.0,306682.5000000002,306682.5,415785.5,439291.8333333333
EQT,2023,336166.6666666666,0,0.9996395637084781,srt:ProvedDevelopedAndUndevelopedReservesProduction,MMcf,4599449.0,srt:ProvedDevelopedAndUndevelopedReservesNet,MMcf,336045.5,568625.0,srt:ProvedDevelopedAndUndevelopedReservesExtensionsDiscoveriesAndAdditions,MMcf,-233673.16666666666,srt:ProvedDevelopedAndUndevelopedReservesRevisionsOfPreviousEstimatesIncreaseDecrease,MMcf,,,,433444.5,srt:ProvedDevelopedAndUndevelopedReservesPurchasesOfMineralsInPlace,MMcf,,,,improved_recovery;sales,ROUTE_AWARE_REQUIRED_CHAIN_KPI_VERIFIED,2022.0,4167098.1666666665,0.0,433444.5,0.0,334951.8333333335,334951.8333333334,568625.0,1002069.5
EQT,2024,371333.3333333334,0,0.9999999999999999,srt:ProvedDevelopedAndUndevelopedReserveProductionEnergy,Bcfe,4377444.833333333,srt:ProvedDevelopedAndUndevelopedReserveNetEnergy,MMcfe,371333.3333333333,26166.666666666664,srt:ProvedDevelopedAndUndevelopedReserveExtensionAndDiscoveryEnergy,Bcfe,-179946.16666666666,srt:ProvedDevelopedAndUndevelopedReserveRevisionOfPreviousEstimateEnergy,MMcfe,,,,68840.0,srt:ProvedDevelopedAndUndevelopedReservePurchaseOfMineralInPlaceEnergy,MMcfe,260474.8333333333,srt:ProvedDevelopedAndUndevelopedReservesSaleOfMineralInPlaceEnergy,MMcfe,improved_recovery,ROUTE_AWARE_REQUIRED_CHAIN_KPI_VERIFIED,2023.0,4599449.0,0.0,68840.0,260474.8333333333,340963.99999999965,-153779.5,26166.666666666664,95006.66666666666
EQT,2025,397000.0,0,1.0001540722082283,srt:ProvedDevelopedAndUndevelopedReserveProductionEnergy,MMcfe,4674413.166666666,srt:ProvedDevelopedAndUndevelopedReserveNetEnergy,MMcfe,397061.1666666666,407452.8333333333,srt:ProvedDevelopedAndUndevelopedReserveExtensionAndDiscoveryEnergy,MMcfe,-4512.166666666666,srt:ProvedDevelopedAndUndevelopedReserveRevisionOfPreviousEstimateEnergy,MMcfe,,,,294760.0,srt:ProvedDevelopedAndUndevelopedReservePurchaseOfMineralInPlaceEnergy,MMcfe,3671.1666666666665,srt:ProvedDevelopedAndUndevelopedReservesSaleOfMineralInPlaceEnergy,MMcfe,improved_recovery,ROUTE_AWARE_REQUIRED_CHAIN_KPI_VERIFIED,2024.0,4377444.833333333,0.0,294760.0,3671.1666666666665,402940.66666666634,402940.6666666666,407452.8333333333,702212.8333333333
FANG,2023,163720.5,-3,0.9981217990416594,srt:ProvedDevelopedAndUndevelopedReserveProductionEnergy,MBoe,2177761.0,srt:ProvedDevelopedAndUndevelopedReserveNetEnergy,MBoe,163413.0,355874.0,srt:ProvedDevelopedAndUndevelopedReserveExtensionAndDiscoveryEnergy,MBoe,-54470.0,srt:ProvedDevelopedAndUndevelopedReserveRevisionOfPreviousEstimateEnergy,MBoe,,,,70481.0,srt:ProvedDevelopedAndUndevelopedReservePurchaseOfMineralInPlaceEnergy,MBoe,63682.0,srt:ProvedDevelopedAndUndevelopedReservesSaleOfMineralInPlaceEnergy,MBoe,improved_recovery,ROUTE_AWARE_REQUIRED_CHAIN_KPI_VERIFIED,,,0.0,70481.0,63682.0,,301404.0,355874.0,426355.0
FANG,2024,221327.0,-3,0.9893596352907689,srt:ProvedDevelopedAndUndevelopedReserveProductionEnergy,MBoe,3557416.0,srt:ProvedDevelopedAndUndevelopedReserveNetEnergy,MBoe,218972.0,278808.0,srt:ProvedDevelopedAndUndevelopedReserveExtensionAndDiscoveryEnergy,MBoe,-129071.0,srt:ProvedDevelopedAndUndevelopedReserveRevisionOfPreviousEstimateEnergy,MBoe,,,,1569482.0,srt:ProvedDevelopedAndUndevelopedReservePurchaseOfMineralInPlaceEnergy,MBoe,120592.0,srt:ProvedDevelopedAndUndevelopedReservesSaleOfMineralInPlaceEnergy,MBoe,improved_recovery,ROUTE_AWARE_REQUIRED_CHAIN_KPI_VERIFIED,2023.0,2177761.0,0.0,1569482.0,120592.0,149737.0,149737.0,278808.0,1848290.0
FANG,2025,336177.9,-3,1.0000002974615523,srt:ProvedDevelopedAndUndevelopedReserveProductionEnergy,MBoe,3617856.0,srt:ProvedDevelopedAndUndevelopedReserveNetEnergy,MBoe,336178.0,578919.0,srt:ProvedDevelopedAndUndevelopedReserveExtensionAndDiscoveryEnergy,MBoe,-304085.0,srt:ProvedDevelopedAndUndevelopedReserveRevisionOfPreviousEstimateEnergy,MBoe,,,,188609.0,srt:ProvedDevelopedAndUndevelopedReservePurchaseOfMineralInPlaceEnergy,MBoe,66825.0,srt:ProvedDevelopedAndUndevelopedReservesSaleOfMineralInPlaceEnergy,MBoe,improved_recovery,ROUTE_AWARE_REQUIRED_CHAIN_KPI_VERIFIED,2024.0,3557416.0,0.0,188609.0,66825.0,274834.0,274834.0,578919.0,767528.0
