period,metric,value,available,selected_concept,selected_context_ref,source_sha256
2020Q3,accounts_receivable_usd,492000000.0,True,AccountsReceivableNetCurrent,i45270b2868024eea913be455fb509cb4_I20200930,99ba70d2164893b5aed993a656ad04f02c99efffe2ef1e13b93a0c2e376431ec
2020Q3,inventory_usd,152000000.0,True,InventoryNetOfAllowancesCustomerAdvancesAndProgressBillings,i45270b2868024eea913be455fb509cb4_I20200930,99ba70d2164893b5aed993a656ad04f02c99efffe2ef1e13b93a0c2e376431ec
2020Q3,accounts_payable_usd,429000000.0,True,AccountsPayableCurrent,i45270b2868024eea913be455fb509cb4_I20200930,99ba70d2164893b5aed993a656ad04f02c99efffe2ef1e13b93a0c2e376431ec
2020Q3,contract_assets_usd,1134000000.0,True,ContractWithCustomerAssetNet,i45270b2868024eea913be455fb509cb4_I20200930,99ba70d2164893b5aed993a656ad04f02c99efffe2ef1e13b93a0c2e376431ec
2020Q3,contract_liabilities_usd,604000000.0,True,ContractWithCustomerLiabilityCurrent,i45270b2868024eea913be455fb509cb4_I20200930,99ba70d2164893b5aed993a656ad04f02c99efffe2ef1e13b93a0c2e376431ec
2020Q3,cash_usd,744000000.0,True,CashAndCashEquivalentsAtCarryingValue,i45270b2868024eea913be455fb509cb4_I20200930,99ba70d2164893b5aed993a656ad04f02c99efffe2ef1e13b93a0c2e376431ec
2020Q3,debt_current_usd,,False,,,99ba70d2164893b5aed993a656ad04f02c99efffe2ef1e13b93a0c2e376431ec
2020Q3,debt_noncurrent_usd,2278000000.0,True,LongTermDebtNoncurrent,i45270b2868024eea913be455fb509cb4_I20200930,99ba70d2164893b5aed993a656ad04f02c99efffe2ef1e13b93a0c2e376431ec
2020Q3,stockholders_equity_usd,1880000000.0,True,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,i45270b2868024eea913be455fb509cb4_I20200930,99ba70d2164893b5aed993a656ad04f02c99efffe2ef1e13b93a0c2e376431ec
2020Q3,pension_liability_usd,728000000.0,True,DefinedBenefitPensionPlanLiabilitiesNoncurrent,i45270b2868024eea913be455fb509cb4_I20200930,99ba70d2164893b5aed993a656ad04f02c99efffe2ef1e13b93a0c2e376431ec
2020Q3,shares_outstanding,40500000.0,True,CommonStockSharesOutstanding,i45270b2868024eea913be455fb509cb4_I20200930,99ba70d2164893b5aed993a656ad04f02c99efffe2ef1e13b93a0c2e376431ec
2020Q3,remaining_performance_obligation_usd,45300000000.0,True,RevenueRemainingPerformanceObligation,i45270b2868024eea913be455fb509cb4_I20200930,99ba70d2164893b5aed993a656ad04f02c99efffe2ef1e13b93a0c2e376431ec
2020Q3,combined_depreciation_amortization_usd,,False,,,99ba70d2164893b5aed993a656ad04f02c99efffe2ef1e13b93a0c2e376431ec
2020Q3,depreciation_usd,136000000.0,True,Depreciation,i66885642ee6647e1b32c028c205450f7_D20200101-20200930,99ba70d2164893b5aed993a656ad04f02c99efffe2ef1e13b93a0c2e376431ec
2020Q3,intangible_amortization_usd,41000000.0,True,AmortizationOfIntangibleAssets,i66885642ee6647e1b32c028c205450f7_D20200101-20200930,99ba70d2164893b5aed993a656ad04f02c99efffe2ef1e13b93a0c2e376431ec
2020Q3,interest_expense_usd,68000000.0,True,InterestExpense,i66885642ee6647e1b32c028c205450f7_D20200101-20200930,99ba70d2164893b5aed993a656ad04f02c99efffe2ef1e13b93a0c2e376431ec
2020Q4,accounts_receivable_usd,397000000.0,True,AccountsReceivableNetCurrent,i64658d716cbd44c5a3ea0e016b2561a6_I20201231,c36fb47b2ccff954dee7a6dea7f83b6d16bced0de0451ba8b50c964590a018c8
2020Q4,inventory_usd,137000000.0,True,InventoryNetOfAllowancesCustomerAdvancesAndProgressBillings,i64658d716cbd44c5a3ea0e016b2561a6_I20201231,c36fb47b2ccff954dee7a6dea7f83b6d16bced0de0451ba8b50c964590a018c8
2020Q4,accounts_payable_usd,460000000.0,True,AccountsPayableCurrent,i64658d716cbd44c5a3ea0e016b2561a6_I20201231,c36fb47b2ccff954dee7a6dea7f83b6d16bced0de0451ba8b50c964590a018c8
2020Q4,contract_assets_usd,1049000000.0,True,ContractWithCustomerAssetNet,i64658d716cbd44c5a3ea0e016b2561a6_I20201231,c36fb47b2ccff954dee7a6dea7f83b6d16bced0de0451ba8b50c964590a018c8
2020Q4,contract_liabilities_usd,,False,,,c36fb47b2ccff954dee7a6dea7f83b6d16bced0de0451ba8b50c964590a018c8
2020Q4,cash_usd,512000000.0,True,CashAndCashEquivalentsAtCarryingValue,i64658d716cbd44c5a3ea0e016b2561a6_I20201231,c36fb47b2ccff954dee7a6dea7f83b6d16bced0de0451ba8b50c964590a018c8
2020Q4,debt_current_usd,,False,,,c36fb47b2ccff954dee7a6dea7f83b6d16bced0de0451ba8b50c964590a018c8
2020Q4,debt_noncurrent_usd,1686000000.0,True,LongTermDebtNoncurrent,i64658d716cbd44c5a3ea0e016b2561a6_I20201231,c36fb47b2ccff954dee7a6dea7f83b6d16bced0de0451ba8b50c964590a018c8
2020Q4,stockholders_equity_usd,1901000000.0,True,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,i64658d716cbd44c5a3ea0e016b2561a6_I20201231,c36fb47b2ccff954dee7a6dea7f83b6d16bced0de0451ba8b50c964590a018c8
2020Q4,pension_liability_usd,960000000.0,True,DefinedBenefitPensionPlanLiabilitiesNoncurrent,i64658d716cbd44c5a3ea0e016b2561a6_I20201231,c36fb47b2ccff954dee7a6dea7f83b6d16bced0de0451ba8b50c964590a018c8
2020Q4,shares_outstanding,40500000.0,True,CommonStockSharesOutstanding,i64658d716cbd44c5a3ea0e016b2561a6_I20201231,c36fb47b2ccff954dee7a6dea7f83b6d16bced0de0451ba8b50c964590a018c8
2020Q4,remaining_performance_obligation_usd,46000000000.0,True,RevenueRemainingPerformanceObligation,i64658d716cbd44c5a3ea0e016b2561a6_I20201231,c36fb47b2ccff954dee7a6dea7f83b6d16bced0de0451ba8b50c964590a018c8
2020Q4,combined_depreciation_amortization_usd,247000000.0,True,DepreciationDepletionAndAmortization,ie8311fe04ada44c48d9ec73178fc5844_D20200101-20201231,c36fb47b2ccff954dee7a6dea7f83b6d16bced0de0451ba8b50c964590a018c8
2020Q4,depreciation_usd,191000000.0,True,Depreciation,ie8311fe04ada44c48d9ec73178fc5844_D20200101-20201231,c36fb47b2ccff954dee7a6dea7f83b6d16bced0de0451ba8b50c964590a018c8
2020Q4,intangible_amortization_usd,56000000.0,True,AmortizationOfIntangibleAssets,ie8311fe04ada44c48d9ec73178fc5844_D20200101-20201231,c36fb47b2ccff954dee7a6dea7f83b6d16bced0de0451ba8b50c964590a018c8
2020Q4,interest_expense_usd,114000000.0,True,InterestExpense,ie8311fe04ada44c48d9ec73178fc5844_D20200101-20201231,c36fb47b2ccff954dee7a6dea7f83b6d16bced0de0451ba8b50c964590a018c8
2021Q1,accounts_receivable_usd,407000000.0,True,AccountsReceivableNetCurrent,ic0ba7b51b2914d0ab18a1b17569f879b_I20210331,d214a14aa150b01157d383205dc3c2564c50833b33db3ce5d7f1629c4785fdc1
2021Q1,inventory_usd,142000000.0,True,InventoryNetOfAllowancesCustomerAdvancesAndProgressBillings,ic0ba7b51b2914d0ab18a1b17569f879b_I20210331,d214a14aa150b01157d383205dc3c2564c50833b33db3ce5d7f1629c4785fdc1
2021Q1,accounts_payable_usd,397000000.0,True,AccountsPayableCurrent,ic0ba7b51b2914d0ab18a1b17569f879b_I20210331,d214a14aa150b01157d383205dc3c2564c50833b33db3ce5d7f1629c4785fdc1
2021Q1,contract_assets_usd,1288000000.0,True,ContractWithCustomerAssetNet,ic0ba7b51b2914d0ab18a1b17569f879b_I20210331,d214a14aa150b01157d383205dc3c2564c50833b33db3ce5d7f1629c4785fdc1
2021Q1,contract_liabilities_usd,700000000.0,True,ContractWithCustomerLiabilityCurrent,ic0ba7b51b2914d0ab18a1b17569f879b_I20210331,d214a14aa150b01157d383205dc3c2564c50833b33db3ce5d7f1629c4785fdc1
2021Q1,cash_usd,407000000.0,True,CashAndCashEquivalentsAtCarryingValue,ic0ba7b51b2914d0ab18a1b17569f879b_I20210331,d214a14aa150b01157d383205dc3c2564c50833b33db3ce5d7f1629c4785fdc1
2021Q1,debt_current_usd,,False,,,d214a14aa150b01157d383205dc3c2564c50833b33db3ce5d7f1629c4785fdc1
2021Q1,debt_noncurrent_usd,1688000000.0,True,LongTermDebtNoncurrent,ic0ba7b51b2914d0ab18a1b17569f879b_I20210331,d214a14aa150b01157d383205dc3c2564c50833b33db3ce5d7f1629c4785fdc1
2021Q1,stockholders_equity_usd,1979000000.0,True,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,ic0ba7b51b2914d0ab18a1b17569f879b_I20210331,d214a14aa150b01157d383205dc3c2564c50833b33db3ce5d7f1629c4785fdc1
2021Q1,pension_liability_usd,869000000.0,True,DefinedBenefitPensionPlanLiabilitiesNoncurrent,ic0ba7b51b2914d0ab18a1b17569f879b_I20210331,d214a14aa150b01157d383205dc3c2564c50833b33db3ce5d7f1629c4785fdc1
2021Q1,shares_outstanding,40300000.0,True,CommonStockSharesOutstanding,ic0ba7b51b2914d0ab18a1b17569f879b_I20210331,d214a14aa150b01157d383205dc3c2564c50833b33db3ce5d7f1629c4785fdc1
2021Q1,remaining_performance_obligation_usd,48800000000.0,True,RevenueRemainingPerformanceObligation,ic0ba7b51b2914d0ab18a1b17569f879b_I20210331,d214a14aa150b01157d383205dc3c2564c50833b33db3ce5d7f1629c4785fdc1
2021Q1,combined_depreciation_amortization_usd,,False,,,d214a14aa150b01157d383205dc3c2564c50833b33db3ce5d7f1629c4785fdc1
2021Q1,depreciation_usd,52000000.0,True,Depreciation,ice094f17a0074d5c9ea7435540bc5b89_D20210101-20210331,d214a14aa150b01157d383205dc3c2564c50833b33db3ce5d7f1629c4785fdc1
2021Q1,intangible_amortization_usd,13000000.0,True,AmortizationOfIntangibleAssets,ice094f17a0074d5c9ea7435540bc5b89_D20210101-20210331,d214a14aa150b01157d383205dc3c2564c50833b33db3ce5d7f1629c4785fdc1
2021Q1,interest_expense_usd,21000000.0,True,InterestExpense,ice094f17a0074d5c9ea7435540bc5b89_D20210101-20210331,d214a14aa150b01157d383205dc3c2564c50833b33db3ce5d7f1629c4785fdc1
2021Q2,accounts_receivable_usd,443000000.0,True,AccountsReceivableNetCurrent,ieab01adce1314df2b8c9bb52b372a918_I20210630,ca03ac808581a53939e1004e5252217d4f8d7d1a6a792fd6a021aa4d79f90e7a
2021Q2,inventory_usd,139000000.0,True,InventoryNetOfAllowancesCustomerAdvancesAndProgressBillings,ieab01adce1314df2b8c9bb52b372a918_I20210630,ca03ac808581a53939e1004e5252217d4f8d7d1a6a792fd6a021aa4d79f90e7a
2021Q2,accounts_payable_usd,349000000.0,True,AccountsPayableCurrent,ieab01adce1314df2b8c9bb52b372a918_I20210630,ca03ac808581a53939e1004e5252217d4f8d7d1a6a792fd6a021aa4d79f90e7a
2021Q2,contract_assets_usd,1182000000.0,True,ContractWithCustomerAssetNet,ieab01adce1314df2b8c9bb52b372a918_I20210630,ca03ac808581a53939e1004e5252217d4f8d7d1a6a792fd6a021aa4d79f90e7a
2021Q2,contract_liabilities_usd,660000000.0,True,ContractWithCustomerLiabilityCurrent,ieab01adce1314df2b8c9bb52b372a918_I20210630,ca03ac808581a53939e1004e5252217d4f8d7d1a6a792fd6a021aa4d79f90e7a
2021Q2,cash_usd,348000000.0,True,CashAndCashEquivalentsAtCarryingValue,ieab01adce1314df2b8c9bb52b372a918_I20210630,ca03ac808581a53939e1004e5252217d4f8d7d1a6a792fd6a021aa4d79f90e7a
2021Q2,debt_current_usd,,False,,,ca03ac808581a53939e1004e5252217d4f8d7d1a6a792fd6a021aa4d79f90e7a
2021Q2,debt_noncurrent_usd,1689000000.0,True,LongTermDebtNoncurrent,ieab01adce1314df2b8c9bb52b372a918_I20210630,ca03ac808581a53939e1004e5252217d4f8d7d1a6a792fd6a021aa4d79f90e7a
2021Q2,stockholders_equity_usd,2067000000.0,True,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,ieab01adce1314df2b8c9bb52b372a918_I20210630,ca03ac808581a53939e1004e5252217d4f8d7d1a6a792fd6a021aa4d79f90e7a
2021Q2,pension_liability_usd,853000000.0,True,DefinedBenefitPensionPlanLiabilitiesNoncurrent,ieab01adce1314df2b8c9bb52b372a918_I20210630,ca03ac808581a53939e1004e5252217d4f8d7d1a6a792fd6a021aa4d79f90e7a
2021Q2,shares_outstanding,40200000.0,True,CommonStockSharesOutstanding,ieab01adce1314df2b8c9bb52b372a918_I20210630,ca03ac808581a53939e1004e5252217d4f8d7d1a6a792fd6a021aa4d79f90e7a
2021Q2,remaining_performance_obligation_usd,47700000000.0,True,RevenueRemainingPerformanceObligation,ieab01adce1314df2b8c9bb52b372a918_I20210630,ca03ac808581a53939e1004e5252217d4f8d7d1a6a792fd6a021aa4d79f90e7a
2021Q2,combined_depreciation_amortization_usd,,False,,,ca03ac808581a53939e1004e5252217d4f8d7d1a6a792fd6a021aa4d79f90e7a
2021Q2,depreciation_usd,102000000.0,True,Depreciation,i01f666f5a7264fea9438bc312a56c266_D20210101-20210630,ca03ac808581a53939e1004e5252217d4f8d7d1a6a792fd6a021aa4d79f90e7a
2021Q2,intangible_amortization_usd,26000000.0,True,AmortizationOfIntangibleAssets,i01f666f5a7264fea9438bc312a56c266_D20210101-20210630,ca03ac808581a53939e1004e5252217d4f8d7d1a6a792fd6a021aa4d79f90e7a
2021Q2,interest_expense_usd,39000000.0,True,InterestExpense,i01f666f5a7264fea9438bc312a56c266_D20210101-20210630,ca03ac808581a53939e1004e5252217d4f8d7d1a6a792fd6a021aa4d79f90e7a
2021Q3,accounts_receivable_usd,446000000.0,True,AccountsReceivableNetCurrent,ifaace755861848aab47e0acb36dc72c6_I20210930,29ff7b69ce5c53055d5b4167ea0e8ee828fb375fd0986e47579d87d5dfc330c1
2021Q3,inventory_usd,143000000.0,True,InventoryNetOfAllowancesCustomerAdvancesAndProgressBillings,ifaace755861848aab47e0acb36dc72c6_I20210930,29ff7b69ce5c53055d5b4167ea0e8ee828fb375fd0986e47579d87d5dfc330c1
2021Q3,accounts_payable_usd,508000000.0,True,AccountsPayableCurrent,ifaace755861848aab47e0acb36dc72c6_I20210930,29ff7b69ce5c53055d5b4167ea0e8ee828fb375fd0986e47579d87d5dfc330c1
2021Q3,contract_assets_usd,1363000000.0,True,ContractWithCustomerAssetNet,ifaace755861848aab47e0acb36dc72c6_I20210930,29ff7b69ce5c53055d5b4167ea0e8ee828fb375fd0986e47579d87d5dfc330c1
2021Q3,contract_liabilities_usd,674000000.0,True,ContractWithCustomerLiabilityCurrent,ifaace755861848aab47e0acb36dc72c6_I20210930,29ff7b69ce5c53055d5b4167ea0e8ee828fb375fd0986e47579d87d5dfc330c1
2021Q3,cash_usd,555000000.0,True,CashAndCashEquivalentsAtCarryingValue,ifaace755861848aab47e0acb36dc72c6_I20210930,29ff7b69ce5c53055d5b4167ea0e8ee828fb375fd0986e47579d87d5dfc330c1
2021Q3,debt_current_usd,,False,,,29ff7b69ce5c53055d5b4167ea0e8ee828fb375fd0986e47579d87d5dfc330c1
2021Q3,debt_noncurrent_usd,3321000000.0,True,LongTermDebtNoncurrent,ifaace755861848aab47e0acb36dc72c6_I20210930,29ff7b69ce5c53055d5b4167ea0e8ee828fb375fd0986e47579d87d5dfc330c1
2021Q3,stockholders_equity_usd,2189000000.0,True,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,ifaace755861848aab47e0acb36dc72c6_I20210930,29ff7b69ce5c53055d5b4167ea0e8ee828fb375fd0986e47579d87d5dfc330c1
2021Q3,pension_liability_usd,833000000.0,True,DefinedBenefitPensionPlanLiabilitiesNoncurrent,ifaace755861848aab47e0acb36dc72c6_I20210930,29ff7b69ce5c53055d5b4167ea0e8ee828fb375fd0986e47579d87d5dfc330c1
2021Q3,shares_outstanding,40100000.0,True,CommonStockSharesOutstanding,ifaace755861848aab47e0acb36dc72c6_I20210930,29ff7b69ce5c53055d5b4167ea0e8ee828fb375fd0986e47579d87d5dfc330c1
2021Q3,remaining_performance_obligation_usd,50100000000.0,True,RevenueRemainingPerformanceObligation,ifaace755861848aab47e0acb36dc72c6_I20210930,29ff7b69ce5c53055d5b4167ea0e8ee828fb375fd0986e47579d87d5dfc330c1
2021Q3,combined_depreciation_amortization_usd,,False,,,29ff7b69ce5c53055d5b4167ea0e8ee828fb375fd0986e47579d87d5dfc330c1
2021Q3,depreciation_usd,154000000.0,True,Depreciation,ibef12677c71d430798b3fd7e0a8dc694_D20210101-20210930,29ff7b69ce5c53055d5b4167ea0e8ee828fb375fd0986e47579d87d5dfc330c1
2021Q3,intangible_amortization_usd,48000000.0,True,AmortizationOfIntangibleAssets,ibef12677c71d430798b3fd7e0a8dc694_D20210101-20210930,29ff7b69ce5c53055d5b4167ea0e8ee828fb375fd0986e47579d87d5dfc330c1
2021Q3,interest_expense_usd,63000000.0,True,InterestExpense,ibef12677c71d430798b3fd7e0a8dc694_D20210101-20210930,29ff7b69ce5c53055d5b4167ea0e8ee828fb375fd0986e47579d87d5dfc330c1
2021Q4,accounts_receivable_usd,433000000.0,True,AccountsReceivableNetCurrent,i484a7b82751e42f7a1e9bcceaa5f9d09_I20211231,044bbc3f603b93031cf93d2d5b0c79964518807a8b543e9897e74767e666a693
2021Q4,inventory_usd,161000000.0,True,InventoryNetOfAllowancesCustomerAdvancesAndProgressBillings,i484a7b82751e42f7a1e9bcceaa5f9d09_I20211231,044bbc3f603b93031cf93d2d5b0c79964518807a8b543e9897e74767e666a693
