ticker,subindustry,base_financial_quarter,primary_anchor,anchor_route,scenario,scenario_weight,scenario_weight_source,probability,story_validation_class,probability_class,assumption_validation,growth_pct,operating_margin_pct,forecast_normalized_roic_pct,roic_pct,normalized_growth_for_reinvestment_pct,reinvestment_rate_pct,wacc_pct,terminal_growth_pct,tax_rate_pct,historical_incremental_roic_pct,historical_growth_median_raw_pct,historical_growth_median_regularized_pct,historical_growth_median_regularized,historical_observations,minimum_history_pass,anchor_growth_override_used,anchor_growth_raw_pct,anchor_growth_winsorized_pct,anchor_growth_lower_bound_pct,anchor_growth_upper_bound_pct,anchor_growth_winsorized,anchor_growth_source,fundamental_growth_from_raw_reinvestment_pct,fixed_ratio_used,production_eligible,growth_raw,growth_lower_bound,growth_upper_bound,growth_hit_lower_bound,growth_hit_upper_bound,operating_margin_raw,operating_margin_lower_bound,operating_margin_upper_bound,operating_margin_hit_lower_bound,operating_margin_hit_upper_bound,roic_raw,roic_lower_bound,roic_upper_bound,roic_hit_lower_bound,roic_hit_upper_bound,reinvestment_rate_raw,reinvestment_rate_lower_bound,reinvestment_rate_upper_bound,reinvestment_rate_hit_lower_bound,reinvestment_rate_hit_upper_bound,wacc_raw,wacc_lower_bound,wacc_upper_bound,wacc_hit_lower_bound,wacc_hit_upper_bound,terminal_growth_raw,terminal_growth_lower_bound,terminal_growth_upper_bound,terminal_growth_hit_lower_bound,terminal_growth_hit_upper_bound
PSX,refining,2026Q1,THROUGHPUT_PLUS_REFINING_MARGIN,P2.1_REVENUE_PLUS_THROUGHPUT_CRACK_CAPTURE_BRIDGE,BULL,0.2,DEFAULT_SCENARIO_WEIGHT_NOT_EMPIRICAL_PROBABILITY,0.2,PLAUSIBLE,PLAUSIBLE,PASS,14.713059649001494,8.059138166509618,22.154731331337786,22.154731331337786,8.606529824500747,38.8473671640822,5.9567827617545355,2.5,15.769230769230768,41.76840871049752,-2.119062419675677,-2.119062419675677,False,20,True,True,55.67752477273085,18.25,-11.620090676458371,18.25,True,PHASE2_4_REFINING_SELECTED_RESEARCH_ROUTE,8.606529824500747,False,False,14.713059649001494,-15.0,20.0,False,False,8.059138166509618,-10.0,20.0,False,False,22.154731331337786,3.5,35.0,False,False,38.8473671640822,-50.0,150.0,False,False,5.9567827617545355,3.0,20.0,False,False,2.5,0.0,3.0,False,False
RRC,ep,2026Q1,PRODUCTION_PLUS_REALIZED_PRICE,V3.5.3_GROUPED_REVENUE_PLUS_CONDITIONAL_COST_REINVESTMENT,BEAR,0.2,DEFAULT_SCENARIO_WEIGHT_NOT_EMPIRICAL_PROBABILITY,0.2,PLAUSIBLE,PLAUSIBLE,PASS,-13.4161772329324,-20.0,2.0,2.0,-6.2080886164662,-50.0,8.61335421238221,1.0,21.130942074655845,519.5397992880156,-8.082438792071633,-8.082438792071633,False,19,True,False,,,,,False,HISTORICAL_PIT_DISTRIBUTION,-6.2080886164662,False,False,-13.4161772329324,-15.0,20.0,False,False,-33.85605707959793,-20.0,50.0,True,False,-9.647141376038851,2.0,35.0,True,False,-310.40443082331,-50.0,150.0,True,False,8.61335421238221,3.0,20.0,False,False,1.0,0.0,3.0,False,False
RRC,ep,2026Q1,PRODUCTION_PLUS_REALIZED_PRICE,V3.5.3_GROUPED_REVENUE_PLUS_CONDITIONAL_COST_REINVESTMENT,BASE,0.6,DEFAULT_SCENARIO_WEIGHT_NOT_EMPIRICAL_PROBABILITY,0.6,PROBABLE,PROBABLE,PASS,-6.943174724937089,30.268185113006247,11.729776689472088,11.729776689472088,-2.4715873624685445,-21.071052142764888,7.113354212382211,2.0,21.130942074655845,519.5397992880156,-8.082438792071633,-8.082438792071633,False,19,True,False,,,,,False,HISTORICAL_PIT_DISTRIBUTION,-2.4715873624685445,False,False,-6.943174724937089,-15.0,20.0,False,False,30.268185113006247,-20.0,50.0,False,False,11.729776689472088,3.0,35.0,False,False,-21.071052142764888,-50.0,150.0,False,False,7.113354212382211,3.0,20.0,False,False,2.0,0.0,3.0,False,False
RRC,ep,2026Q1,PRODUCTION_PLUS_REALIZED_PRICE,V3.5.3_GROUPED_REVENUE_PLUS_CONDITIONAL_COST_REINVESTMENT,BULL,0.2,DEFAULT_SCENARIO_WEIGHT_NOT_EMPIRICAL_PROBABILITY,0.2,PLAUSIBLE,PLAUSIBLE,PASS,2.2855189319117937,43.89335068733031,24.303680847870822,24.303680847870822,2.392759465955897,9.845255461234053,6.113354212382211,2.5,21.130942074655845,519.5397992880156,-8.082438792071633,-8.082438792071633,False,19,True,False,,,,,False,HISTORICAL_PIT_DISTRIBUTION,2.392759465955897,False,False,2.2855189319117937,-15.0,20.0,False,False,43.89335068733031,-20.0,50.0,False,False,24.303680847870822,3.5,35.0,False,False,9.845255461234053,-50.0,150.0,False,False,6.113354212382211,3.0,20.0,False,False,2.5,0.0,3.0,False,False
SLB,services,2026Q1,ACTIVITY_PLUS_PRICING_PLUS_OPERATING_MARGIN,STRUCTURAL_REVENUE_PLUS_ACTIVITY_MARGIN_BRIDGE,BEAR,0.2,DEFAULT_SCENARIO_WEIGHT_NOT_EMPIRICAL_PROBABILITY,0.2,POSSIBLE,POSSIBLE,PASS,6.3826476988752106,13.018897701148012,10.696869761274968,10.696869761274968,3.6913238494376053,34.50844903058476,8.710396704517155,1.0,20.397489539748953,-15.988345917253463,11.579325225183556,11.579325225183556,False,20,True,True,1.4345538212909847,1.4345538212909847,-4.106885897311155,18.25,False,PHASE2_4_SERVICES_SELECTED_RESEARCH_ROUTE,3.6913238494376053,False,False,6.3826476988752106,-15.0,20.0,False,False,13.018897701148012,-10.0,30.0,False,False,10.696869761274968,2.0,35.0,False,False,34.50844903058476,-50.0,150.0,False,False,8.710396704517155,3.0,20.0,False,False,1.0,0.0,3.0,False,False
SLB,services,2026Q1,ACTIVITY_PLUS_PRICING_PLUS_OPERATING_MARGIN,STRUCTURAL_REVENUE_PLUS_ACTIVITY_MARGIN_BRIDGE,BASE,0.6,DEFAULT_SCENARIO_WEIGHT_NOT_EMPIRICAL_PROBABILITY,0.6,PROBABLE,PROBABLE,PASS,8.727281333669472,15.63709896593311,14.384734116103347,14.384734116103347,5.363640666834736,37.28703376470668,7.210396704517156,2.0,20.397489539748953,-15.988345917253463,11.579325225183556,11.579325225183556,False,20,True,True,1.4345538212909847,1.4345538212909847,-4.106885897311155,18.25,False,PHASE2_4_SERVICES_SELECTED_RESEARCH_ROUTE,5.363640666834735,False,False,8.727281333669472,-15.0,20.0,False,False,15.63709896593311,-10.0,30.0,False,False,14.384734116103347,3.0,35.0,False,False,37.28703376470668,-50.0,150.0,False,False,7.210396704517156,3.0,20.0,False,False,2.0,0.0,3.0,False,False
SLB,services,2026Q1,ACTIVITY_PLUS_PRICING_PLUS_OPERATING_MARGIN,STRUCTURAL_REVENUE_PLUS_ACTIVITY_MARGIN_BRIDGE,BULL,0.2,DEFAULT_SCENARIO_WEIGHT_NOT_EMPIRICAL_PROBABILITY,0.2,PLAUSIBLE,PLAUSIBLE,PASS,10.58831630637706,18.611097624938175,17.85844681475308,17.85844681475308,6.54415815318853,36.64460980885707,6.210396704517156,2.5,20.397489539748953,-15.988345917253463,11.579325225183556,11.579325225183556,False,20,True,True,1.4345538212909847,1.4345538212909847,-4.106885897311155,18.25,False,PHASE2_4_SERVICES_SELECTED_RESEARCH_ROUTE,6.54415815318853,False,False,10.58831630637706,-15.0,20.0,False,False,18.611097624938175,-10.0,30.0,False,False,17.85844681475308,3.5,35.0,False,False,36.64460980885707,-50.0,150.0,False,False,6.210396704517156,3.0,20.0,False,False,2.5,0.0,3.0,False,False
SM,ep,2026Q1,PRODUCTION_PLUS_REALIZED_PRICE,V3.5.3_GROUPED_REVENUE_PLUS_CONDITIONAL_COST_REINVESTMENT,BEAR,0.2,DEFAULT_SCENARIO_WEIGHT_NOT_EMPIRICAL_PROBABILITY,0.2,PLAUSIBLE,PLAUSIBLE,PASS,11.185714495696663,12.348585601421005,8.526724981015796,8.526724981015796,6.092857247848332,71.45600756930341,8.191988886738445,1.0,21.0,-29.92059887788516,21.45733558937023,18.25,True,20,True,False,,,,,False,HISTORICAL_PIT_DISTRIBUTION,6.092857247848332,False,False,11.185714495696663,-15.0,20.0,False,False,12.348585601421005,-20.0,50.0,False,False,8.526724981015796,2.0,35.0,False,False,71.45600756930341,-50.0,150.0,False,False,8.191988886738445,3.0,20.0,False,False,1.0,0.0,3.0,False,False
SM,ep,2026Q1,PRODUCTION_PLUS_REALIZED_PRICE,V3.5.3_GROUPED_REVENUE_PLUS_CONDITIONAL_COST_REINVESTMENT,BASE,0.6,DEFAULT_SCENARIO_WEIGHT_NOT_EMPIRICAL_PROBABILITY,0.6,PROBABLE,PROBABLE,PASS,17.33508493804462,36.89338983505117,21.81220528458439,21.81220528458439,9.66754246902231,44.32171045013395,6.691988886738445,2.0,21.0,-29.92059887788516,21.45733558937023,18.25,True,20,True,False,,,,,False,HISTORICAL_PIT_DISTRIBUTION,9.667542469022308,False,False,17.33508493804462,-15.0,20.0,False,False,36.89338983505117,-20.0,50.0,False,False,21.81220528458439,3.0,35.0,False,False,44.32171045013395,-50.0,150.0,False,False,6.691988886738445,3.0,20.0,False,False,2.0,0.0,3.0,False,False
SM,ep,2026Q1,PRODUCTION_PLUS_REALIZED_PRICE,V3.5.3_GROUPED_REVENUE_PLUS_CONDITIONAL_COST_REINVESTMENT,BULL,0.2,DEFAULT_SCENARIO_WEIGHT_NOT_EMPIRICAL_PROBABILITY,0.2,PLAUSIBLE,PLAUSIBLE,PASS,20.0,45.89777486881735,32.575634169942546,32.575634169942546,11.25,34.53501454894268,5.691988886738445,2.5,21.0,-29.92059887788516,21.45733558937023,18.25,True,20,True,False,,,,,False,HISTORICAL_PIT_DISTRIBUTION,11.25,False,False,27.48884643335021,-15.0,20.0,False,True,45.89777486881735,-20.0,50.0,False,False,32.575634169942546,3.5,35.0,False,False,34.53501454894268,-50.0,150.0,False,False,5.691988886738445,3.0,20.0,False,False,2.5,0.0,3.0,False,False
VLO,refining,2026Q1,THROUGHPUT_PLUS_REFINING_MARGIN,P2.1_REVENUE_PLUS_THROUGHPUT_CRACK_CAPTURE_BRIDGE,BEAR,0.2,DEFAULT_SCENARIO_WEIGHT_NOT_EMPIRICAL_PROBABILITY,0.2,PLAUSIBLE,PLAUSIBLE,PASS,-1.2511354508385346,1.6993688388970805,4.395519911131764,4.395519911131764,-0.1255677254192673,-2.8567206600808226,8.742357494886228,1.0,23.2733604178758,2185.6881230276304,-6.5696567652832,-6.5696567652832,False,20,True,True,48.899647380281166,18.25,-12.258368174067055,18.25,True,PHASE2_4_REFINING_SELECTED_RESEARCH_ROUTE,-0.1255677254192673,False,False,-1.2511354508385346,-15.0,20.0,False,False,1.6993688388970805,-10.0,20.0,False,False,4.395519911131764,2.0,35.0,False,False,-2.8567206600808226,-50.0,150.0,False,False,8.742357494886228,3.0,20.0,False,False,1.0,0.0,3.0,False,False
VLO,refining,2026Q1,THROUGHPUT_PLUS_REFINING_MARGIN,P2.1_REVENUE_PLUS_THROUGHPUT_CRACK_CAPTURE_BRIDGE,BASE,0.6,DEFAULT_SCENARIO_WEIGHT_NOT_EMPIRICAL_PROBABILITY,0.6,PROBABLE,PROBABLE,PASS,-0.1984825340406651,4.430792090745537,12.478005151680483,12.478005151680483,0.9007587329796675,7.218771927324916,7.242357494886227,2.0,23.2733604178758,2185.6881230276304,-6.5696567652832,-6.5696567652832,False,20,True,True,48.899647380281166,18.25,-12.258368174067055,18.25,True,PHASE2_4_REFINING_SELECTED_RESEARCH_ROUTE,0.9007587329796675,False,False,-0.1984825340406651,-15.0,20.0,False,False,4.430792090745537,-10.0,20.0,False,False,12.478005151680483,3.0,35.0,False,False,7.218771927324916,-50.0,150.0,False,False,7.242357494886227,3.0,20.0,False,False,2.0,0.0,3.0,False,False
VLO,refining,2026Q1,THROUGHPUT_PLUS_REFINING_MARGIN,P2.1_REVENUE_PLUS_THROUGHPUT_CRACK_CAPTURE_BRIDGE,BULL,0.2,DEFAULT_SCENARIO_WEIGHT_NOT_EMPIRICAL_PROBABILITY,0.2,PLAUSIBLE,PLAUSIBLE,PASS,12.673365968290824,8.497572500292941,32.11635581456296,32.11635581456296,7.586682984145412,23.622490135400977,6.242357494886227,2.5,23.2733604178758,2185.6881230276304,-6.5696567652832,-6.5696567652832,False,20,True,True,48.899647380281166,18.25,-12.258368174067055,18.25,True,PHASE2_4_REFINING_SELECTED_RESEARCH_ROUTE,7.586682984145413,False,False,12.673365968290824,-15.0,20.0,False,False,8.497572500292941,-10.0,20.0,False,False,32.11635581456296,3.5,35.0,False,False,23.622490135400977,-50.0,150.0,False,False,6.242357494886227,3.0,20.0,False,False,2.5,0.0,3.0,False,False
WMB,midstream,2026Q1,VOLUME_PLUS_FEE_PLUS_ADJUSTED_EBITDA,LAG_ADJUSTED_EBITDA_PLUS_VOLUME_FEE_BRIDGE,BEAR,0.2,DEFAULT_SCENARIO_WEIGHT_NOT_EMPIRICAL_PROBABILITY,0.2,POSSIBLE,POSSIBLE,PASS,3.3566598265401377,20.90714051765522,4.9928511702714475,4.9928511702714475,2.178329913270069,43.62897749166513,7.634673098095728,1.0,21.10726643598616,25.06915530813766,5.798919235456756,5.798919235456756,False,20,True,True,6.25,6.25,-4.15,11.15,False,MIDSTREAM_LATEST_ADJUSTED_EBITDA_YOY_ANCHOR,2.178329913270069,False,False,3.3566598265401377,-5.0,12.0,False,False,20.90714051765522,0.0,40.0,False,False,4.9928511702714475,2.0,20.0,False,False,43.62897749166513,-50.0,150.0,False,False,7.634673098095728,3.0,20.0,False,False,1.0,0.0,3.0,False,False
WMB,midstream,2026Q1,VOLUME_PLUS_FEE_PLUS_ADJUSTED_EBITDA,LAG_ADJUSTED_EBITDA_PLUS_VOLUME_FEE_BRIDGE,BASE,0.6,DEFAULT_SCENARIO_WEIGHT_NOT_EMPIRICAL_PROBABILITY,0.6,PROBABLE,PROBABLE,PASS,5.852238376502766,26.336878190587203,6.835840400226502,6.835840400226502,3.926119188251383,57.43433079744362,6.134673098095728,2.0,21.10726643598616,25.06915530813766,5.798919235456756,5.798919235456756,False,20,True,True,6.25,6.25,-4.15,11.15,False,MIDSTREAM_LATEST_ADJUSTED_EBITDA_YOY_ANCHOR,3.9261191882513833,False,False,5.852238376502766,-5.0,12.0,False,False,26.336878190587203,0.0,40.0,False,False,6.835840400226502,3.0,20.0,False,False,57.43433079744362,-50.0,150.0,False,False,6.134673098095728,3.0,20.0,False,False,2.0,0.0,3.0,False,False
WMB,midstream,2026Q1,VOLUME_PLUS_FEE_PLUS_ADJUSTED_EBITDA,LAG_ADJUSTED_EBITDA_PLUS_VOLUME_FEE_BRIDGE,BULL,0.2,DEFAULT_SCENARIO_WEIGHT_NOT_EMPIRICAL_PROBABILITY,0.2,PLAUSIBLE,PLAUSIBLE,PASS,8.961102169610086,34.01403672213361,8.326743699312928,8.326743699312928,5.730551084805043,68.82103366863439,5.134673098095728,2.5,21.10726643598616,25.06915530813766,5.798919235456756,5.798919235456756,False,20,True,True,6.25,6.25,-4.15,11.15,False,MIDSTREAM_LATEST_ADJUSTED_EBITDA_YOY_ANCHOR,5.730551084805042,False,False,8.961102169610086,-5.0,12.0,False,False,34.01403672213361,0.0,40.0,False,False,8.326743699312928,3.5,20.0,False,False,68.82103366863439,-50.0,150.0,False,False,5.134673098095728,3.0,20.0,False,False,2.5,0.0,3.0,False,False
XOM,integrated,2026Q1,SEGMENT_EARNINGS,SEGMENT_EARNINGS_DOWNSTREAM_CANDIDATE_OTHER_BASELINE,BEAR,0.2,DEFAULT_SCENARIO_WEIGHT_NOT_EMPIRICAL_PROBABILITY,0.2,PLAUSIBLE,PLAUSIBLE,PASS,2.287169897284816,11.553858262047745,10.233962587831419,10.233962587831419,1.643584948642408,16.06010315688172,8.163191622589194,1.0,35.0,-85.81049838200038,-7.933895196376994e-06,-7.933895196376994e-06,False,20,True,True,35.177723233510385,13.75,-8.75,13.75,True,PHASE2_4_INTEGRATED_SELECTED_RESEARCH_ROUTE,1.643584948642408,False,False,2.287169897284816,-10.0,15.0,False,False,11.553858262047745,-5.0,30.0,False,False,10.233962587831419,2.0,30.0,False,False,16.06010315688172,-50.0,150.0,False,False,8.163191622589194,3.0,20.0,False,False,1.0,0.0,3.0,False,False
XOM,integrated,2026Q1,SEGMENT_EARNINGS,SEGMENT_EARNINGS_DOWNSTREAM_CANDIDATE_OTHER_BASELINE,BASE,0.6,DEFAULT_SCENARIO_WEIGHT_NOT_EMPIRICAL_PROBABILITY,0.6,PROBABLE,PROBABLE,PASS,3.5041267492890857,14.29580533887938,13.764362164705787,13.764362164705787,2.7520633746445426,19.994122079273026,6.663191622589194,2.0,35.0,-85.81049838200038,-7.933895196376994e-06,-7.933895196376994e-06,False,20,True,True,35.177723233510385,13.75,-8.75,13.75,True,PHASE2_4_INTEGRATED_SELECTED_RESEARCH_ROUTE,2.752063374644542,False,False,3.5041267492890857,-10.0,15.0,False,False,14.29580533887938,-5.0,30.0,False,False,13.764362164705787,3.0,30.0,False,False,19.994122079273026,-50.0,150.0,False,False,6.663191622589194,3.0,20.0,False,False,2.0,0.0,3.0,False,False
XOM,integrated,2026Q1,SEGMENT_EARNINGS,SEGMENT_EARNINGS_DOWNSTREAM_CANDIDATE_OTHER_BASELINE,BULL,0.2,DEFAULT_SCENARIO_WEIGHT_NOT_EMPIRICAL_PROBABILITY,0.2,PLAUSIBLE,PLAUSIBLE,PASS,13.213047275056816,17.58498119219652,21.049837330939255,21.049837330939255,7.856523637528408,37.32344109842984,5.663191622589194,2.5,35.0,-85.81049838200038,-7.933895196376994e-06,-7.933895196376994e-06,False,20,True,True,35.177723233510385,13.75,-8.75,13.75,True,PHASE2_4_INTEGRATED_SELECTED_RESEARCH_ROUTE,7.856523637528409,False,False,13.213047275056816,-10.0,15.0,False,False,17.58498119219652,-5.0,30.0,False,False,21.049837330939255,3.5,30.0,False,False,37.32344109842984,-50.0,150.0,False,False,5.663191622589194,3.0,20.0,False,False,2.5,0.0,3.0,False,False
