ticker,subindustry,market_enterprise_value_usd,base_forward_enterprise_value_usd,our_base_growth_pct,market_implied_growth_pct,growth_solver_status,growth_solver_residual_pct_of_market_ev,growth_expectations_gap_pct_points,our_base_operating_margin_pct,market_implied_operating_margin_pct,operating_margin_solver_status,operating_margin_solver_residual_pct_of_market_ev,operating_margin_expectations_gap_pct_points,our_base_roic_pct,market_implied_roic_pct,roic_solver_status,roic_solver_residual_pct_of_market_ev,roic_expectations_gap_pct_points,our_competitive_advantage_period_years,market_implied_competitive_advantage_period_years,cap_solver_status,cap_solver_residual_pct_of_market_ev,cap_expectations_gap_years,reverse_dcf_method,production_eligible_x,probability_weighted_fair_value,default_scenario_weight_sum,market_price,probability_weighted_value_gap_pct,scenario_weight_interpretation,production_eligible_y
KMI,midstream,102170100933.41559,55991114100.32078,4.913425328077775,,UNBRACKETED_NO_SOLUTION_IN_DOMAIN,-45.165771769439765,,24.817492447049435,45.285859175550286,SOLVED,-1.0006243097026592e-12,-20.46836672850085,6.010553534390651,,UNBRACKETED_NO_SOLUTION_IN_DOMAIN,-15.375434602219428,,5,3,DISCRETE_NEAREST,-45.19495672854086,2,BRACKETED_CONTINUOUS_ROOT_OR_EXPLICIT_UNBRACKETED_STATUS,False,11.678362468281367,1.0,30.979999542236328,-62.303542153511756,DEFAULT_SCENARIO_WEIGHT_NOT_EMPIRICAL_PROBABILITY,False
MGY,ep,5473504046.376756,8472454848.64063,-0.4455998953782483,-21.66016617004061,SOLVED,5.470969470640825e-12,21.214566274662364,41.29734310200564,26.679537231160793,SOLVED,8.821502684667036e-11,14.617805870844848,25.54292009432819,4.356652555865911,SOLVED,-4.059668428851313e-12,21.18626753846228,5,20,DISCRETE_NEAREST,39.984558244184434,-15,BRACKETED_CONTINUOUS_ROOT_OR_EXPLICIT_UNBRACKETED_STATUS,False,51.5572175262981,1.0,28.13999938964844,83.21683953292445,DEFAULT_SCENARIO_WEIGHT_NOT_EMPIRICAL_PROBABILITY,False
MPC,refining,140536383333.56796,130553794122.00912,0.8236938929741809,5.802916863234714,SOLVED,1.5113690754788794e-11,-4.979222970260532,6.058791428111415,6.52206732409104,SOLVED,7.426554939853113e-12,-0.46327589597962504,13.610018212418565,26.001876767061184,SOLVED,-9.98676203753932e-11,-12.391858554642619,5,1,DISCRETE_NEAREST,-6.1472707726943545,4,BRACKETED_CONTINUOUS_ROOT_OR_EXPLICIT_UNBRACKETED_STATUS,False,485.7623338965054,1.0,360.7200012207031,34.664651877536535,DEFAULT_SCENARIO_WEIGHT_NOT_EMPIRICAL_PROBABILITY,False
MTDR,ep,11016201024.896656,29449750085.92203,11.768870097158958,,UNBRACKETED_NO_SOLUTION_IN_DOMAIN,13.651485554123793,,39.59633630670868,14.811711451940937,SOLVED,7.638951167421796e-11,24.784624854767742,22.66710344375829,4.264058300698707,SOLVED,-1.315866474895867e-11,18.403045143059583,5,1,DISCRETE_NEAREST,140.18210817220626,4,BRACKETED_CONTINUOUS_ROOT_OR_EXPLICIT_UNBRACKETED_STATUS,False,223.6377909102694,1.0,58.380001068115234,283.0726050335946,DEFAULT_SCENARIO_WEIGHT_NOT_EMPIRICAL_PROBABILITY,False
NOG,ep,5406816318.962444,9247813996.209562,12.54967667782221,-20.012380973319523,SOLVED,6.714927802939134e-11,32.562057651141735,27.106205283606503,15.847882876172662,SOLVED,6.6320274596929716e-12,11.258322407433841,15.178565310250514,5.639223979238704,SOLVED,-9.242506353401906e-11,9.53934133101181,5,1,DISCRETE_NEAREST,55.22227189407247,4,BRACKETED_CONTINUOUS_ROOT_OR_EXPLICIT_UNBRACKETED_STATUS,False,90.27542382982358,1.0,27.34000015258789,230.19540353323106,DEFAULT_SCENARIO_WEIGHT_NOT_EMPIRICAL_PROBABILITY,False
OVV,ep,25152662918.82,20218592518.77266,-8.361437580773632,11.244244507630356,SOLVED,1.69861177374711e-12,-19.605682088403988,22.898613370054363,28.4867061280529,SOLVED,-4.107000610095691e-11,-5.588092757998538,12.921181646212649,,UNBRACKETED_NO_SOLUTION_IN_DOMAIN,-17.01958052372242,,5,1,DISCRETE_NEAREST,-14.124932783242834,4,BRACKETED_CONTINUOUS_ROOT_OR_EXPLICIT_UNBRACKETED_STATUS,False,59.3540024716761,1.0,66.82,-11.173297707758001,DEFAULT_SCENARIO_WEIGHT_NOT_EMPIRICAL_PROBABILITY,False
PR,ep,23261182945.0,27758366490.689705,15.138106106573883,-0.6408477820223197,SOLVED,-4.755829527874641e-12,15.778953888596202,34.32143729725966,28.760958688799292,SOLVED,4.682032173131759e-11,5.560478608460372,11.228157047153477,8.063701532620328,SOLVED,7.109145173564335e-11,3.1644555145331488,5,2,DISCRETE_NEAREST,9.045353887636558,3,BRACKETED_CONTINUOUS_ROOT_OR_EXPLICIT_UNBRACKETED_STATUS,False,31.116710247235453,1.0,23.75,31.017727356780856,DEFAULT_SCENARIO_WEIGHT_NOT_EMPIRICAL_PROBABILITY,False
PSX,refining,112054086349.70947,93635822163.55981,2.8851435482731187,19.883245364530012,SOLVED,-2.7302772319103222e-11,-16.99810181625689,4.823112967044334,5.771824333845871,SOLVED,-5.3679565327633364e-11,-0.948711366801537,11.387449375081452,,UNBRACKETED_NO_SOLUTION_IN_DOMAIN,-1.1530077635895823,,5,20,DISCRETE_NEAREST,-14.46577275902473,-15,BRACKETED_CONTINUOUS_ROOT_OR_EXPLICIT_UNBRACKETED_STATUS,False,268.8437554441165,1.0,242.8699951171875,10.694511816659924,DEFAULT_SCENARIO_WEIGHT_NOT_EMPIRICAL_PROBABILITY,False
RRC,ep,10493656908.57792,11363438932.027668,-6.943174724937089,-12.959385785507038,SOLVED,-1.286875341738473e-11,6.016211060569949,30.268185113006247,27.951393211260438,SOLVED,1.1760004888485762e-11,2.316791901745809,11.729776689472088,6.131551737958218,SOLVED,5.107513715091962e-12,5.59822495151387,5,10,DISCRETE_NEAREST,-0.1800762501665671,-5,BRACKETED_CONTINUOUS_ROOT_OR_EXPLICIT_UNBRACKETED_STATUS,False,42.06198474846197,1.0,41.060001373291016,2.4402906518720346,DEFAULT_SCENARIO_WEIGHT_NOT_EMPIRICAL_PROBABILITY,False
SLB,services,88565754601.17613,82653753140.46674,8.727281333669472,14.01123689650558,SOLVED,4.0728809353215823e-11,-5.283955562836107,15.63709896593311,16.755578749551205,SOLVED,-5.840552610296178e-12,-1.1184797836180955,14.384734116103347,20.665945135359657,SOLVED,-6.200633877420632e-11,-6.281211019256309,5,9,DISCRETE_NEAREST,-0.10596834841650672,-4,BRACKETED_CONTINUOUS_ROOT_OR_EXPLICIT_UNBRACKETED_STATUS,False,53.41206827987101,1.0,53.869998931884766,-0.8500661984285229,DEFAULT_SCENARIO_WEIGHT_NOT_EMPIRICAL_PROBABILITY,False
SM,ep,10041861860.113743,28356136968.84457,17.33508493804462,,UNBRACKETED_NO_SOLUTION_IN_DOMAIN,13.053576186002017,,36.89338983505117,13.065190250781598,SOLVED,7.217710127517531e-11,23.82819958426957,21.81220528458439,4.904575147860532,SOLVED,9.667932776069535e-12,16.90763013672386,5,2,DISCRETE_NEAREST,140.42840293849392,3,BRACKETED_CONTINUOUS_ROOT_OR_EXPLICIT_UNBRACKETED_STATUS,False,118.29397713062447,1.0,37.20000076293945,217.99455565730793,DEFAULT_SCENARIO_WEIGHT_NOT_EMPIRICAL_PROBABILITY,False
VLO,refining,111383965978.9187,67465388851.156235,-0.1984825340406651,49.88817533641122,SOLVED,-2.885066040089387e-11,-50.08665787045189,4.430792090745537,7.315146386899869,SOLVED,1.3644471870508214e-11,-2.8843542961543323,12.478005151680483,,UNBRACKETED_NO_SOLUTION_IN_DOMAIN,-31.65748656356372,,5,1,DISCRETE_NEAREST,-38.478074058720495,4,BRACKETED_CONTINUOUS_ROOT_OR_EXPLICIT_UNBRACKETED_STATUS,False,291.4873669956377,1.0,348.8599853515625,-16.445743497382704,DEFAULT_SCENARIO_WEIGHT_NOT_EMPIRICAL_PROBABILITY,False
WMB,midstream,117518145087.24384,43895143359.50646,5.852238376502766,,UNBRACKETED_NO_SOLUTION_IN_DOMAIN,-61.84997226953127,,26.336878190587203,,UNBRACKETED_NO_SOLUTION_IN_DOMAIN,-14.906086180274844,,6.835840400226502,,UNBRACKETED_NO_SOLUTION_IN_DOMAIN,-45.30727146048652,,5,20,DISCRETE_NEAREST,-61.13795037483333,-15,BRACKETED_CONTINUOUS_ROOT_OR_EXPLICIT_UNBRACKETED_STATUS,False,15.223740390628983,1.0,70.48999786376953,-78.40297793730862,DEFAULT_SCENARIO_WEIGHT_NOT_EMPIRICAL_PROBABILITY,False
XOM,integrated,715682228447.695,593448049801.68,3.5041267492890857,17.11672080575954,SOLVED,4.2419506188658636e-11,-13.612594056470456,14.29580533887938,17.240352926950436,SOLVED,7.598669082045606e-11,-2.9445475880710568,13.764362164705787,,UNBRACKETED_NO_SOLUTION_IN_DOMAIN,-5.214665076439393,,5,20,DISCRETE_NEAREST,-12.747273398803937,-15,BRACKETED_CONTINUOUS_ROOT_OR_EXPLICIT_UNBRACKETED_STATUS,False,158.5075616716597,1.0,165.11000061035156,-3.9988122550330463,DEFAULT_SCENARIO_WEIGHT_NOT_EMPIRICAL_PROBABILITY,False
