surface,x_value_pct,y_value_pct,median_value_gap_pct,q25_value_gap_pct,q75_value_gap_pct,tickers_below_market,tickers_above_market
GROWTH_X_NORMALIZED_ROIC,15.0,14.0,100.77445951965788,63.98577687719681,185.85542929821952,1,13
GROWTH_X_NORMALIZED_ROIC,15.0,18.0,117.41638482811112,69.94811117080081,204.09654682496674,0,14
GROWTH_X_NORMALIZED_ROIC,15.0,22.0,125.02499120253658,74.73902510042846,215.06190857583354,0,14
GROWTH_X_NORMALIZED_ROIC,15.0,26.0,129.47628597491305,77.63221412895048,222.23502451240023,0,14
GROWTH_X_OPERATING_MARGIN,-5.0,12.0,-52.04936256486361,-62.158171783319716,-43.46423886149514,14,0
GROWTH_X_OPERATING_MARGIN,-5.0,17.0,-28.979920554972168,-38.28445361163554,-4.143519137127033,11,3
GROWTH_X_OPERATING_MARGIN,-5.0,22.0,-7.3994193152025165,-15.953973100096182,34.79451288393976,8,6
GROWTH_X_OPERATING_MARGIN,-5.0,27.0,17.488229073064787,5.825233368343547,72.40969791816106,3,11
GROWTH_X_OPERATING_MARGIN,-5.0,32.0,42.375877461332095,21.356782885614205,111.84311419144859,1,13
GROWTH_X_OPERATING_MARGIN,-5.0,37.0,67.26352584959938,40.590879876022555,151.21505513450035,0,14
GROWTH_X_OPERATING_MARGIN,0.0,12.0,-45.280394337918295,-51.78325997495299,-29.204301353898668,14,0
GROWTH_X_OPERATING_MARGIN,0.0,17.0,-21.058119995708026,-30.58094701854337,8.150560451604866,10,4
GROWTH_X_OPERATING_MARGIN,0.0,22.0,2.31631104062377,-7.546027623970625,46.59737920226958,7,7
GROWTH_X_OPERATING_MARGIN,0.0,27.0,28.114725803285324,14.4385352438735,86.8466039810825,2,12
GROWTH_X_OPERATING_MARGIN,0.0,32.0,54.49808959325698,32.79396347795069,127.0958287598954,1,13
GROWTH_X_OPERATING_MARGIN,0.0,37.0,80.88145338322863,55.33979190294116,168.7552327594242,0,14
GROWTH_X_OPERATING_MARGIN,5.0,12.0,-38.020609090761084,-45.08594846884357,-22.327231975390063,12,2
GROWTH_X_OPERATING_MARGIN,5.0,17.0,-12.581978215498918,-22.76676205074618,18.503267811714636,8,6
GROWTH_X_OPERATING_MARGIN,5.0,22.0,12.856652659763256,2.086404780304024,61.165589692030835,3,11
GROWTH_X_OPERATING_MARGIN,5.0,27.0,39.14677722967369,24.78380367636403,105.98821715670837,1,13
GROWTH_X_OPERATING_MARGIN,5.0,32.0,67.02688200740882,47.74767177743487,150.81084462138583,0,14
GROWTH_X_OPERATING_MARGIN,5.0,37.0,94.90698678514389,71.06379510870393,187.15476683390713,0,14
GROWTH_X_OPERATING_MARGIN,10.0,12.0,-30.916762327672217,-40.297380759031526,-6.071867094168682,11,3
GROWTH_X_OPERATING_MARGIN,10.0,17.0,-5.067468006616638,-16.087623130417796,39.69128837789216,8,6
GROWTH_X_OPERATING_MARGIN,10.0,22.0,21.42696811475652,12.641982186563123,85.97330346573581,3,11
GROWTH_X_OPERATING_MARGIN,10.0,27.0,48.54366867769821,38.76300960183441,126.81509211559361,1,13
GROWTH_X_OPERATING_MARGIN,10.0,32.0,77.57558825422572,63.010024041184344,167.60477767564754,0,14
GROWTH_X_OPERATING_MARGIN,10.0,37.0,106.66209721040288,86.93700282961252,202.4383372875297,0,14
GROWTH_X_OPERATING_MARGIN,15.0,12.0,-24.9557097525673,-35.87598776530599,10.031621142610849,10,4
GROWTH_X_OPERATING_MARGIN,15.0,17.0,1.9351910050512955,-12.978462214829852,59.71898968944933,6,8
GROWTH_X_OPERATING_MARGIN,15.0,22.0,28.826091762669893,16.081906650300503,101.88857293770744,3,11
GROWTH_X_OPERATING_MARGIN,15.0,27.0,55.71699252028846,45.09684680414783,143.94355320260962,0,14
GROWTH_X_OPERATING_MARGIN,15.0,32.0,83.90932829116616,73.21041583332732,185.99853346751172,0,14
GROWTH_X_OPERATING_MARGIN,15.0,37.0,112.45820365614091,97.44426422108421,221.49755703897074,0,14
TERMINAL_MARGIN_X_WACC,12.0,6.5,-17.083269892562807,-34.41477161133001,17.689763980032268,8,6
TERMINAL_MARGIN_X_WACC,12.0,7.5,-32.650944437544005,-49.83448476120564,-14.938108519724448,12,2
TERMINAL_MARGIN_X_WACC,12.0,8.5,-43.64553224600221,-59.730265894559686,-34.885755958464,14,0
TERMINAL_MARGIN_X_WACC,12.0,9.5,-54.79836059854932,-66.926600334416,-47.12317939483319,14,0
TERMINAL_MARGIN_X_WACC,12.0,10.5,-64.02667633579762,-72.24725468082772,-56.34455742213888,14,0
TERMINAL_MARGIN_X_WACC,17.0,6.5,4.734733717620376,-16.768450726295587,57.62637679791153,5,9
TERMINAL_MARGIN_X_WACC,17.0,7.5,-16.945197831974124,-36.497304839205455,15.094025988066914,8,6
TERMINAL_MARGIN_X_WACC,17.0,8.5,-30.17812921685527,-49.02752341070065,-12.407472941997309,12,2
TERMINAL_MARGIN_X_WACC,17.0,9.5,-39.506058457759295,-57.808093483505274,-30.82001128835868,14,0
TERMINAL_MARGIN_X_WACC,17.0,10.5,-50.143020318280804,-64.63324340252476,-43.938094506231444,14,0
TERMINAL_MARGIN_X_WACC,22.0,6.5,28.513623244275156,0.8778701587388653,95.30780186658497,4,10
TERMINAL_MARGIN_X_WACC,22.0,7.5,-1.2394512264042534,-23.160124917205287,45.74017056728136,8,6
TERMINAL_MARGIN_X_WACC,22.0,8.5,-17.680045254737582,-38.463197875167744,11.870474664636916,9,5
TERMINAL_MARGIN_X_WACC,22.0,9.5,-29.25830375047525,-49.106948605609546,-11.750250647236888,11,3
TERMINAL_MARGIN_X_WACC,22.0,10.5,-37.89545869245097,-57.019232124221794,-29.171413904373047,14,0
TERMINAL_MARGIN_X_WACC,27.0,6.5,52.292512770929946,21.54367343613223,133.85060300632568,1,13
TERMINAL_MARGIN_X_WACC,27.0,7.5,16.78442810771881,-9.822944995205102,76.66788929162843,4,10
TERMINAL_MARGIN_X_WACC,27.0,8.5,-5.18196129261988,-27.89887233963482,37.40619376175427,8,6
TERMINAL_MARGIN_X_WACC,27.0,9.5,-19.010549043191197,-40.47615034165702,9.165730506507348,9,5
TERMINAL_MARGIN_X_WACC,27.0,10.5,-29.310819620574847,-49.747528288985244,-11.699057377787964,11,3
TERMINAL_MARGIN_X_WACC,32.0,6.5,76.07140229758474,45.32645141695954,173.01964539313397,1,13
TERMINAL_MARGIN_X_WACC,32.0,7.5,34.852678380570396,7.5898109469575035,105.38510836627738,3,11
TERMINAL_MARGIN_X_WACC,32.0,8.5,8.293700508019219,-16.97345578248658,62.9419128588716,5,9
TERMINAL_MARGIN_X_WACC,32.0,9.5,-8.762794335907154,-31.698606244135227,30.08171166025159,8,6
TERMINAL_MARGIN_X_WACC,32.0,10.5,-20.726180548698736,-42.41105778412779,5.8064051016930645,10,4
TERMINAL_MARGIN_X_WACC,37.0,6.5,99.85029182423952,68.82705485787824,206.55052061594955,1,13
TERMINAL_MARGIN_X_WACC,37.0,7.5,52.92092865342198,25.74467622883185,132.7577301994609,1,13
TERMINAL_MARGIN_X_WACC,37.0,8.5,22.663726443871447,-2.4908241917760776,85.1266085427284,4,10
TERMINAL_MARGIN_X_WACC,37.0,9.5,1.4849603713768644,-22.415898547754935,50.18092182266045,5,9
TERMINAL_MARGIN_X_WACC,37.0,10.5,-12.141541476822626,-35.064296996717545,22.64316713920545,9,5
