ticker,quarter,ma_event,ma_window,mna_jump_allow,total_production_raw,oil_production_raw,total_oil_ratio,oil_qc_flag,total_production_clean,oil_production_clean,production_qoq_log_raw,production_qoq_threshold,pending_regime_value,pending_regime_quarter,total_prod_yoy_raw,total_prod_yoy_clean,total_qc_flag,production_qc_flag
DVN,2018Q4,0.0,1.0,1.0,61.0,,,MISSING,61.0,,-192.4607568351445,35.0,,,-219.5401422774704,,MNA_JUMP_ACCEPTED,MNA_JUMP_ACCEPTED
DVN,2019Q1,0.0,1.0,1.0,29.0,163.0,0.17791411042944785,REJECT_OIL_RATIO,29.0,,-74.35780341868373,35.0,,,,,MNA_JUMP_ACCEPTED,MNA_JUMP_ACCEPTED
DVN,2019Q2,1.0,1.0,1.0,149.0,153.0,0.9738562091503268,REJECT_OIL_RATIO,149.0,,163.66504759589853,35.0,,,-128.94729729010223,-128.94729729010223,MNA_JUMP_ACCEPTED,MNA_JUMP_ACCEPTED
DVN,2019Q3,0.0,1.0,1.0,155.0,146.0,1.0616438356164384,REJECT_OIL_RATIO,155.0,,3.947881097378742,35.0,,,-99.20563156055097,-99.20563156055097,OK,OK
DVN,2019Q4,0.0,1.0,1.0,584.0,156.0,3.7435897435897436,OK,584.0,156.0,132.64758659089804,35.0,,,225.90271186549157,225.90271186549157,MNA_JUMP_ACCEPTED,MNA_JUMP_ACCEPTED
DVN,2020Q1,0.0,1.0,1.0,162.0,,,MISSING,162.0,,-128.2304647595843,35.0,,,172.03005052459102,172.03005052459102,MNA_JUMP_ACCEPTED,MNA_JUMP_ACCEPTED
DVN,2020Q2,0.0,1.0,1.0,24.0,,,MISSING,24.0,,-190.95425048844385,35.0,,,-182.58924755975136,-182.58924755975136,MNA_JUMP_ACCEPTED,MNA_JUMP_ACCEPTED
DVN,2020Q3,0.0,0.0,0.0,,,,MISSING,,,,,,,,,MISSING,MISSING
DVN,2020Q4,1.0,1.0,1.0,409.0,,,MISSING,409.0,,283.56613256948566,49.49747468305833,,,-35.61858267854254,-35.61858267854254,MNA_JUMP_ACCEPTED,MNA_JUMP_ACCEPTED
DVN,2021Q1,1.0,1.0,1.0,,,,MISSING,,,,,,,,,MISSING,MISSING
DVN,2021Q2,0.0,1.0,1.0,358.0,291.0,1.2302405498281788,OK,358.0,291.0,-13.318216964210139,49.49747468305833,,,270.24791560527547,270.24791560527547,OK,OK
DVN,2021Q3,0.0,1.0,1.0,,,,MISSING,,,,,,,,,MISSING,MISSING
DVN,2021Q4,0.0,1.0,1.0,416.0,,,MISSING,416.0,,15.015227386056306,49.49747468305833,,,1.6970104218461561,1.6970104218461561,OK,OK
DVN,2022Q1,0.0,1.0,1.0,394.0,,,MISSING,394.0,,-5.43343509633295,35.0,,,,,OK,OK
DVN,2022Q2,0.0,0.0,0.0,74.0,,,MISSING,,,-167.2285816093764,35.0,74.0,2022Q2,-157.64678931965307,,REJECT_QOQ_JUMP_PENDING,REJECT_QOQ_JUMP_PENDING
DVN,2022Q3,0.0,0.0,0.0,,,,MISSING,,,,,,,,,MISSING,MISSING
DVN,2022Q4,0.0,0.0,0.0,407.0,,,MISSING,407.0,,3.2462276144661106,55.0,,,-2.187207481866833,-2.187207481866833,OK,OK
DVN,2023Q1,0.0,0.0,0.0,68.0,320.0,0.2125,REJECT_OIL_RATIO,,,-178.93054802664884,35.0,68.0,2023Q1,-175.68432041218273,,REJECT_QOQ_JUMP_PENDING,REJECT_QOQ_JUMP_PENDING
DVN,2023Q2,0.0,0.0,0.0,420.0,323.0,1.3003095975232197,OK,420.0,323.0,3.1441525834819095,49.49747468305833,,,173.6189618073244,,OK,OK
DVN,2023Q3,0.0,0.0,0.0,,321.0,,OK,,,,,,,,,MISSING,MISSING
DVN,2023Q4,0.0,0.0,0.0,,,,MISSING,,,,,,,,,MISSING,MISSING
DVN,2024Q1,0.0,0.0,0.0,,319.0,,OK,,,,,,,,,MISSING,MISSING
DVN,2024Q2,0.0,0.0,0.0,,,,MISSING,,,,,,,,,MISSING,MISSING
DVN,2024Q3,0.0,0.0,0.0,,,,MISSING,,,,,,,,,MISSING,MISSING
DVN,2024Q4,0.0,0.0,0.0,,,,MISSING,,,,,,,,,MISSING,MISSING
DVN,2025Q1,0.0,0.0,0.0,851.0,390.0,2.182051282051282,OK,,,70.61574172959601,55.0,851.0,2025Q1,,,REJECT_QOQ_JUMP_PENDING,REJECT_QOQ_JUMP_PENDING
DVN,2025Q2,0.0,0.0,0.0,841.0,387.0,2.1731266149870803,OK,841.0,387.0,69.4336948695534,55.0,,,,,NEW_REGIME_CONFIRMED,NEW_REGIME_CONFIRMED
DVN,2025Q3,0.0,0.0,0.0,853.0,390.0,2.187179487179487,OK,853.0,390.0,1.4167887518731108,35.0,,,,,OK,OK
DVN,2025Q4,0.0,0.0,0.0,,,,MISSING,,,,,,,,,MISSING,MISSING
DVN,2026Q1,0.0,0.0,0.0,833.0,387.0,2.152454780361757,OK,833.0,387.0,-2.3725905324836454,49.49747468305833,,,-2.13784864065314,,OK,OK
DVN,2026Q2,1.0,1.0,1.0,1359.0,503.0,2.701789264413519,OK,1359.0,503.0,48.9470771984301,35.0,,,47.991275417819566,47.991275417819566,MNA_JUMP_ACCEPTED,MNA_JUMP_ACCEPTED
DVN,2026Q3,0.0,1.0,1.0,,,,MISSING,,,,,,,,,MISSING,MISSING
