ticker,quarter,ma_event,ma_window,mna_jump_allow,total_production_raw,oil_production_raw,total_oil_ratio,total_production_clean,oil_production_clean,production_qoq_log_raw,production_qoq_threshold,total_prod_yoy_raw,total_prod_yoy_clean,production_qc_flag
FANG,2023Q1,0.0,0.0,0.0,425.0,251.4,1.690533015115354,425.0,251.4,-3.4685557987889983,35.0,10.824047575809821,10.824047575809821,OK
FANG,2023Q2,0.0,0.0,0.0,449.9,263.1,1.7099961991638157,449.9,263.1,5.6936166922709734,35.0,16.7539158545386,16.7539158545386,OK
FANG,2023Q3,0.0,0.0,0.0,452.8,266.1,1.7016159338594512,452.8,266.1,0.6425191041846547,35.0,220.34275214608274,,OK
FANG,2023Q4,0.0,0.0,0.0,466.0,275.0,1.6945454545454546,466.0,275.0,2.873510723667268,35.0,5.741090721333902,5.741090721333902,OK
FANG,2024Q1,0.0,0.0,0.0,461.1,273.3,1.6871569703622393,461.1,273.3,-1.0570694912985985,35.0,8.15257702882431,8.15257702882431,OK
FANG,2024Q2,0.0,0.0,0.0,474.7,276.1,1.7193045997826872,474.7,276.1,2.906808634461231,35.0,5.365768971014577,5.365768971014577,OK
FANG,2024Q3,1.0,1.0,1.0,571.1,321.1,1.7785736530675802,571.1,321.1,18.488130011354492,35.0,23.211379878184413,23.211379878184413,OK
FANG,2024Q4,0.0,1.0,1.0,909.0,498.0,1.8253012048192772,909.0,498.0,46.478076850666156,35.0,66.81594600518329,66.81594600518329,OK
FANG,2025Q1,0.0,1.0,0.0,850.7,475.9,1.7875604118512294,850.7,475.9,-6.628555419564018,35.0,61.24446007691788,61.24446007691788,OK
FANG,2025Q2,0.0,1.0,0.0,919.9,495.7,1.8557595319749849,919.9,495.7,7.820542850127282,35.0,66.15819429258391,66.15819429258391,OK
FANG,2025Q3,0.0,1.0,0.0,942.9,503.8,1.871576022231044,942.9,503.8,2.4695263988520098,35.0,50.139590680081426,50.139590680081426,OK
FANG,2025Q4,0.0,0.0,0.0,969.1,512.8,1.889820592823713,969.1,512.8,2.740757326887289,35.0,6.402271156302564,6.402271156302564,OK
FANG,2026Q1,0.0,0.0,0.0,979.4,521.0,1.8798464491362763,979.4,521.0,1.0572333527712567,35.0,14.088059928637827,14.088059928637827,OK
FANG,2026Q2,0.0,0.0,0.0,1018.0,525.0,1.9390476190476191,1018.0,525.0,3.8655057842251073,35.0,10.13302286273566,10.13302286273566,OK
FANG,2026Q3,0.0,0.0,0.0,,,,,,,,,,MISSING
