forecast_as_of,model_version,sector,subindustry,ticker,target_period,input_hash,revenue_forecast_usd,ebit_forecast_usd,margin_forecast_pct,fcff_forecast_usd,roic_forecast_pct,forward_dcf_value_per_share,reverse_dcf_metric,reverse_dcf_value,expectations_gap_pct,consensus_value_usd,consensus_as_of,source_manifest_sha256,created_at
2026-09-03,ENERGY_VALUATION_V1_1,Energy,ep,FANG,2027Q1,4cc12f89b16ee036f590436d87ef3b06cd99327475dd0e64f1933c6ea2a65448,17730993709.826157,8292127749.7403555,46.766288937009925,-563060191.1960993,15.247841184290348,549.8987196038124,MARKET_IMPLIED_OPERATING_MARGIN_PCT,22.243132302188314,160.961805437663,4217711343.0,2026-07-31,671b5b5af4d8ac3de7c7098cb6238eab687124724f41146fad57625b8d092601,2026-09-02T16:40:50+00:00
2026-09-03,ENERGY_VALUATION_V1_1,Energy,services,HAL,2027Q1,4cc12f89b16ee036f590436d87ef3b06cd99327475dd0e64f1933c6ea2a65448,22972794066.345203,3054125801.3184752,13.29453349252246,1855357953.1443229,14.216627513592616,52.12241636267776,MARKET_IMPLIED_OPERATING_MARGIN_PCT,10.606080035708146,47.48844407931028,5645981902.0,2026-07-31,671b5b5af4d8ac3de7c7098cb6238eab687124724f41146fad57625b8d092601,2026-09-02T16:40:50+00:00
2026-09-03,ENERGY_VALUATION_V1_1,Energy,midstream,KMI,2027Q1,4cc12f89b16ee036f590436d87ef3b06cd99327475dd0e64f1933c6ea2a65448,18385028654.492348,4562703097.716513,24.817492447049435,647266804.9946847,6.010553534390651,11.678362468281367,MARKET_IMPLIED_OPERATING_MARGIN_PCT,45.285859175550286,-62.30354215351176,4866782267.0,2026-07-31,671b5b5af4d8ac3de7c7098cb6238eab687124724f41146fad57625b8d092601,2026-09-02T16:40:50+00:00
2026-09-03,ENERGY_VALUATION_V1_1,Energy,ep,MGY,2027Q1,4cc12f89b16ee036f590436d87ef3b06cd99327475dd0e64f1933c6ea2a65448,1314173831.8450658,542718876.2938315,41.29734310200564,457430716.5554722,25.54292009432819,51.5572175262981,MARKET_IMPLIED_OPERATING_MARGIN_PCT,26.679537231160797,83.21683953292445,591914561.0,2026-07-31,671b5b5af4d8ac3de7c7098cb6238eab687124724f41146fad57625b8d092601,2026-09-02T16:40:50+00:00
2026-09-03,ENERGY_VALUATION_V1_1,Energy,refining,MPC,2027Q1,4cc12f89b16ee036f590436d87ef3b06cd99327475dd0e64f1933c6ea2a65448,136497133266.18633,8270076609.949511,6.058791428111415,6394484861.674786,13.610018212418565,485.7623338965054,MARKET_IMPLIED_OPERATING_MARGIN_PCT,6.52206732409104,34.664651877536535,36076457879.0,2026-07-31,671b5b5af4d8ac3de7c7098cb6238eab687124724f41146fad57625b8d092601,2026-09-02T16:40:50+00:00
2026-09-03,ENERGY_VALUATION_V1_1,Energy,ep,MTDR,2027Q1,4cc12f89b16ee036f590436d87ef3b06cd99327475dd0e64f1933c6ea2a65448,4014676341.011397,1589664745.612739,39.59633630670868,603799445.8795006,22.66710344375829,223.6377909102694,MARKET_IMPLIED_OPERATING_MARGIN_PCT,14.811711451940935,283.0726050335946,1128464865.0,2026-07-31,671b5b5af4d8ac3de7c7098cb6238eab687124724f41146fad57625b8d092601,2026-09-02T16:40:50+00:00
2026-09-03,ENERGY_VALUATION_V1_1,Energy,ep,NOG,2027Q1,4cc12f89b16ee036f590436d87ef3b06cd99327475dd0e64f1933c6ea2a65448,2114419002.894974,573138755.4802974,27.106205283606503,78420269.85740846,15.178565310250514,90.27542382982358,MARKET_IMPLIED_OPERATING_MARGIN_PCT,15.847882876172662,230.19540353323103,548240270.0,2026-07-31,671b5b5af4d8ac3de7c7098cb6238eab687124724f41146fad57625b8d092601,2026-09-02T16:40:50+00:00
2026-09-03,ENERGY_VALUATION_V1_1,Energy,ep,OVV,2027Q1,4cc12f89b16ee036f590436d87ef3b06cd99327475dd0e64f1933c6ea2a65448,8123758558.464417,1860228063.4194689,22.898613370054363,2420561527.587914,12.921181646212649,59.3540024716761,MARKET_IMPLIED_OPERATING_MARGIN_PCT,28.4867061280529,-11.173297707758,,,671b5b5af4d8ac3de7c7098cb6238eab687124724f41146fad57625b8d092601,2026-09-02T16:40:50+00:00
2026-09-03,ENERGY_VALUATION_V1_1,Energy,ep,PR,2027Q1,4cc12f89b16ee036f590436d87ef3b06cd99327475dd0e64f1933c6ea2a65448,5845453417.211017,2006243629.3286011,34.32143729725966,-551137822.0376751,11.228157047153475,31.116710247235453,MARKET_IMPLIED_OPERATING_MARGIN_PCT,28.76095868879929,31.017727356780856,1651451442.0,2026-07-31,671b5b5af4d8ac3de7c7098cb6238eab687124724f41146fad57625b8d092601,2026-09-02T16:40:50+00:00
2026-09-03,ENERGY_VALUATION_V1_1,Energy,refining,PSX,2027Q1,4cc12f89b16ee036f590436d87ef3b06cd99327475dd0e64f1933c6ea2a65448,138366114152.3306,6673553993.676422,4.823112967044334,4196992649.541848,11.387449375081452,268.8437554441165,MARKET_IMPLIED_OPERATING_MARGIN_PCT,5.771824333845871,10.694511816659924,33881505089.0,2026-07-31,671b5b5af4d8ac3de7c7098cb6238eab687124724f41146fad57625b8d092601,2026-09-02T16:40:50+00:00
2026-09-03,ENERGY_VALUATION_V1_1,Energy,ep,RRC,2027Q1,4cc12f89b16ee036f590436d87ef3b06cd99327475dd0e64f1933c6ea2a65448,2986488513.212891,903955871.5579458,30.268185113006247,1134950985.770455,11.729776689472088,42.06198474846197,MARKET_IMPLIED_OPERATING_MARGIN_PCT,27.95139321126044,2.440290651872034,934211339.0,2026-07-31,671b5b5af4d8ac3de7c7098cb6238eab687124724f41146fad57625b8d092601,2026-09-02T16:40:50+00:00
2026-09-03,ENERGY_VALUATION_V1_1,Energy,services,SLB,2027Q1,4cc12f89b16ee036f590436d87ef3b06cd99327475dd0e64f1933c6ea2a65448,39075497638.50747,6110274237.164268,15.63709896593311,1912962981.7419343,14.384734116103347,53.41206827987101,MARKET_IMPLIED_OPERATING_MARGIN_PCT,16.755578749551205,-0.8500661984285229,9455173592.0,2026-07-31,671b5b5af4d8ac3de7c7098cb6238eab687124724f41146fad57625b8d092601,2026-09-02T16:40:50+00:00
2026-09-03,ENERGY_VALUATION_V1_1,Energy,ep,SM,2027Q1,4cc12f89b16ee036f590436d87ef3b06cd99327475dd0e64f1933c6ea2a65448,4429845329.733949,1634320106.5885534,36.89338983505117,265010698.7411752,21.81220528458439,118.29397713062448,MARKET_IMPLIED_OPERATING_MARGIN_PCT,13.065190250781598,217.99455565730796,1825236785.0,2026-07-31,671b5b5af4d8ac3de7c7098cb6238eab687124724f41146fad57625b8d092601,2026-09-02T16:40:50+00:00
2026-09-03,ENERGY_VALUATION_V1_1,Energy,refining,VLO,2027Q1,4cc12f89b16ee036f590436d87ef3b06cd99327475dd0e64f1933c6ea2a65448,124562273949.26384,5519095382.19677,4.430792090745537,4301974736.81677,12.478005151680485,291.4873669956377,MARKET_IMPLIED_OPERATING_MARGIN_PCT,7.315146386899869,-16.445743497382704,29652983194.0,2026-07-31,671b5b5af4d8ac3de7c7098cb6238eab687124724f41146fad57625b8d092601,2026-09-02T16:40:50+00:00
2026-09-03,ENERGY_VALUATION_V1_1,Energy,midstream,WMB,2027Q1,4cc12f89b16ee036f590436d87ef3b06cd99327475dd0e64f1933c6ea2a65448,12630289083.08431,3326423850.9309483,26.336878190587203,377608784.82971,6.835840400226502,15.223740390628985,UNBRACKETED_NO_SOLUTION_IN_DOMAIN,,-78.40297793730862,3508616100.0,2026-07-31,671b5b5af4d8ac3de7c7098cb6238eab687124724f41146fad57625b8d092601,2026-09-02T16:40:50+00:00
2026-09-03,ENERGY_VALUATION_V1_1,Energy,integrated,XOM,2027Q1,4cc12f89b16ee036f590436d87ef3b06cd99327475dd0e64f1933c6ea2a65448,345958403494.4288,49457539917.05842,14.29580533887938,23963326288.11664,13.764362164705789,158.5075616716597,MARKET_IMPLIED_OPERATING_MARGIN_PCT,17.240352926950436,-3.9988122550330463,95499833829.0,2026-07-31,671b5b5af4d8ac3de7c7098cb6238eab687124724f41146fad57625b8d092601,2026-09-02T16:40:50+00:00
