as_of_date,ticker,target_period,provider,metric,value,source_path,source_hash,created_at
2026-07-31,XOM,2026Q1,FMP,REVENUE_USD,81131121448.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=XOM.json,bcd3e56dd0f44298a668fc4848d815f4833bf0b49de3f2a2cce71e3033a7c36c,2026-09-02T16:40:54+00:00
2026-07-31,XOM,2025Q4,FMP,REVENUE_USD,80631962479.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=XOM.json,bcd3e56dd0f44298a668fc4848d815f4833bf0b49de3f2a2cce71e3033a7c36c,2026-09-02T16:40:54+00:00
2026-07-31,XOM,2025Q3,FMP,REVENUE_USD,86465744162.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=XOM.json,bcd3e56dd0f44298a668fc4848d815f4833bf0b49de3f2a2cce71e3033a7c36c,2026-09-02T16:40:54+00:00
2026-07-31,XOM,2025Q2,FMP,REVENUE_USD,80697411038.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=XOM.json,bcd3e56dd0f44298a668fc4848d815f4833bf0b49de3f2a2cce71e3033a7c36c,2026-09-02T16:40:54+00:00
2026-07-31,XOM,2025Q1,FMP,REVENUE_USD,86351703669.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=XOM.json,bcd3e56dd0f44298a668fc4848d815f4833bf0b49de3f2a2cce71e3033a7c36c,2026-09-02T16:40:54+00:00
2026-07-31,XOM,2024Q4,FMP,REVENUE_USD,86333750492.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=XOM.json,bcd3e56dd0f44298a668fc4848d815f4833bf0b49de3f2a2cce71e3033a7c36c,2026-09-02T16:40:54+00:00
2026-07-31,XOM,2024Q3,FMP,REVENUE_USD,89966012027.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=XOM.json,bcd3e56dd0f44298a668fc4848d815f4833bf0b49de3f2a2cce71e3033a7c36c,2026-09-02T16:40:54+00:00
2026-07-31,XOM,2024Q2,FMP,REVENUE_USD,93450126536.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=XOM.json,bcd3e56dd0f44298a668fc4848d815f4833bf0b49de3f2a2cce71e3033a7c36c,2026-09-02T16:40:54+00:00
2026-07-31,XOM,2024Q1,FMP,REVENUE_USD,82226063500.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=XOM.json,bcd3e56dd0f44298a668fc4848d815f4833bf0b49de3f2a2cce71e3033a7c36c,2026-09-02T16:40:54+00:00
2026-07-31,XOM,2023Q4,FMP,REVENUE_USD,88273250000.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=XOM.json,bcd3e56dd0f44298a668fc4848d815f4833bf0b49de3f2a2cce71e3033a7c36c,2026-09-02T16:40:54+00:00
2026-07-31,XOM,2023Q3,FMP,REVENUE_USD,93592428571.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=XOM.json,bcd3e56dd0f44298a668fc4848d815f4833bf0b49de3f2a2cce71e3033a7c36c,2026-09-02T16:40:54+00:00
2026-07-31,XOM,2023Q2,FMP,REVENUE_USD,81802668333.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=XOM.json,bcd3e56dd0f44298a668fc4848d815f4833bf0b49de3f2a2cce71e3033a7c36c,2026-09-02T16:40:54+00:00
2026-07-31,XOM,2023Q1,FMP,REVENUE_USD,85648234875.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=XOM.json,bcd3e56dd0f44298a668fc4848d815f4833bf0b49de3f2a2cce71e3033a7c36c,2026-09-02T16:40:54+00:00
2026-07-31,XOM,2022Q4,FMP,REVENUE_USD,97345192556.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=XOM.json,bcd3e56dd0f44298a668fc4848d815f4833bf0b49de3f2a2cce71e3033a7c36c,2026-09-02T16:40:54+00:00
2026-07-31,XOM,2022Q3,FMP,REVENUE_USD,104593894571.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=XOM.json,bcd3e56dd0f44298a668fc4848d815f4833bf0b49de3f2a2cce71e3033a7c36c,2026-09-02T16:40:54+00:00
2026-07-31,XOM,2022Q2,FMP,REVENUE_USD,111301973667.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=XOM.json,bcd3e56dd0f44298a668fc4848d815f4833bf0b49de3f2a2cce71e3033a7c36c,2026-09-02T16:40:54+00:00
2026-07-31,XOM,2022Q1,FMP,REVENUE_USD,82838586557.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=XOM.json,bcd3e56dd0f44298a668fc4848d815f4833bf0b49de3f2a2cce71e3033a7c36c,2026-09-02T16:40:54+00:00
2026-07-31,XOM,2021Q4,FMP,REVENUE_USD,85008043125.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=XOM.json,bcd3e56dd0f44298a668fc4848d815f4833bf0b49de3f2a2cce71e3033a7c36c,2026-09-02T16:40:54+00:00
2026-07-31,XOM,2021Q3,FMP,REVENUE_USD,71132635000.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=XOM.json,bcd3e56dd0f44298a668fc4848d815f4833bf0b49de3f2a2cce71e3033a7c36c,2026-09-02T16:40:54+00:00
2026-07-31,XOM,2021Q2,FMP,REVENUE_USD,64638158857.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=XOM.json,bcd3e56dd0f44298a668fc4848d815f4833bf0b49de3f2a2cce71e3033a7c36c,2026-09-02T16:40:54+00:00
2026-07-31,XOM,2021Q1,FMP,REVENUE_USD,56380651857.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=XOM.json,bcd3e56dd0f44298a668fc4848d815f4833bf0b49de3f2a2cce71e3033a7c36c,2026-09-02T16:40:54+00:00
2026-07-31,XOM,2020Q4,FMP,REVENUE_USD,46546477000.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=XOM.json,bcd3e56dd0f44298a668fc4848d815f4833bf0b49de3f2a2cce71e3033a7c36c,2026-09-02T16:40:54+00:00
2026-07-31,XOM,2020Q3,FMP,REVENUE_USD,45374857000.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=XOM.json,bcd3e56dd0f44298a668fc4848d815f4833bf0b49de3f2a2cce71e3033a7c36c,2026-09-02T16:40:54+00:00
2026-07-31,XOM,2020Q2,FMP,REVENUE_USD,38156651200.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=XOM.json,bcd3e56dd0f44298a668fc4848d815f4833bf0b49de3f2a2cce71e3033a7c36c,2026-09-02T16:40:54+00:00
2026-07-31,XOM,2020Q1,FMP,REVENUE_USD,53533787750.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=XOM.json,bcd3e56dd0f44298a668fc4848d815f4833bf0b49de3f2a2cce71e3033a7c36c,2026-09-02T16:40:54+00:00
2026-07-31,XOM,2019Q4,FMP,REVENUE_USD,64575498750.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=XOM.json,bcd3e56dd0f44298a668fc4848d815f4833bf0b49de3f2a2cce71e3033a7c36c,2026-09-02T16:40:54+00:00
2026-07-31,XOM,2019Q3,FMP,REVENUE_USD,60903046200.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=XOM.json,bcd3e56dd0f44298a668fc4848d815f4833bf0b49de3f2a2cce71e3033a7c36c,2026-09-02T16:40:54+00:00
2026-07-31,XOM,2019Q2,FMP,REVENUE_USD,63602992167.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=XOM.json,bcd3e56dd0f44298a668fc4848d815f4833bf0b49de3f2a2cce71e3033a7c36c,2026-09-02T16:40:54+00:00
2026-07-31,XOM,2019Q1,FMP,REVENUE_USD,63003025354.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=XOM.json,bcd3e56dd0f44298a668fc4848d815f4833bf0b49de3f2a2cce71e3033a7c36c,2026-09-02T16:40:54+00:00
2026-07-31,XOM,2018Q4,FMP,REVENUE_USD,52278893617.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=XOM.json,bcd3e56dd0f44298a668fc4848d815f4833bf0b49de3f2a2cce71e3033a7c36c,2026-09-02T16:40:54+00:00
2026-07-31,XOM,2018Q3,FMP,REVENUE_USD,62500006849.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=XOM.json,bcd3e56dd0f44298a668fc4848d815f4833bf0b49de3f2a2cce71e3033a7c36c,2026-09-02T16:40:54+00:00
2026-07-31,XOM,2018Q2,FMP,REVENUE_USD,98640347826.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=XOM.json,bcd3e56dd0f44298a668fc4848d815f4833bf0b49de3f2a2cce71e3033a7c36c,2026-09-02T16:40:54+00:00
2026-07-31,XOM,2018Q1,FMP,REVENUE_USD,67236990825.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=XOM.json,bcd3e56dd0f44298a668fc4848d815f4833bf0b49de3f2a2cce71e3033a7c36c,2026-09-02T16:40:54+00:00
2026-07-31,XOM,2017Q4,FMP,REVENUE_USD,60074181818.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=XOM.json,bcd3e56dd0f44298a668fc4848d815f4833bf0b49de3f2a2cce71e3033a7c36c,2026-09-02T16:40:54+00:00
2026-07-31,XOM,2017Q3,FMP,REVENUE_USD,54882795698.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=XOM.json,bcd3e56dd0f44298a668fc4848d815f4833bf0b49de3f2a2cce71e3033a7c36c,2026-09-02T16:40:54+00:00
2026-07-31,XOM,2017Q2,FMP,REVENUE_USD,60335692307.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=XOM.json,bcd3e56dd0f44298a668fc4848d815f4833bf0b49de3f2a2cce71e3033a7c36c,2026-09-02T16:40:54+00:00
2026-07-31,XOM,2017Q1,FMP,REVENUE_USD,50529368421.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=XOM.json,bcd3e56dd0f44298a668fc4848d815f4833bf0b49de3f2a2cce71e3033a7c36c,2026-09-02T16:40:54+00:00
2026-07-31,XOM,2016Q4,FMP,REVENUE_USD,31419111111.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=XOM.json,bcd3e56dd0f44298a668fc4848d815f4833bf0b49de3f2a2cce71e3033a7c36c,2026-09-02T16:40:54+00:00
2026-07-31,XOM,2016Q3,FMP,REVENUE_USD,52261682539.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=XOM.json,bcd3e56dd0f44298a668fc4848d815f4833bf0b49de3f2a2cce71e3033a7c36c,2026-09-02T16:40:54+00:00
2026-07-31,XOM,2016Q2,FMP,REVENUE_USD,87976585365.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=XOM.json,bcd3e56dd0f44298a668fc4848d815f4833bf0b49de3f2a2cce71e3033a7c36c,2026-09-02T16:40:54+00:00
2026-07-31,XOM,2016Q1,FMP,REVENUE_USD,33959418604.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=XOM.json,bcd3e56dd0f44298a668fc4848d815f4833bf0b49de3f2a2cce71e3033a7c36c,2026-09-02T16:40:54+00:00
2026-07-31,XOM,2015Q4,FMP,REVENUE_USD,35784940298.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=XOM.json,bcd3e56dd0f44298a668fc4848d815f4833bf0b49de3f2a2cce71e3033a7c36c,2026-09-02T16:40:54+00:00
2026-07-31,XOM,2015Q3,FMP,REVENUE_USD,57875554455.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=XOM.json,bcd3e56dd0f44298a668fc4848d815f4833bf0b49de3f2a2cce71e3033a7c36c,2026-09-02T16:40:54+00:00
2026-07-31,XOM,2015Q2,FMP,REVENUE_USD,79209600000.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=XOM.json,bcd3e56dd0f44298a668fc4848d815f4833bf0b49de3f2a2cce71e3033a7c36c,2026-09-02T16:40:54+00:00
2026-07-31,XOM,2015Q1,FMP,REVENUE_USD,45939435897.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=XOM.json,bcd3e56dd0f44298a668fc4848d815f4833bf0b49de3f2a2cce71e3033a7c36c,2026-09-02T16:40:54+00:00
2026-07-31,XOM,2014Q4,FMP,REVENUE_USD,83872833333.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=XOM.json,bcd3e56dd0f44298a668fc4848d815f4833bf0b49de3f2a2cce71e3033a7c36c,2026-09-02T16:40:54+00:00
2026-07-31,XOM,2014Q3,FMP,REVENUE_USD,93702571428.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=XOM.json,bcd3e56dd0f44298a668fc4848d815f4833bf0b49de3f2a2cce71e3033a7c36c,2026-09-02T16:40:54+00:00
2026-07-31,XOM,2014Q2,FMP,REVENUE_USD,95920653658.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=XOM.json,bcd3e56dd0f44298a668fc4848d815f4833bf0b49de3f2a2cce71e3033a7c36c,2026-09-02T16:40:54+00:00
2026-07-31,XOM,2014Q1,FMP,REVENUE_USD,91099428571.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=XOM.json,bcd3e56dd0f44298a668fc4848d815f4833bf0b49de3f2a2cce71e3033a7c36c,2026-09-02T16:40:54+00:00
2026-07-31,XOM,2013Q4,FMP,REVENUE_USD,106573068062.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=XOM.json,bcd3e56dd0f44298a668fc4848d815f4833bf0b49de3f2a2cce71e3033a7c36c,2026-09-02T16:40:54+00:00
2026-07-31,XOM,2013Q3,FMP,REVENUE_USD,107178938547.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=XOM.json,bcd3e56dd0f44298a668fc4848d815f4833bf0b49de3f2a2cce71e3033a7c36c,2026-09-02T16:40:54+00:00
2026-07-31,XOM,2013Q2,FMP,REVENUE_USD,126319354838.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=XOM.json,bcd3e56dd0f44298a668fc4848d815f4833bf0b49de3f2a2cce71e3033a7c36c,2026-09-02T16:40:54+00:00
2026-07-31,XOM,2013Q1,FMP,REVENUE_USD,99964575471.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=XOM.json,bcd3e56dd0f44298a668fc4848d815f4833bf0b49de3f2a2cce71e3033a7c36c,2026-09-02T16:40:54+00:00
2026-07-31,XOM,2012Q4,FMP,REVENUE_USD,99237272727.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=XOM.json,bcd3e56dd0f44298a668fc4848d815f4833bf0b49de3f2a2cce71e3033a7c36c,2026-09-02T16:40:54+00:00
2026-07-31,XOM,2012Q3,FMP,REVENUE_USD,107955358851.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=XOM.json,bcd3e56dd0f44298a668fc4848d815f4833bf0b49de3f2a2cce71e3033a7c36c,2026-09-02T16:40:54+00:00
2026-07-31,XOM,2012Q2,FMP,REVENUE_USD,121517500000.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=XOM.json,bcd3e56dd0f44298a668fc4848d815f4833bf0b49de3f2a2cce71e3033a7c36c,2026-09-02T16:40:54+00:00
2026-07-31,XOM,2012Q1,FMP,REVENUE_USD,124552505000.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=XOM.json,bcd3e56dd0f44298a668fc4848d815f4833bf0b49de3f2a2cce71e3033a7c36c,2026-09-02T16:40:54+00:00
2026-07-31,XOM,2011Q4,FMP,REVENUE_USD,115320629441.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=XOM.json,bcd3e56dd0f44298a668fc4848d815f4833bf0b49de3f2a2cce71e3033a7c36c,2026-09-02T16:40:54+00:00
2026-07-31,XOM,2011Q3,FMP,REVENUE_USD,119909389671.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=XOM.json,bcd3e56dd0f44298a668fc4848d815f4833bf0b49de3f2a2cce71e3033a7c36c,2026-09-02T16:40:54+00:00
2026-07-31,XOM,2011Q2,FMP,REVENUE_USD,129189944954.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=XOM.json,bcd3e56dd0f44298a668fc4848d815f4833bf0b49de3f2a2cce71e3033a7c36c,2026-09-02T16:40:54+00:00
2026-07-31,XOM,2011Q1,FMP,REVENUE_USD,106187887850.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=XOM.json,bcd3e56dd0f44298a668fc4848d815f4833bf0b49de3f2a2cce71e3033a7c36c,2026-09-02T16:40:54+00:00
2026-07-31,XOM,2010Q4,FMP,REVENUE_USD,89026194594.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=XOM.json,bcd3e56dd0f44298a668fc4848d815f4833bf0b49de3f2a2cce71e3033a7c36c,2026-09-02T16:40:54+00:00
2026-07-31,XOM,2010Q3,FMP,REVENUE_USD,89146298611.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=XOM.json,bcd3e56dd0f44298a668fc4848d815f4833bf0b49de3f2a2cce71e3033a7c36c,2026-09-02T16:40:54+00:00
2026-07-31,XOM,2010Q2,FMP,REVENUE_USD,81844862500.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=XOM.json,bcd3e56dd0f44298a668fc4848d815f4833bf0b49de3f2a2cce71e3033a7c36c,2026-09-02T16:40:54+00:00
2026-07-31,XOM,2010Q1,FMP,REVENUE_USD,92272308270.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=XOM.json,bcd3e56dd0f44298a668fc4848d815f4833bf0b49de3f2a2cce71e3033a7c36c,2026-09-02T16:40:54+00:00
2026-07-31,XOM,2009Q4,FMP,REVENUE_USD,81627440944.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=XOM.json,bcd3e56dd0f44298a668fc4848d815f4833bf0b49de3f2a2cce71e3033a7c36c,2026-09-02T16:40:54+00:00
2026-07-31,XOM,2009Q3,FMP,REVENUE_USD,84176224489.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=XOM.json,bcd3e56dd0f44298a668fc4848d815f4833bf0b49de3f2a2cce71e3033a7c36c,2026-09-02T16:40:54+00:00
2026-07-31,XOM,2009Q2,FMP,REVENUE_USD,87631357142.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=XOM.json,bcd3e56dd0f44298a668fc4848d815f4833bf0b49de3f2a2cce71e3033a7c36c,2026-09-02T16:40:54+00:00
2026-07-31,XOM,2009Q1,FMP,REVENUE_USD,64153913043.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=XOM.json,bcd3e56dd0f44298a668fc4848d815f4833bf0b49de3f2a2cce71e3033a7c36c,2026-09-02T16:40:54+00:00
2026-07-31,XOM,2008Q4,FMP,REVENUE_USD,75301774193.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=XOM.json,bcd3e56dd0f44298a668fc4848d815f4833bf0b49de3f2a2cce71e3033a7c36c,2026-09-02T16:40:54+00:00
2026-07-31,XOM,2008Q3,FMP,REVENUE_USD,121375405405.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=XOM.json,bcd3e56dd0f44298a668fc4848d815f4833bf0b49de3f2a2cce71e3033a7c36c,2026-09-02T16:40:54+00:00
2026-07-31,XOM,2008Q2,FMP,REVENUE_USD,148509039647.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=XOM.json,bcd3e56dd0f44298a668fc4848d815f4833bf0b49de3f2a2cce71e3033a7c36c,2026-09-02T16:40:54+00:00
2026-07-31,XOM,2008Q1,FMP,REVENUE_USD,119358236453.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=XOM.json,bcd3e56dd0f44298a668fc4848d815f4833bf0b49de3f2a2cce71e3033a7c36c,2026-09-02T16:40:54+00:00
2026-07-31,XOM,2007Q4,FMP,REVENUE_USD,102503169014.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=XOM.json,bcd3e56dd0f44298a668fc4848d815f4833bf0b49de3f2a2cce71e3033a7c36c,2026-09-02T16:40:54+00:00
2026-07-31,XOM,2007Q3,FMP,REVENUE_USD,102045588235.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=XOM.json,bcd3e56dd0f44298a668fc4848d815f4833bf0b49de3f2a2cce71e3033a7c36c,2026-09-02T16:40:54+00:00
2026-07-31,XOM,2007Q2,FMP,REVENUE_USD,101811825136.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=XOM.json,bcd3e56dd0f44298a668fc4848d815f4833bf0b49de3f2a2cce71e3033a7c36c,2026-09-02T16:40:54+00:00
2026-07-31,XOM,2007Q1,FMP,REVENUE_USD,78978074074.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=XOM.json,bcd3e56dd0f44298a668fc4848d815f4833bf0b49de3f2a2cce71e3033a7c36c,2026-09-02T16:40:54+00:00
2026-07-31,XOM,2006Q4,FMP,REVENUE_USD,77606852071.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=XOM.json,bcd3e56dd0f44298a668fc4848d815f4833bf0b49de3f2a2cce71e3033a7c36c,2026-09-02T16:40:54+00:00
2026-07-31,XOM,2006Q3,FMP,REVENUE_USD,86478033898.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=XOM.json,bcd3e56dd0f44298a668fc4848d815f4833bf0b49de3f2a2cce71e3033a7c36c,2026-09-02T16:40:54+00:00
2026-07-31,XOM,2006Q2,FMP,REVENUE_USD,91557767441.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=XOM.json,bcd3e56dd0f44298a668fc4848d815f4833bf0b49de3f2a2cce71e3033a7c36c,2026-09-02T16:40:54+00:00
2026-07-31,XOM,2006Q1,FMP,REVENUE_USD,92617510948.0,D:\Programming\python_example\Arcana\data-lake\bronze\consensus\fmp\analyst-estimates\period=quarter\snapshot_date=2026-07-31\ticker=XOM.json,bcd3e56dd0f44298a668fc4848d815f4833bf0b49de3f2a2cce71e3033a7c36c,2026-09-02T16:40:54+00:00
